individual,sample,round,spp,model,mpa,lfm,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,flam_index,max_mpa_sample
2018_January_ADFA_5,5,5,ADFA,EPI,6.3,53.58879039,0,4.5,5,50,55,4,138,84,1,281.8,302.9,265.05,100,0.5244,1,2018_January,2018,January,0.3497,0.5371,0.1874,St. Marys,53.58879039,53.58879039,"(50,60]",2018_January,0.09,Dry,dry,"(50,55]","(50,60]","(40,60]",21.09999999999997,0.6510891826475517,0.5358879039,7.811010992917196,-0.043
2018_January_ADFA_6,6,5,ADFA,EPI,8.3,49.08939014,Missing flam weight,17,6,20,26,6,120,94,1,279.7,319.5,265.05,100,0.49195,1,2018_January,2018,January,0.2993,0.4462,0.1469,St. Marys,49.08939014,49.08939014,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",39.80000000000001,0.6707754370237562,0.4908939014,14.367894461538846,-0.043
2018_January_ADFA_2,2,6,ADFA,EPI,6.3,58.37442922,0,13.5,5,16,21,11,119,92,1,279.6,327,265.05,100,0.4859,1,2018_January,2018,January,0.2738,0.4336,0.1598,St. Marys,58.37442922,58.37442922,"(50,60]",2018_January,0.09,Dry,dry,"(55,60]","(50,60]","(40,60]",47.39999999999998,0.6314575645756457,0.5837442922,14.906187813107271,-0.043
2018_January_ADFA_3,3,6,ADFA,EPI,6.2,50.23451399,0,14,16,3,19,10,101,88,1,278.8,320.1,265.05,100,0.4772,1,2018_January,2018,January,0.3092,0.4645,0.1553,St. Marys,50.23451399,50.23451399,"(50,60]",2018_January,0.09,Dry,dry,"(50,55]","(50,60]","(40,60]",41.30000000000001,0.6656620021528524,0.5023451399000001,15.694108130038565,-0.043
2018_January_ADFA_4,4,6,ADFA,EPI,2.7,82.34758872,Missing flam weight,14.5,11,17,28,7,113,89,1,282.9,290.6,265.05,100,0.4984,1,2018_January,2018,January,0.3297,0.6012,0.2715,St. Marys,82.34758872,82.34758872,"(80,90]",2018_January,0.09,Dry,moderate,"(80,85]","(80,90]","(80,100]",7.700000000000045,0.5484031936127745,0.8234758872000001,13.366735215974344,-0.043
2018_January_ADFA_5,5,6,ADFA,EPI,3.9,73.17423291,Missing flam weight,10,16,0.5,16,19,112,93,1,282.1,323.1,265.05,100,0.5049,1,2018_January,2018,January,0.5573,0.9651,0.4078,St. Marys,73.17423291,73.17423291,"(70,80]",2018_January,0.09,Dry,moderate,"(70,75]","(70,80]","(60,80]",41,0.5774531136669776,0.7317423291,15.571680132604708,-0.043
2018_January_ADFA_6,6,6,ADFA,EPI,9.6,42.32008593,0,10,11,25,36,6,177,146,1,281.3,285.4,265.05,100,0.4888,1,2018_January,2018,January,0.2793,0.3975,0.1182,St. Marys,42.32008593,42.32008593,"(40,50]",2018_January,0.09,Dry,dry,"(40,45]","(40,50]","(40,60]",4.099999999999966,0.7026415094339622,0.4232008592999999,10.944558686287968,-0.043
2018_January_ADFA_1,1,7,ADFA,EPI,5.4,49.11491992,0,6,10,24,34,2,113,87,1,281,290.8,265.05,100,0.457,1,2018_January,2018,January,0.1779,0.2654,0.0874,St. Marys,49.11491992,49.11491992,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",9.800000000000011,0.6703089675960814,0.4911491992,10.122246843517171,-0.043
2018_January_ADFA_2,2,7,ADFA,EPI,9,50.52899687,0,11,8,18,26,7,126,101,1,278.8,283.4,265.05,100,0.519,1,2018_January,2018,January,0.5104,0.7683,0.2579,St. Marys,50.52899687,50.52899687,"(50,60]",2018_January,0.09,Dry,dry,"(50,55]","(50,60]","(40,60]",4.599999999999966,0.6643238318365222,0.5052899687,12.93450412764566,-0.043
2018_January_ADFA_3,3,7,ADFA,EPI,6.7,57.3281724,0,13,8,9,17,13,135,113,1,281.3,300.5,265.05,100,0.4908,1,2018_January,2018,January,0.478,0.752,0.274,St. Marys,57.3281724,57.3281724,"(50,60]",2018_January,0.09,Dry,dry,"(55,60]","(50,60]","(40,60]",19.19999999999999,0.6356382978723404,0.573281724,16.14710596463924,-0.043
2018_January_ADFA_4,4,7,ADFA,EPI,6.4,60.97863116,0,5,6,23,29,1,82,58,1,279.8,282.1,265.05,100,0.4916,1,2018_January,2018,January,0.3229,0.5198,0.1969,St. Marys,60.97863116,60.97863116,"(60,70]",2018_January,0.09,Dry,moderate,"(60,65]","(60,70]","(60,80]",2.3000000000000114,0.6212004617160446,0.6097863116,10.535204360065968,-0.043
2018_January_ADFA_5,5,7,ADFA,EPI,6.2,59.11965596,0,12,11,9,20,14,113,90,1,281.8,316.5,265.05,100,0.5277,1,2018_January,2018,January,0.3953,0.629,0.2337,St. Marys,59.11965596,59.11965596,"(50,60]",2018_January,0.09,Dry,dry,"(55,60]","(50,60]","(40,60]",34.69999999999999,0.6284578696343402,0.5911965596000001,14.798909523632432,-0.043
2018_January_ADFA_6,6,7,ADFA,EPI,5.2,66.58701712,0,13,5,30,35,7,104,67,1,278.7,382.1,265.05,100,0.4799,1,2018_January,2018,January,0.3767,0.6275,0.2508,St. Marys,66.58701712,66.58701712,"(60,70]",2018_January,0.09,Dry,moderate,"(65,70]","(60,70]","(60,80]",103.40000000000003,0.6003187250996016,0.6658701712,11.780704086005064,-0.043
2018_January_ADFA_2,2,8,ADFA,EPI,9.9,47.54313169,0,11.5,4,5,9,18,102,79,1,283.6,307.9,265.05,100,0.4491,1,2018_January,2018,January,0.4579,0.6756,0.2177,St. Marys,47.54313169,47.54313169,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",24.299999999999955,0.6777679100059206,0.4754313169,19.849797585824163,-0.043
2018_January_ADFA_3,3,8,ADFA,EPI,10,44.3403355,0,14.5,7,15,22,9,124,100,1,276,302.7,265.05,100,0.5052,1,2018_January,2018,January,0.3309,0.4776,0.1467,St. Marys,44.3403355,44.3403355,"(40,50]",2018_January,0.09,Dry,dry,"(40,45]","(40,50]","(40,60]",26.69999999999999,0.6928391959798995,0.443403355,14.865522459870782,-0.043
2018_January_ADFA_4,4,8,ADFA,EPI,7.7,49.12280702,0,5,5,36,41,4,143,103,1,282.8,287,265.05,100,0.488,1,2018_January,2018,January,0.4532,0.6758,0.2226,St. Marys,49.12280702,49.12280702,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",4.199999999999989,0.6706126072802605,0.4912280702,9.024915819541274,-0.043
2018_January_ADFA_5,5,8,ADFA,EPI,8.1,50.2292769,0,11.5,12,20,32,4,102,78,1,276.2,289.2,265.05,100,0.4913,1,2018_January,2018,January,0.2835,0.4259,0.1424,St. Marys,50.2292769,50.2292769,"(50,60]",2018_January,0.09,Dry,dry,"(50,55]","(50,60]","(40,60]",13,0.6656492134303826,0.502292769,11.91222625079501,-0.043
2018_January_ADFA_6,6,8,ADFA,EPI,3,73.28872877,0,10,8,14,22,22,95,59,1,279.1,331.7,265.05,100,0.5412,1,2018_January,2018,January,0.2915,0.5051,0.2136,St. Marys,73.28872877,73.28872877,"(70,80]",2018_January,0.09,Dry,moderate,"(70,75]","(70,80]","(60,80]",52.599999999999966,0.5771134428825975,0.7328872877000001,13.620241957418951,-0.043
2018_January_ADFA_1,1,9,ADFA,EPI,7.6,55.32424742,0,13,14,17,31,10,136,109,1,276.8,305,265.05,100,0.4533,1,2018_January,2018,January,0.3339,0.5186,0.1847,St. Marys,55.32424742,55.32424742,"(50,60]",2018_January,0.09,Dry,dry,"(55,60]","(50,60]","(40,60]",28.19999999999999,0.6438488237562668,0.5532424742,12.438731444471006,-0.043
2018_January_ADFA_3,3,9,ADFA,EPI,10,38.72118551,0,18,5,13,18,12,96,71,1,278.4,298.9,265.05,100,0.525,1,2018_January,2018,January,0.3644,0.5055,0.1411,St. Marys,38.72118551,38.72118551,"(30,40]",2018_January,0.09,Dry,dry,"(35,40]","(30,40]","(20,40]",20.5,0.720870425321464,0.3872118551,17.082701221868486,-0.043
2018_January_ADFA_4,4,9,ADFA,EPI,9.4,47.53502854,Missing flam weight,14.5,8,16,24,10,150,124,1,278.7,316.8,265.05,100,0.49195,1,2018_January,2018,January,0.2891,0.4265,0.1374,St. Marys,47.53502854,47.53502854,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",38.10000000000002,0.6778429073856976,0.4753502854,14.311176492950182,-0.043
2018_January_ADFA_5,5,9,ADFA,EPI,10,37.26759975,0,8.5,7,29,36,4,140,107,1,283.4,288.4,265.05,100,0.4662,1,2018_January,2018,January,0.4787,0.6571,0.1784,St. Marys,37.26759975,37.26759975,"(30,40]",2018_January,0.09,Dry,dry,"(35,40]","(30,40]","(20,40]",5,0.7285040328717091,0.3726759975,10.563775965473695,-0.043
2018_January_ADFA_6,6,9,ADFA,EPI,9.2,45.67920184,0,10,1,16,17,16,134,102,1,281.8,305.9,265.05,100,0.4728,1,2018_January,2018,January,0.3258,0.4746,0.1488,St. Marys,45.67920184,45.67920184,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",24.09999999999997,0.686472819216182,0.4567920184,15.191315064560028,-0.043
2018_January_ADFA_1,1,10,ADFA,EPI,5.7,61.67923828,0,15.5,8,22,30,7,122,93,1,281.3,280.8,265.05,100,0.4969,1,2018_January,2018,January,0.4044,0.6538,0.2494,St. Marys,61.67923828,61.67923828,"(60,70]",2018_January,0.09,Dry,moderate,"(60,65]","(60,70]","(60,80]",-0.5,0.6185377791373508,0.6167923828,13.1753198282824,-0.043
2018_January_ADFA_3,3,10,ADFA,EPI,9.5,42.10526316,0,12,1,33,34,3,130,94,1,281.3,287.9,265.05,100,0.5053,1,2018_January,2018,January,0.3306,0.4698,0.1392,St. Marys,42.10526316,42.10526316,"(40,50]",2018_January,0.09,Dry,dry,"(40,45]","(40,50]","(40,60]",6.599999999999966,0.7037037037037037,0.4210526316,11.709423238418845,-0.043
2018_January_ADFA_4,4,10,ADFA,EPI,8.4,50.09176084,0,12,9,8,17,8,88,72,1,282.6,316.8,265.05,100,0.4613,1,2018_January,2018,January,0.5177,0.777,0.2593,St. Marys,50.09176084,50.09176084,"(50,60]",2018_January,0.09,Dry,dry,"(50,55]","(50,60]","(40,60]",34.19999999999999,0.6662805662805663,0.5009176084,15.842452711979394,-0.043
2018_January_ADFA_5,5,10,ADFA,EPI,9.3,48.88059701,0,7.5,12,24,36,2,144,118,1,282.8,293.7,265.05,100,0.5324,1,2018_January,2018,January,0.3752,0.5586,0.1834,St. Marys,48.88059701,48.88059701,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",10.899999999999975,0.6716791979949874,0.4888059701,10.294781702799677,-0.043
2018_January_ADFA_1,1,11,ADFA,EPI,5.7,61.67923828,0,7,5,45,50,2,110,63,1,278.7,283.4,265.05,100,0.5316,1,2018_January,2018,January,0.4044,0.6538,0.2494,St. Marys,61.67923828,61.67923828,"(60,70]",2018_January,0.09,Dry,moderate,"(60,65]","(60,70]","(60,80]",4.699999999999989,0.6185377791373508,0.6167923828,8.784961892878291,-0.043
2018_January_ADFA_2,2,11,ADFA,EPI,6.6,58.91820312,0,11.5,10,14,24,9,125,102,1,277.2,131.1,265.05,100,0.5071,1,2018_January,2018,January,0.4908,0.78,0.2892,St. Marys,58.91820312,58.91820312,"(50,60]",2018_January,0.09,Dry,dry,"(55,60]","(50,60]","(40,60]",-146.1,0.6292307692307693,0.5891820312,13.538506500497231,-0.043
2018_January_ADFA_3,3,11,ADFA,EPI,8,46.01938058,0,3.5,3,38,41,1,139,100,1,280.6,296.4,265.05,100,0.4752,1,2018_January,2018,January,0.2632,0.3843,0.1211,St. Marys,46.01938058,46.01938058,"(40,50]",2018_January,0.09,Dry,dry,"(45,50]","(40,50]","(40,60]",15.799999999999956,0.6848816029143898,0.4601938058,8.56840376748077,-0.043
2018_January_ADFA_1,1,12,ADFA,EPI,7.6,59.18060703,0,17,11,18,29,9,89,62,1,278.2,281,265.05,100,0.5579,1,2018_January,2018,January,0.4992,0.7946,0.2954,St. Marys,59.18060703,59.18060703,"(50,60]",2018_January,0.09,Dry,dry,"(55,60]","(50,60]","(40,60]",2.8000000000000114,0.6282406242134407,0.5918060703,13.686285010426689,-0.043
2020_September_ADFA_1.2,1.2,1,ADFA,EPI,0.713,102.4280911,0,14.5,20,8,28,5,90,77,1,222.3,287.4,208.9,100,0.5253,1,2020_September,2020,September,0.2677,0.5419,0.2742,St. Marys,102.4280911,102.4280911,"(100,110]",2020_September,0.01,Dry,hydrated,"(100,105]","(100,110]","(100,120]",65.09999999999997,0.4940025835024911,1.024280911,13.366735215974344,-0.043
2020_September_ADFA_1.3,1.3,1,ADFA,EPI,0.471,100.23465,0,9,15,26,41,4,119,89,1,241.6,290.3,236.2,100,0.4791,1,2020_September,2020,September,0.2557,0.512,0.2563,St. Marys,100.23465,100.23465,"(100,110]",2020_September,0.01,Dry,hydrated,"(100,105]","(100,110]","(100,120]",48.70000000000002,0.4994140625,1.0023465,10.09153564701422,-0.043
2020_September_ADFA_1.4,1.4,1,ADFA,EPI,0.225,57.62514552,0,8,13,28,41,12,140,100,1,251.3,237.4,238.7,100,0.4861,1,2020_September,2020,September,0.2577,0.4062,0.1485,St. Marys,57.62514552,57.62514552,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",-13.900000000000006,0.6344165435745938,0.5762514552,9.843552132089885,-0.043
2020_September_ADFA_1.5,1.5,1,ADFA,EPI,0.136,81.95615514,0,3,24,36,60,1,127,90,1,256.9,279.5,252.7,100,0.541,1,2020_September,2020,September,0.2965,0.5395,0.243,St. Marys,81.95615514,81.95615514,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",22.600000000000023,0.5495829471733086,0.8195615514000001,7.133168350603367,-0.043
2020_September_ADFA_1.6,1.6,1,ADFA,EPI,0.316,107.1710008,0,4.5,29,27,56,3,133,103,1,256.4,286.1,248.6,100,0.5341,1,2020_September,2020,September,0.2538,0.5258,0.272,St. Marys,107.1710008,107.1710008,"(100,110]",2020_September,0.01,Dry,hydrated,"(105,110]","(100,110]","(100,120]",29.700000000000045,0.4826930391783949,1.071710008,7.751570157592931,-0.043
2020_September_ADFA_2.1,2.1,1,ADFA,EPI,0.319,94.82758621,0,2.5,16,56,72,2,183,125,1,255.5,267.7,255.2,NA,0.5291,1,2020_September,2020,September,0.2494,0.4859,0.2365,Painted Caves,94.82758621,94.82758621,"(90,100]",2020_September,0.01,Dry,hydrated,"(90,95]","(90,100]","(80,100]",12.199999999999989,0.5132743362831859,0.9482758621,6.494021430953915,-0.043
2020_September_ADFA_2.2,2.2,1,ADFA,EPI,0.256,96.14890886,0,7.5,21,36,57,7,129,86,1,260.8,288,243.1,100,0.5526,1,2020_September,2020,September,0.2337,0.4584,0.2247,Painted Caves,96.14890886,96.14890886,"(90,100]",2020_September,0.01,Dry,hydrated,"(95,100]","(90,100]","(80,100]",27.19999999999999,0.5098167539267016,0.9614890886,8.420740476443822,-0.043
2020_September_ADFA_2.4,2.4,1,ADFA,EPI,0.116,107.9264214,0,8,9,42,51,13,172,117,1,235.6,290.7,219.8,40,0.4631,1,2020_September,2020,September,0.299,0.6217,0.3227,Painted Caves,107.9264214,107.9264214,"(100,110]",2020_September,0.01,Dry,hydrated,"(105,110]","(100,110]","(100,120]",55.099999999999994,0.4809393598198488,1.079264214,8.946408996484942,-0.043
2020_September_ADFA_2.5,2.5,1,ADFA,EPI,0.151,95.22116904,0,10.5,17,17,34,11,107,79,1,273.5,316.5,247,100,0.4862,1,2020_September,2020,September,0.2532,0.4943,0.2411,Painted Caves,95.22116904,95.22116904,"(90,100]",2020_September,0.01,Dry,hydrated,"(95,100]","(90,100]","(80,100]",43,0.5122395306494031,0.9522116904,11.352540388746055,-0.043
2020_September_ADFA_2.6,2.6,1,ADFA,EPI,0.089,93.51620948,0,11.5,11,15,26,6,45,24,1,249.3,312.3,236.7,100,0.5489,1,2020_September,2020,September,0.2807,0.5432,0.2625,Painted Caves,93.51620948,93.51620948,"(90,100]",2020_September,0.01,Dry,hydrated,"(90,95]","(90,100]","(80,100]",63,0.5167525773195876,0.9351620948,13.06857486990146,-0.043
2020_September_ADFA_1.1,1.1,2,ADFA,EPI,2.169,81.13409415,0,12.5,22,21,43,9,134,104,1,278,340.1,284.8,100,0.5471,1,2020_September,2020,September,0.2804,0.5079,0.2275,St. Marys,81.13409415,81.13409415,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",62.10000000000002,0.5520771805473518,0.8113409414999999,10.648898878291066,-0.043
2020_September_ADFA_1.2,1.2,2,ADFA,EPI,0.244,86.2752034,0,6,13,13,26,17,133,103,1,271.5,238.9,252.2,100,0.488,1,2020_September,2020,September,0.2827,0.5266,0.2439,St. Marys,86.2752034,86.2752034,"(80,90]",2020_September,0.01,Dry,moderate,"(85,90]","(80,90]","(80,100]",-32.599999999999994,0.5368401063425751,0.862752034,11.41053280541936,-0.043
2020_September_ADFA_1.3,1.3,2,ADFA,EPI,0.744,82.28373702,0,14,6,18,24,4,103,81,1,263.9,272.6,254.9,NA,0.5212,1,2020_September,2020,September,0.289,0.5268,0.2378,St. Marys,82.28373702,82.28373702,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",8.700000000000045,0.5485952923310553,0.8228373702,14.189193651815687,-0.043
2020_September_ADFA_1.4,1.4,2,ADFA,EPI,5.33,60.89506173,0,6.5,13,27,40,2,113,84,1,272.4,278.1,269.5,100,0.5212,1,2020_September,2020,September,0.324,0.5213,0.1973,St. Marys,60.89506173,60.89506173,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",5.7000000000000455,0.6215231152887014,0.6089506173,9.553149100156796,-0.043
2020_September_ADFA_1.4,1.4,2,ADFA,EPI,5.33,60.89506173,0,12,40,2,42,4,97,91,1,277.4,307.9,269,100,0.5464,1,2020_September,2020,September,0.324,0.5213,0.1973,St. Marys,60.89506173,60.89506173,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",30.5,0.6215231152887014,0.6089506173,10.656649405973848,-0.043
2020_September_ADFA_1.5,1.5,2,ADFA,EPI,5.45,63.67536646,0,6,28,15,43,6,132,111,1,279.9,302.7,266.4,40,0.4799,1,2020_September,2020,September,0.2797,0.4578,0.1781,St. Marys,63.67536646,63.67536646,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",22.80000000000001,0.6109654871122762,0.6367536646,9.116861515140805,-0.043
2020_September_ADFA_1.6,1.6,2,ADFA,EPI,2.49,68.7279718,0,12,15,17,32,10,136,109,1,266.3,384.5,240.7,70,0.5095,1,2020_September,2020,September,0.3121,0.5266,0.2145,St. Marys,68.7279718,68.7279718,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",118.2,0.5926699582225599,0.6872797180000001,12.031761293858464,-0.043
2020_September_ADFA_2.1,2.1,2,ADFA,EPI,7.86,55.92783505,0,5.5,26,29,55,7,189,153,1,267.7,280.9,258.5,60,0.5387,1,2020_September,2020,September,0.3104,0.484,0.1736,Painted Caves,55.92783505,55.92783505,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",13.199999999999989,0.6413223140495868,0.5592783505,8.069039095403618,-0.043
2020_September_ADFA_2.2,2.2,2,ADFA,EPI,0.873,75.7719715,0,12.5,13,26,39,9,171,136,1,281.9,267.8,259.1,50,0.5533,1,2020_September,2020,September,0.2947,0.518,0.2233,Painted Caves,75.7719715,75.7719715,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",-14.099999999999966,0.5689189189189189,0.757719715,11.12015292664172,-0.043
2020_September_ADFA_2.3,2.3,2,ADFA,EPI,0.746,64.3441166,0,4,8,49,57,3,154,102,1,276.3,282.4,261.4,NA,0.4826,1,2020_September,2020,September,0.2813,0.4623,0.181,Painted Caves,64.3441166,64.3441166,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",6.099999999999966,0.6084793424183431,0.6434411660000001,7.561977689629641,-0.043
2020_September_ADFA_2.5,2.5,2,ADFA,EPI,2.04,80.39358601,no second weight,5.5,20,41,61,3,160,116,1,277.5,281.2,266.7,NA,0.5382,1,2020_September,2020,September,0.2744,0.495,0.2206,Painted Caves,80.39358601,80.39358601,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",3.6999999999999886,0.5543434343434342,0.8039358601000001,7.725675729641761,-0.043
2020_September_ADFA_2.6,2.6,2,ADFA,EPI,2.09,82.73785628,0,5,7,36,43,12,111,63,1,278.9,324.8,228.4,100,0.5138,1,2020_September,2020,September,0.2491,0.4552,0.2061,Painted Caves,82.73785628,82.73785628,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",45.900000000000034,0.547231985940246,0.8273785628,8.83669667710351,-0.043
2020_September_ADFA_1.1,1.1,3,ADFA,EPI,3.979,74.00699078,0,11,24,16,40,8,101,77,1,275.1,274.7,258.4,100,0.5415,1,2020_September,2020,September,0.3147,0.5476,0.2329,St. Marys,74.00699078,74.00699078,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",-0.4000000000000341,0.5746895544192842,0.7400699077999999,10.670965905307668,-0.043
2020_September_ADFA_1.2,1.2,3,ADFA,EPI,2.444,74.9382716,0,8.5,8,25,33,9,144,110,1,272.3,289.1,260.4,100,0.4543,1,2020_September,2020,September,0.324,0.5668,0.2428,St. Marys,74.9382716,74.9382716,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",16.80000000000001,0.5716302046577276,0.749382716,10.983396322235892,-0.043
2020_September_ADFA_1.3,1.3,3,ADFA,EPI,7.005,66.16725688,0,9,10,16,26,10,113,87,1,280,387.7,262.6,40,0.4649,1,2020_September,2020,September,0.3671,0.61,0.2429,St. Marys,66.16725688,66.16725688,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",107.7,0.6018032786885246,0.6616725687999999,12.367007178015996,-0.043
2020_September_ADFA_1.4,1.4,3,ADFA,EPI,5.751,62.62002743,0,3.5,9,36,45,4,141,101,1,279.2,299.4,278.7,50,0.4901,1,2020_September,2020,September,0.2916,0.4742,0.1826,St. Marys,62.62002743,62.62002743,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",20.19999999999999,0.6149304091100801,0.6262002743,8.22343824777665,-0.043
2020_September_ADFA_1.5,1.5,3,ADFA,EPI,7.252,55.69994093,0,11,17,10,27,5,109,94,1,270,289.5,269.8,85,0.5241,1,2020_September,2020,September,0.3386,0.5272,0.1886,St. Marys,55.69994093,55.69994093,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",19.5,0.6422610015174507,0.5569994092999999,12.719611258436355,-0.043
2020_September_ADFA_1.6,1.6,3,ADFA,EPI,5.741,63.30498177,0,1.5,24,25,49,1,120,94,1,274.6,275.1,264.7,100,0.5296,1,2020_September,2020,September,0.3292,0.5376,0.2084,Painted Caves,63.30498177,63.30498177,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",0.5,0.6123511904761905,0.6330498177,7.308720955362111,-0.043
2020_September_ADFA_2.1,2.1,3,ADFA,EPI,4.68,68.22268326,0,7,12,30,42,5,129,94,1,279.3,328.2,265.8,100,0.485,1,2020_September,2020,September,0.2892,0.4865,0.1973,Painted Caves,68.22268326,68.22268326,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",48.89999999999998,0.5944501541623844,0.6822268325999999,9.481880078659788,-0.043
2020_September_ADFA_2.2,2.2,3,ADFA,EPI,6.567,62.05663189,0,15,8,32,40,4,117,81,1,267.8,342.6,256.8,70,0.4833,1,2020_September,2020,September,0.3355,0.5437,0.2082,Painted Caves,62.05663189,62.05663189,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",74.80000000000001,0.6170682361596469,0.6205663189,11.492026620370952,-0.043
2020_September_ADFA_2.3,2.3,3,ADFA,EPI,7.326,56.87061184,0,6.5,16,26,42,3,146,117,1,279.2,304.2,249.3,30,0.4207,1,2020_September,2020,September,0.0997,0.1564,0.0567,Painted Caves,56.87061184,56.87061184,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",25,0.637468030690537,0.5687061184000001,9.348647437462308,-0.043
2020_September_ADFA_2.4,2.4,3,ADFA,EPI,3.444,79.38973648,0,9,13,22,35,8,50,20,1,267.5,339.2,249,NA,0.5341,1,2020_September,2020,September,0.3605,0.6467,0.2862,Painted Caves,79.38973648,79.38973648,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",71.69999999999999,0.5574454925003866,0.7938973648,10.8292674696969,-0.043
2020_September_ADFA_2.5,2.5,3,ADFA,EPI,7.76,47.60170006,0,14.5,9,24,33,5,124,95,1,287.6,303.3,280.2,80,0.4565,1,2020_September,2020,September,0.3294,0.4862,0.1568,Painted Caves,47.60170006,47.60170006,"(40,50]",2020_September,0.01,Dry,dry,"(45,50]","(40,50]","(40,60]",15.699999999999989,0.6774989716166187,0.4760170006,12.419699320105716,-0.043
2020_September_ADFA_2.6,2.6,3,ADFA,EPI,6.42,64.19871795,0,12,18,19,37,9,102,74,1,280.4,324.5,267.3,100,0.4743,1,2020_September,2020,September,0.312,0.5123,0.2003,Painted Caves,64.19871795,64.19871795,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",44.10000000000002,0.6090181534257272,0.6419871795000001,11.274755254568449,-0.043
2020_September_ADFA_1.1,1.1,4,ADFA,EPI,6.91,62.97556449,0,8.5,20,27,47,6,169,136,1,264.2,294,259.1,60,0.5066,1,2020_September,2020,September,0.3233,0.5269,0.2036,St. Marys,62.97556449,62.97556449,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",29.80000000000001,0.6135889163029037,0.6297556448999999,9.387193396513029,-0.043
2020_September_ADFA_1.2,1.2,4,ADFA,EPI,3.57,83.04843305,0,15,8,18,26,10,111,83,1,276,301.4,282.4,50,0.5584,1,2020_September,2020,September,0.2808,0.514,0.2332,St. Marys,83.04843305,83.04843305,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",25.399999999999977,0.5463035019455252,0.8304843305,13.929729236813277,-0.043
2020_September_ADFA_1.3,1.3,4,ADFA,EPI,2.18,74.64550979,0,4,19,28,47,6,116,82,1,278.8,286.9,263,80,0.4729,1,2020_September,2020,September,0.2962,0.5173,0.2211,St. Marys,74.64550979,74.64550979,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",8.099999999999966,0.5725884399768026,0.7464550979000001,8.215213113250465,-0.043
2020_September_ADFA_1.4,1.4,4,ADFA,EPI,1.087,94.73503097,0,10.5,12,22,34,10,176,144,1,281.2,334.2,245.7,20,0.5782,1,2020_September,2020,September,0.2906,0.5659,0.2753,St. Marys,94.73503097,94.73503097,"(90,100]",2020_September,0.01,Dry,hydrated,"(90,95]","(90,100]","(80,100]",53,0.513518289450433,0.9473503097,11.352540388746055,-0.043
