individual,sample,round,spp,model,mpa,lfm,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,flam_index,max_mpa_sample
2020_September_ADFA_1.5,1.5,4,ADFA,EPI,3.082,65.84311303,0,10,21,8,29,12,95,75,1,279,285.7,269.2,NA,0.4541,1,2020_September,2020,September,0.3238,0.537,0.2132,St. Marys,65.84311303,65.84311303,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",6.699999999999989,0.6029795158286778,0.6584311303,12.0567402869388,-0.043
2020_September_ADFA_1.6,1.6,4,ADFA,EPI,3.996,73.03595206,0,10.5,19,29,48,10,152,113,1,277.9,333.8,253.3,20,0.537,1,2020_September,2020,September,0.3004,0.5198,0.2194,St. Marys,73.03595206,73.03595206,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",55.900000000000034,0.5779145825317429,0.7303595206,9.743481978275026,-0.043
2020_September_ADFA_2.1,2.1,4,ADFA,EPI,1.13,91.26827341,0,6.5,18,13,31,20,143,110,1,277.7,416,253.5,75,0.5216,1,2020_September,2020,September,0.2531,0.4841,0.231,Painted Caves,91.26827341,91.26827341,"(90,100]",2020_September,0.01,Dry,hydrated,"(90,95]","(90,100]","(80,100]",138.3,0.5228258624251187,0.9126827341,10.706115370865376,-0.043
2020_September_ADFA_2.2,2.2,4,ADFA,EPI,3.488,65.15629481,0,6,6,19,25,4,109,86,1,276.3,332.5,252.5,NA,0.4705,1,2020_September,2020,September,0.3487,0.5759,0.2272,Painted Caves,65.15629481,65.15629481,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",56.19999999999999,0.6054870637263414,0.6515629481,11.610217129514195,-0.043
2020_September_ADFA_2.3,2.3,4,ADFA,EPI,3.298,69.72434561,0,7,18,26,44,10,130,94,1,272.5,308.4,281.2,NA,0.4509,1,2020_September,2020,September,0.4317,0.7327,0.301,Painted Caves,69.72434561,69.72434561,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",35.89999999999998,0.5891906646649379,0.6972434561,9.28914827949455,-0.043
2020_September_ADFA_2.4,2.4,4,ADFA,EPI,6.166,62.38394729,0,16,10,11,21,9,120,100,1,289.6,379.1,263.7,20,0.4544,1,2020_September,2020,September,0.3339,0.5422,0.2083,Painted Caves,62.38394729,62.38394729,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",89.5,0.6158244190335669,0.6238394729,15.53957090821181,-0.043
2020_September_ADFA_2.5,2.5,4,ADFA,EPI,3.549,70.07993909,0,13,15,17,32,16,111,78,1,281.6,289.4,274,NA,0.5363,1,2020_September,2020,September,0.2627,0.4468,0.1841,Painted Caves,70.07993909,70.07993909,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",7.799999999999955,0.5879588182632051,0.7007993909,12.26313425611633,-0.043
2020_September_ADFA_2.6,2.6,4,ADFA,EPI,3.748,82.05047319,0,7.5,4,35,39,2,112,75,1,271.9,216.9,257.3,NA,0.4639,1,2020_September,2020,September,0.317,0.5771,0.2601,Painted Caves,82.05047319,82.05047319,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",-54.99999999999997,0.5492982152140011,0.8205047319000001,9.933489427538284,-0.043
2020_September_ADFA_1.1,1.1,5,ADFA,EPI,0.83,88.17589577,0,9,22,8,30,19,116,89,1,272,289.9,256.1,30,0.5377,1,2020_September,2020,September,0.307,0.5777,0.2707,St. Marys,88.17589577,88.17589577,"(80,90]",2020_September,0.01,Dry,moderate,"(85,90]","(80,90]","(80,100]",17.899999999999977,0.5314176908429981,0.8817589577,11.603162617020889,-0.043
2020_September_ADFA_1.2,1.2,5,ADFA,EPI,6.92,60.36313806,0,4.5,16,29,45,3,148,116,1,277.3,311.7,287,55,0.5316,1,2020_September,2020,September,0.2919,0.4681,0.1762,St. Marys,60.36313806,60.36313806,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",34.39999999999998,0.6235847041230506,0.6036313806,8.51913224851931,-0.043
2020_September_ADFA_1.3,1.3,5,ADFA,EPI,4.401,73.25017325,0,20.5,15,5,20,8,74,61,1,270.8,381,260.1,100,0.4808,1,2020_September,2020,September,0.2886,0.5,0.2114,St. Marys,73.25017325,73.25017325,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",110.2,0.5772,0.7325017325000001,16.87952107223666,-0.043
2020_September_ADFA_1.4,1.4,5,ADFA,EPI,2.932,72.47869318,0,11,31,5,36,16,106,85,1,280.3,452.9,269.7,100,0.5346,1,2020_September,2020,September,0.2816,0.4857,0.2041,St. Marys,72.47869318,72.47869318,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",172.59999999999997,0.5797817582870084,0.7247869318,11.18434570831216,-0.043
2020_September_ADFA_1.5,1.5,5,ADFA,EPI,1.21,92.75584515,0,11,28,9,37,7,101,85,1,281.5,288.4,269.6,70,0.4578,1,2020_September,2020,September,0.2609,0.5029,0.242,St. Marys,92.75584515,92.75584515,"(90,100]",2020_September,0.01,Dry,hydrated,"(90,95]","(90,100]","(80,100]",6.899999999999977,0.5187910121296481,0.9275584515,11.048222275697334,-0.043
2020_September_ADFA_1.6,1.6,5,ADFA,EPI,7.751,53.0127815,0,10.5,15,17,32,16,143,110,1,279.4,425.2,287.2,NA,0.4561,1,2020_September,2020,September,0.3286,0.5028,0.1742,St. Marys,53.0127815,53.0127815,"(50,60]",2020_September,0.01,Dry,dry,"(50,55]","(50,60]","(40,60]",145.8,0.6535401750198886,0.5301278150000001,11.665054141020526,-0.043
2020_September_ADFA_2.1,2.1,5,ADFA,EPI,5.068,67.5059952,0,5,12,29,41,5,148,114,1,279.4,297.6,266.9,NA,0.5721,1,2020_September,2020,September,0.3336,0.5588,0.2252,Painted Caves,67.5059952,67.5059952,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",18.200000000000045,0.5969935576234789,0.675059952,9.024915819541274,-0.043
2020_September_ADFA_2.2,2.2,5,ADFA,EPI,3.167,78.51208459,0,6.5,14,31,45,1,87,55,1,281.2,310.7,297.5,NA,0.5137,1,2020_September,2020,September,0.2648,0.4727,0.2079,Painted Caves,78.51208459,78.51208459,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",29.5,0.5601861645864183,0.7851208459,9.06856907333725,-0.043
2020_September_ADFA_2.3,2.3,5,ADFA,EPI,2.087,87.03380969,0,9,21,33,54,15,170,122,1,278.3,259.2,285.6,NA,0.5393,1,2020_September,2020,September,0.2869,0.5366,0.2497,Painted Caves,87.03380969,87.03380969,"(80,90]",2020_September,0.01,Dry,moderate,"(85,90]","(80,90]","(80,100]",-19.100000000000023,0.5346626910175177,0.8703380969,8.949807826195785,-0.043
2020_September_ADFA_2.4,2.4,5,ADFA,EPI,1.059,91.22048553,0,14,24,18,42,7,130,105,1,266.8,330.7,257.1,NA,0.5782,1,2020_September,2020,September,0.3007,0.575,0.2743,Painted Caves,91.22048553,91.22048553,"(90,100]",2020_September,0.01,Dry,hydrated,"(90,95]","(90,100]","(80,100]",63.89999999999998,0.5229565217391305,0.9122048553,11.05786701272442,-0.043
2020_September_ADFA_2.5,2.5,5,ADFA,EPI,1.16,86.8058012,0,4,14,25,39,4,85,56,1,276.7,315.4,281.3,100,0.5147,1,2020_September,2020,September,0.2827,0.5281,0.2454,Painted Caves,86.8058012,86.8058012,"(80,90]",2020_September,0.01,Dry,moderate,"(85,90]","(80,90]","(80,100]",38.69999999999999,0.535315281196743,0.8680580120000001,8.920453687101297,-0.043
2020_September_ADFA_2.6,2.6,5,ADFA,EPI,2.648,82.51346499,0,5,17,50,67,2,169,117,1,277.4,299.9,282.7,NA,0.5311,1,2020_September,2020,September,0.2785,0.5083,0.2298,Painted Caves,82.51346499,82.51346499,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",22.5,0.5479047806413536,0.8251346499000001,7.316738319304222,-0.043
2020_September_ADFA_1.1,1.1,6,ADFA,EPI,7.956,54.7809402,0,6.5,21,30,51,2,170,138,1,282,306.4,270.2,100,0.5078,1,2020_September,2020,September,0.3127,0.484,0.1713,St. Marys,54.7809402,54.7809402,"(50,60]",2020_September,0.01,Dry,dry,"(50,55]","(50,60]","(40,60]",24.399999999999977,0.6460743801652892,0.5478094020000001,8.58780463728006,-0.043
2020_September_ADFA_1.2,1.2,6,ADFA,EPI,5.003,68.06664353,0,19,19,10,29,5,93,78,1,270.4,254.2,270.8,100,0.4703,1,2020_September,2020,September,0.2881,0.4842,0.1961,St. Marys,68.06664353,68.06664353,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",-16.19999999999999,0.5950020652622884,0.6806664352999999,14.071441334240642,-0.043
2020_September_ADFA_1.3,1.3,6,ADFA,EPI,7.639,57.87159191,"Missing these yellow lower videos , also, no weight for this video - might be mislabeled? Strange to have two burns for Epi…",10,13,10,23,7,89,72,1,265.8,364.1,264.6,100,0.5009,1,2020_September,2020,September,0.3411,0.5385,0.1974,St. Marys,57.87159191,57.87159191,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",98.3,0.6334261838440112,0.5787159191,13.359134032570154,-0.043
2020_September_ADFA_1.4,1.4,6,ADFA,EPI,6.56,54.61741425,0,7,20,31,51,12,165,122,1,275.3,394.5,258.1,10,0.4579,1,2020_September,2020,September,0.3032,0.4688,0.1656,St. Marys,54.61741425,54.61741425,"(50,60]",2020_September,0.01,Dry,dry,"(50,55]","(50,60]","(40,60]",119.2,0.6467576791808874,0.5461741425000001,8.710194095387955,-0.043
2020_September_ADFA_1.5,1.5,6,ADFA,EPI,9.207,46.14485981,0,15,15,7,22,9,85,69,1,280,406.5,262.1,100,0.4631,1,2020_September,2020,September,0.2568,0.3753,0.1185,St. Marys,46.14485981,46.14485981,"(40,50]",2020_September,0.01,Dry,dry,"(45,50]","(40,50]","(40,60]",126.5,0.6842525979216626,0.4614485981,14.989599939614289,-0.043
2020_September_ADFA_1.6,1.6,6,ADFA,EPI,6.912,55.6206089,0,15,5,46,51,11,184,127,1,268.2,363.8,275.4,100,0.4927,1,2020_September,2020,September,0.3416,0.5316,0.19,St. Marys,55.6206089,55.6206089,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",95.60000000000002,0.6425884123401054,0.556206089,10.330758838522446,-0.043
2020_September_ADFA_1.6,1.6,6,ADFA,EPI,6.912,55.6206089,0,13,27,12,39,10,131,109,1,278.8,418.6,260.8,NA,0.5509,1,2020_September,2020,September,0.3416,0.5316,0.19,St. Marys,55.6206089,55.6206089,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",139.8,0.6425884123401054,0.556206089,11.224894569630916,-0.043
2020_September_ADFA_2.1,2.1,6,ADFA,EPI,9.016,38.19520174,0,16,11,30,41,6,201,165,1,282.1,375.4,292.5,NA,0.549,1,2020_September,2020,September,0.3668,0.5069,0.1401,Painted Caves,38.19520174,38.19520174,"(30,40]",2020_September,0.01,Dry,dry,"(35,40]","(30,40]","(20,40]",93.29999999999995,0.723614125073979,0.3819520174,11.549149170929716,-0.043
2020_September_ADFA_2.2,2.2,6,ADFA,EPI,8.755,50.0950209,0,13,11,20,31,21,186,145,1,295.8,426.3,286.4,100,0.5493,1,2020_September,2020,September,0.2631,0.3949,0.1318,Painted Caves,50.0950209,50.0950209,"(50,60]",2020_September,0.01,Dry,dry,"(50,55]","(50,60]","(40,60]",130.5,0.6662446188908585,0.500950209,12.438731444471006,-0.043
2020_September_ADFA_2.3,2.3,6,ADFA,EPI,2.371,95.2844695,0,10,16,49,65,7,190,134,1,272.6,278.9,279.7,50,0.5049,1,2020_September,2020,September,0.1951,0.381,0.1859,Painted Caves,95.2844695,95.2844695,"(90,100]",2020_September,0.01,Dry,hydrated,"(95,100]","(90,100]","(80,100]",6.2999999999999545,0.5120734908136483,0.952844695,8.47725812152617,-0.043
2020_September_ADFA_2.4,2.4,6,ADFA,EPI,7.946,59.27409262,0,8,8,27,35,13,158,118,1,278.4,310,268.5,NA,0.5483,1,2020_September,2020,September,0.3995,0.6363,0.2368,Painted Caves,59.27409262,59.27409262,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",31.600000000000023,0.6278484991356279,0.5927409262,10.563155362964585,-0.043
2020_September_ADFA_2.5,2.5,6,ADFA,EPI,3.05,75.8322237,0,10.5,12,29,41,11,141,101,1,279.2,275.6,268.7,100,0.5264,1,2020_September,2020,September,0.3004,0.5282,0.2278,Painted Caves,75.8322237,75.8322237,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",-3.599999999999966,0.568723968193866,0.758322237,10.442745680021783,-0.043
2020_September_ADFA_1.1,1.1,7,ADFA,EPI,5.122,68.67623604,0,4.5,23,5,28,16,127,106,1,276.5,311.8,271,100,0.4826,1,2020_September,2020,September,0.3135,0.5288,0.2153,St. Marys,68.67623604,68.67623604,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",35.30000000000001,0.5928517397881996,0.6867623604,10.525475806058632,-0.043
2020_September_ADFA_1.2,1.2,7,ADFA,EPI,3.13,78.9893617,0,12,11,19,30,8,104,77,1,273.8,306,257.1,50,0.5071,1,2020_September,2020,September,0.2632,0.4711,0.2079,St. Marys,78.9893617,78.9893617,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",32.19999999999999,0.5586924219910846,0.789893617,12.384437048633576,-0.043
2020_September_ADFA_1.3,1.3,7,ADFA,EPI,5.79,74.72252059,0,4,5,26,31,2,77,49,1,279.2,302.3,261.7,NA,0.4462,1,2020_September,2020,September,0.2793,0.488,0.2087,St. Marys,74.72252059,74.72252059,"(70,80]",2020_September,0.01,Dry,moderate,"(70,75]","(70,80]","(60,80]",23.100000000000023,0.5723360655737705,0.7472252059,9.885093092713356,-0.043
2020_September_ADFA_1.4,1.4,7,ADFA,EPI,3.502,75.35528596,0,14.5,26,9,35,8,93,76,1,282.4,382.8,255.6,100,0.5523,1,2020_September,2020,September,0.2885,0.5059,0.2174,St. Marys,75.35528596,75.35528596,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",100.40000000000003,0.5702708045068194,0.7535528596000001,12.096710235619994,-0.043
2020_September_ADFA_1.5,1.5,7,ADFA,EPI,4.49,66.2668227,0,10,18,20,38,4,100,76,1,276.9,300.1,260.6,12.5,0.4801,1,2020_September,2020,September,0.3418,0.5683,0.2265,St. Marys,66.2668227,66.2668227,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",23.200000000000045,0.6014428998768255,0.662668227,10.683424109614643,-0.043
2020_September_ADFA_1.5,1.5,7,ADFA,EPI,4.49,66.2668227,0,18,13,18,31,5,97,74,1,280.1,337.6,302,NA,0.4973,1,2020_September,2020,September,0.3418,0.5683,0.2265,St. Marys,66.2668227,66.2668227,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",57.5,0.6014428998768255,0.662668227,13.474716912077298,-0.043
2020_September_ADFA_1.6,1.6,7,ADFA,EPI,4.884,69.43425877,0,11.5,13,6,19,17,152,129,1,278.8,253.8,261.8,100,0.4912,1,2020_September,2020,September,0.3818,0.6469,0.2651,St. Marys,69.43425877,69.43425877,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",-25,0.5901994125830885,0.6943425877,14.974408705095422,-0.043
2020_September_ADFA_2.1,2.1,7,ADFA,EPI,6.792,56.727629,0,13,22,22,44,7,112,83,1,291.3,379.8,290.5,NA,0.52,1,2020_September,2020,September,0.30620000000000003,0.4799,0.1737,Painted Caves,56.727629,56.727629,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",88.5,0.638049593665347,0.56727629,10.640802710609416,-0.043
2020_September_ADFA_2.2,2.2,7,ADFA,EPI,4.973,68.28163123,0,5,18,19,37,15,143,109,1,269.5,343.5,271,NA,0.538,1,2020_September,2020,September,0.2869,0.4828,0.1959,Painted Caves,68.28163123,68.28163123,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",74,0.594241922120961,0.6828163123000001,9.446982987432012,-0.043
2020_September_ADFA_2.4,2.4,7,ADFA,EPI,4.019,79.91498406,0,7,37,12,49,18,143,113,1,277.1,325.4,255.9,30,0.5415,1,2020_September,2020,September,0.2823,0.5079,0.2256,Painted Caves,79.91498406,79.91498406,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",48.299999999999955,0.5558180744240993,0.7991498405999999,8.862161163457747,-0.043
2020_September_ADFA_2.5,2.5,7,ADFA,EPI,4.878,63.11576355,0,18,18,26,44,2,92,64,1,281.2,295.9,284.9,20,0.4354,1,2020_September,2020,September,0.3248,0.5298,0.205,Painted Caves,63.11576355,63.11576355,"(60,70]",2020_September,0.01,Dry,moderate,"(60,65]","(60,70]","(60,80]",14.699999999999989,0.6130615326538316,0.6311576354999999,11.527043966083824,-0.043
2020_September_ADFA_2.6,2.6,7,ADFA,EPI,4.28,75.74183976,Missing these yellow lower videos,10,26,18,44,1,112,93,1,269.4,212.6,278.1,NA,0.5291,1,2020_September,2020,September,0.2696,0.4738,0.2042,Painted Caves,75.74183976,75.74183976,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",-56.79999999999998,0.5690164626424652,0.7574183976000001,10.010944801544412,-0.043
2020_September_ADFA_1.1,1.1,8,ADFA,EPI,2.816,57.06787964,0,15,21,20,41,10,136,106,1,286.5,368.6,272,100,0.4839,1,2020_September,2020,September,0.2858,0.4489,0.1631,St. Marys,57.06787964,57.06787964,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",82.10000000000002,0.636667409222544,0.5706787964,11.36672414943233,-0.043
2020_September_ADFA_1.2,1.2,8,ADFA,EPI,3.79,88.5193133,0,11.5,27,16,43,7,137,114,1,269.3,323.56,264.3,50,0.5518,1,2020_September,2020,September,0.2796,0.5271,0.2475,St. Marys,88.5193133,88.5193133,"(80,90]",2020_September,0.01,Dry,moderate,"(85,90]","(80,90]","(80,100]",54.25999999999999,0.5304496300512237,0.8851931329999999,10.441614718688156,-0.043
2020_September_ADFA_1.3,1.3,8,ADFA,EPI,3.88,80.30418251,0,7.5,12,22,34,4,91,65,1,268.1,334.6,287.1,NA,0.4741,1,2020_September,2020,September,0.263,0.4742,0.2112,St. Marys,80.30418251,80.30418251,"(80,90]",2020_September,0.01,Dry,moderate,"(80,85]","(80,90]","(80,100]",66.5,0.5546183045128638,0.8030418251,10.561542307472962,-0.043
2020_September_ADFA_1.5,1.5,8,ADFA,EPI,3.35,66.73400673,Missing these yellow lower videos,10,29,4,33,8,69,57,1,282.7,313.9,259.1,100,0.5385,1,2020_September,2020,September,0.297,0.4952,0.1982,St. Marys,66.73400673,66.73400673,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",31.19999999999999,0.5997576736672052,0.6673400673000001,11.379304712288056,-0.043
2020_September_ADFA_1.6,1.6,8,ADFA,EPI,1.091,52.13960546,0,15,6,26,32,7,136,103,1,270.5,383.8,260.7,NA,0.5415,1,2020_September,2020,September,0.3295,0.5013,0.1718,St. Marys,52.13960546,52.13960546,"(50,60]",2020_September,0.01,Dry,dry,"(50,55]","(50,60]","(40,60]",113.3,0.6572910432874527,0.5213960545999999,12.697182970072774,-0.043
2020_September_ADFA_2.1,2.1,8,ADFA,EPI,3.65,78.26537664,0,4,24,32,56,3,201,166,1,281.9,311.6,286.2,100,0.4793,1,2020_September,2020,September,0.2894,0.5159,0.2265,Painted Caves,78.26537664,78.26537664,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",29.700000000000045,0.5609614266330684,0.7826537664,7.618718576790866,-0.043
2020_September_ADFA_2.2,2.2,8,ADFA,EPI,7.46,59.87361769,0,11,17,6,23,17,120,97,1,263.6,333.3,263.7,100,0.5213,1,2020_September,2020,September,0.3165,0.506,0.1895,Painted Caves,59.87361769,59.87361769,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",69.69999999999999,0.6254940711462451,0.5987361769,13.65182257838657,-0.043
2020_September_ADFA_2.3,2.3,8,ADFA,EPI,10,41.47492625,0,11.25,12,20,32,8,131,103,1,275,363.4,266.8,NA,0.5265,1,2020_September,2020,September,0.339,0.4796,0.1406,Painted Caves,41.47492625,41.47492625,"(40,50]",2020_September,0.01,Dry,dry,"(40,45]","(40,50]","(40,60]",88.39999999999998,0.7068390325271059,0.4147492625000001,11.851461642355169,-0.043
2020_September_ADFA_2.4,2.4,8,ADFA,EPI,10,43.14613527,0,8.5,20,0.5,20,25,139,114,1,275.8,391.1,228.1,NA,0.425,1,2020_September,2020,September,0.3312,0.4741,0.1429,Painted Caves,43.14613527,43.14613527,"(40,50]",2020_September,0.01,Dry,dry,"(40,45]","(40,50]","(40,60]",115.3,0.6985867960345918,0.4314613527,13.69694129596476,-0.043
2020_September_ADFA_2.5,2.5,8,ADFA,EPI,6.56,54.61741425,0,13,6,37,43,7,135,91,1,265.9,343.6,258.4,NA,0.4579,1,2020_September,2020,September,0.3032,0.4688,0.1656,Painted Caves,54.61741425,54.61741425,"(50,60]",2020_September,0.01,Dry,dry,"(50,55]","(50,60]","(40,60]",77.70000000000005,0.6467576791808874,0.5461741425000001,10.749201740301691,-0.043
2020_September_ADFA_2.6,2.6,8,ADFA,EPI,0.895,94.52848407,0,3,14,50,64,4,122,68,1,265.6,304.5,275.1,40,0.4963,1,2020_September,2020,September,0.3107,0.6044,0.2937,Painted Caves,94.52848407,94.52848407,"(90,100]",2020_September,0.01,Dry,hydrated,"(90,95]","(90,100]","(80,100]",38.89999999999998,0.5140635340833885,0.9452848407,6.945402973660275,-0.043
2020_September_ADFA_1.1,1.1,9,ADFA,EPI,9.641,53.03100416,0,13,1,36,37,5,145,104,1,267,343.6,253.2,100,0.4546,1,2020_September,2020,September,0.2161,0.3307,0.1146,St. Marys,53.03100416,53.03100416,"(50,60]",2020_September,0.01,Dry,dry,"(50,55]","(50,60]","(40,60]",76.60000000000002,0.6534623525854248,0.5303100416000001,11.491570852739724,-0.043
2020_September_ADFA_1.2,1.2,9,ADFA,EPI,6.59,65.91941836,0,9.25,12,19,31,5,99,75,1,277.3,335.4,265.4,100,0.486,1,2020_September,2020,September,0.3301,0.5477,0.2176,St. Marys,65.91941836,65.91941836,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",58.099999999999966,0.6027022092386344,0.6591941835999999,11.50238308437056,-0.043
2020_September_ADFA_1.3,1.3,9,ADFA,EPI,5.032,79.96521739,0,5,14,21,35,11,134,102,1,279.2,326.5,251.7,100,0.5132,1,2020_September,2020,September,0.2875,0.5174,0.2299,St. Marys,79.96521739,79.96521739,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",47.30000000000001,0.5556629300347893,0.7996521739000001,9.684673445138902,-0.043
2020_September_ADFA_1.4,1.4,9,ADFA,EPI,8.01,56.15942029,0,14,10,14,24,10,112,88,1,273.3,267.5,266.8,85,0.519,1,2020_September,2020,September,0.3588,0.5603,0.2015,St. Marys,56.15942029,56.15942029,"(50,60]",2020_September,0.01,Dry,dry,"(55,60]","(50,60]","(40,60]",-5.800000000000011,0.6403712296983759,0.5615942029,14.189193651815687,-0.043
2020_September_ADFA_1.5,1.5,9,ADFA,EPI,2.23,75.89498807,Missing these yellow lower videos,5,28,31,59,5,165,129,1,273,319.5,278.5,NA,0.5501,1,2020_September,2020,September,0.2933,0.5159,0.2226,St. Marys,75.89498807,75.89498807,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",46.5,0.5685210312075983,0.7589498806999999,7.710014258035507,-0.043
2020_September_ADFA_1.6,1.6,9,ADFA,EPI,2.999,78.5488959,0,1,47,18,65,4,134,112,1,277.2,287.8,277.6,100,0.527,1,2020_September,2020,September,0.2853,0.5094,0.2241,St. Marys,78.5488959,78.5488959,"(70,80]",2020_September,0.01,Dry,moderate,"(75,80]","(70,80]","(60,80]",10.600000000000025,0.5600706713780919,0.785488959,6.341938632792905,-0.043
2020_September_ADFA_2.1,2.1,9,ADFA,EPI,10,42.71566328,0,8.5,11,30,41,7,148,111,1,271.8,371,252.5,45,0.5481,1,2020_September,2020,September,0.3837,0.5476,0.1639,Painted Caves,42.71566328,42.71566328,"(40,50]",2020_September,0.01,Dry,dry,"(40,45]","(40,50]","(40,60]",99.2,0.7006939371804237,0.4271566328,9.968986986262484,-0.043
2020_September_ADFA_2.2,2.2,9,ADFA,EPI,6.05,68.8067648,0,18.25,16,10,26,10,106,86,1,275.9,338.9,272.5,50,0.4962,1,2020_September,2020,September,0.3193,0.539,0.2197,Painted Caves,68.8067648,68.8067648,"(60,70]",2020_September,0.01,Dry,moderate,"(65,70]","(60,70]","(60,80]",63,0.5923933209647494,0.688067648,14.624328098822897,-0.043
