individual_round,individual_epi,sample_epi,round_epi,spp_epi,model_epi,mpa_epi,lfm_epi,lfm_notes_epi,fh_epi,ttfg_epi,gti_epi,tti_epi,fd_epi,gd_epi,pfg_epi,ignition_epi,start_temp_epi,temp_max_epi,ignition_temp_epi,prop_new_epi,sample_wt_epi,glow_epi,year_month_epi,year_epi,month_epi,dry_wt_epi,fresh_wt_epi,water_wt_epi,site_epi,location_epi,individual_hp,sample_hp,round_hp,spp_hp,model_hp,mpa_hp,lfm_hp,lfm_notes_hp,fh_hp,ttfg_hp,gti_hp,tti_hp,fd_hp,gd_hp,pfg_hp,ignition_hp,start_temp_hp,temp_max_hp,ignition_temp_hp,prop_new_hp,sample_wt_hp,glow_hp,year_month_hp,year_hp,month_hp,dry_wt_hp,fresh_wt_hp,water_wt_hp,site_hp,location_hp
2020_October_CECO_1.2_2,2020_October_CECO_1.2,1.2,2,CECO,EPI,-1.452,90.95744681,0,0,12,-62123,-62111,0,111,62234,0,281,0,0,0,0.4689,1,2020_October,2020,October,7.4916,7.7139,0.2223,1,seki,2020_October_CECO_1.2,1.2,2,CECO,HP,-1.452,90.95744681,0,28,442,0,442,11,79,68,2,249.4,268.1,260.3,0,1.5278,0,2020_October,2020,October,7.4916,7.7139,0.2223,1,seki
2020_October_CECO_1.2_3,2020_October_CECO_1.2,1.2,3,CECO,EPI,-4.157,74.91313412,0,0,12,-33716,-33704,0,162,33878,0,271,0,0,0,0.4619,1,2020_October,2020,October,12.4801,12.6957,0.21560000000000001,1,seki,2020_October_CECO_1.2,1.2,3,CECO,HP,-4.157,74.91313412,0,15,62,335,397,17,445,93,2,255.9,265.5,270.9,0,1.0977,1,2020_October,2020,October,12.4801,12.6957,0.21560000000000001,1,seki
2020_October_CECO_1.2_4,2020_October_CECO_1.2,1.2,4,CECO,EPI,-3.229,221.3660975,0,8.5,13,19,32,7,119,93,1,270.6,299.5,279.5,0,0.5768,1,2020_October,2020,October,12.3428,12.8743,0.5315,1,seki,2020_October_CECO_1.2,1.2,4,CECO,HP,-3.229,221.3660975,0,34,152,257,409,10,408,141,2,277.2,302.9,302.9,0,3.449,1,2020_October,2020,October,12.3428,12.8743,0.5315,1,seki
2020_October_CECO_1.2_5,2020_October_CECO_1.2,1.2,5,CECO,EPI,-0.664,69.30913722,0,0,-3,-61334,-61337,0,148,61482,0,271.1,0,0,0,0.3527,0,2020_October,2020,October,7.5225,7.7402,0.2177,1,seki,2020_October_CECO_1.2,1.2,5,CECO,HP,-0.664,69.30913722,0,16,58,356,414,6,529,167,2,253.3,291.3,293.6,0,0.9122,1,2020_October,2020,October,7.5225,7.7402,0.2177,1,seki
2020_October_CECO_1.2_6,2020_October_CECO_1.2,1.2,6,CECO,EPI,-5.301,64.94023904,0,0,5,-45745,-45740,0,130,45875,0,280.2,0,0,0,0.4968,1,2020_October,2020,October,7.4383,7.5687,0.1304,1,seki,2020_October_CECO_1.2,1.2,6,CECO,HP,-5.301,64.94023904,0,32,102,0,102,372,437,65,2,257,278.3,278.4,0,1.2398,0,2020_October,2020,October,7.4383,7.5687,0.1304,1,seki
2020_October_CECO_1.2_7,2020_October_CECO_1.2,1.2,7,CECO,EPI,-8.5,47.8400467,0,0,4,-37878,-37874,0,109,37987,0,268.7,0,0,0,0.3702,1,2020_October,2020,October,12.5281,12.692,0.1639,1,seki,2020_October_CECO_1.2,1.2,7,CECO,HP,-8.5,47.8400467,0,17,441,0,441,13,166,153,2,259.1,277.7,270.2,0,1.1185,0,2020_October,2020,October,12.5281,12.692,0.1639,1,seki
2020_October_CECO_1.3_1,2020_October_CECO_1.3,1.3,1,CECO,EPI,-0.58,118.2514359,0,0,10,-51508,-51498,0,82,51590,0,269.9,0,0,0,0.3771,1,2020_October,2020,October,7.3789,7.5642,0.1853,1,seki,2020_October_CECO_1.3,1.3,1,CECO,HP,-0.58,118.2514359,0,10,244,90,334,13,311,208,2,248.5,277.7,288.2,0,1.9705,1,2020_October,2020,October,7.3789,7.5642,0.1853,1,seki
2020_October_CECO_1.3_2,2020_October_CECO_1.3,1.3,2,CECO,EPI,-1.037,100.9353396,0,0,6,-62358,-62352,0,140,62498,0,273,0,0,0,0.5531,1,2020_October,2020,October,7.4757,7.7239,0.2482,1,seki,2020_October_CECO_1.3,1.3,2,CECO,HP,-1.037,100.9353396,0,26,496,0,496,11,109,98,2,263.1,265.1,272.6,0,1.7898,0,2020_October,2020,October,7.4757,7.7239,0.2482,1,seki
2020_October_CECO_1.3_2,2020_October_CECO_1.3,1.3,2,CECO,EPI,-1.037,100.9353396,0,0,6,-62643,-62637,0,184,62827,0,267.6,0,0,0,0.4513,1,2020_October,2020,October,7.4757,7.7239,0.2482,1,seki,2020_October_CECO_1.3,1.3,2,CECO,HP,-1.037,100.9353396,0,26,496,0,496,11,109,98,2,263.1,265.1,272.6,0,1.7898,0,2020_October,2020,October,7.4757,7.7239,0.2482,1,seki
2020_October_CECO_1.3_3,2020_October_CECO_1.3,1.3,3,CECO,EPI,-2.003,77.26681128,0,7,4,25,29,3,120,92,1,266.1,274.4,239.9,0,0.5468,1,2020_October,2020,October,12.4299,12.608,0.1781,1,seki,2020_October_CECO_1.3,1.3,3,CECO,HP,-2.003,77.26681128,0,15,0,34837,34837,9,34936,90,2,0,264.2,272.1,0,1.8484,1,2020_October,2020,October,12.4299,12.608,0.1781,1,seki
2020_October_CECO_1.3_4,2020_October_CECO_1.3,1.3,4,CECO,EPI,-3.338,89.40914158,0,0,9,-40983,-40974,0,139,41122,0,270.3,0,0,0,0.4644,1,2020_October,2020,October,12.4434,12.684,0.2406,1,seki,2020_October_CECO_1.3,1.3,4,CECO,HP,-3.338,89.40914158,0,23,95,3,98,11,96,82,1,242.4,273.2,265.1,0,1.5307,1,2020_October,2020,October,12.4434,12.684,0.2406,1,seki
2020_October_CECO_1.3_5,2020_October_CECO_1.3,1.3,5,CECO,EPI,-4.884,71.73038229,0,4,8,27,35,9,106,70,1,272.7,315.4,258.7,0,0.4575,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,seki,2020_October_CECO_1.3,1.3,5,CECO,HP,-4.884,71.73038229,0,25,2,315,317,17,433,101,2,229.2,245,244.5,0,2.5169,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,seki
2020_October_CECO_1.3_5,2020_October_CECO_1.3,1.3,5,CECO,EPI,-4.884,71.73038229,0,0,11,-53464,-53453,0,121,53585,0,269.8,0,0,0,0.4763,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,seki,2020_October_CECO_1.3,1.3,5,CECO,HP,-4.884,71.73038229,0,25,2,315,317,17,433,101,2,229.2,245,244.5,0,2.5169,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,seki
2020_October_CECO_1.3_6,2020_October_CECO_1.3,1.3,6,CECO,EPI,-6.513,59.03554561,0,14.5,7,12,19,9,96,75,1,284,381.7,267.5,0,0.5044,1,2020_October,2020,October,7.5998,7.8373,0.2375,1,seki,2020_October_CECO_1.3,1.3,6,CECO,HP,-6.513,59.03554561,0,19,0,0,0,0,0,0,2,237.9,0,0,0,2.473,0,2020_October,2020,October,7.5998,7.8373,0.2375,1,seki
2020_October_CECO_1.3_7,2020_October_CECO_1.3,1.3,7,CECO,EPI,-8,51.81236674,0,7.5,7,24,31,20,149,105,1,280.1,343.4,263.1,0,0.5655,1,2020_October,2020,October,12.4963,12.6664,0.1701,1,seki,2020_October_CECO_1.3,1.3,7,CECO,HP,-8,51.81236674,0,16.3,210,179,389,8,292,105,2,231.8,258,234.8,0,1.5524,1,2020_October,2020,October,12.4963,12.6664,0.1701,1,seki
2020_October_CECO_1.4_1,2020_October_CECO_1.4,1.4,1,CECO,EPI,-0.384,130.4599659,0,1,14,55,69,5,142,82,1,274.1,330.8,289.7,0,0.4912,1,2020_October,2020,October,7.5047,7.8876,0.3829,1,seki,2020_October_CECO_1.4,1.4,1,CECO,HP,-0.384,130.4599659,0,15,224,266,490,9,403,128,2,286.1,316.8,313.6,0,1.5,1,2020_October,2020,October,7.5047,7.8876,0.3829,1,seki
2020_October_CECO_1.4_2,2020_October_CECO_1.4,1.4,2,CECO,EPI,-1.293,110.8817355,0,0,18,-63632,-63614,0,193,63825,0,271,0,0,0,0.5286,1,2020_October,2020,October,7.4841,7.801,0.3169,1,seki,2020_October_CECO_1.4,1.4,2,CECO,HP,-1.293,110.8817355,0,20,19,373,392,8,471,90,2,264,284,286,0,0.9825,1,2020_October,2020,October,7.4841,7.801,0.3169,1,seki
2020_October_CECO_1.4_2,2020_October_CECO_1.4,1.4,2,CECO,EPI,-1.293,110.8817355,0,0,14,-63406,-63392,0,125,63531,0,267.4,0,0,0,0.487,1,2020_October,2020,October,7.4841,7.801,0.3169,1,seki,2020_October_CECO_1.4,1.4,2,CECO,HP,-1.293,110.8817355,0,20,19,373,392,8,471,90,2,264,284,286,0,0.9825,1,2020_October,2020,October,7.4841,7.801,0.3169,1,seki
2020_October_CECO_1.4_3,2020_October_CECO_1.4,1.4,3,CECO,EPI,-3.872,81.04964539,0,0,9,-34737,-34728,0,152,34889,0,266.9,0,0,0,0.4927,1,2020_October,2020,October,12.4609,12.7466,0.2857,1,seki,2020_October_CECO_1.4,1.4,3,CECO,HP,-3.872,81.04964539,0,24,291,87,378,6,225,132,2,259.7,265.1,270,0,1.7305,1,2020_October,2020,October,12.4609,12.7466,0.2857,1,seki
2020_October_CECO_1.4_4,2020_October_CECO_1.4,1.4,4,CECO,EPI,-3.302,85.70658037,0,0,8,-41408,-41400,0,202,41610,0,274.8,0,0,0,0.589,1,2020_October,2020,October,12.6177,12.9355,0.3178,1,seki,2020_October_CECO_1.4,1.4,4,CECO,HP,-3.302,85.70658037,0,22,22,391,413,10,626,225,2,267.6,282.1,276.7,0,1.6194,1,2020_October,2020,October,12.6177,12.9355,0.3178,1,seki
2020_October_CECO_1.4_5,2020_October_CECO_1.4,1.4,5,CECO,EPI,-5.098,68.15415822,0,7.3,13,18,31,14,115,83,1,270,304.2,281.5,0,0.5185,1,2020_October,2020,October,7.6504,7.9528,0.3024,1,seki,2020_October_CECO_1.4,1.4,5,CECO,HP,-5.098,68.15415822,0,26,17,431,448,5,521,85,2,255.3,252.5,250.4,0,1.0724,1,2020_October,2020,October,7.6504,7.9528,0.3024,1,seki
2020_October_CECO_1.4_6,2020_October_CECO_1.4,1.4,6,CECO,EPI,-8,57.44680851,0,0,11,-48867,-48856,0,141,49008,0,284.7,0,0,0,0.4345,1,2020_October,2020,October,7.6299,7.8567,0.2268,1,seki,2020_October_CECO_1.4,1.4,6,CECO,HP,-8,57.44680851,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8488,0,2020_October,2020,October,7.6299,7.8567,0.2268,1,seki
2020_October_CECO_1.4_7,2020_October_CECO_1.4,1.4,7,CECO,EPI,-6.632,61.47123088,0,0,9,27,36,9,172,136,1,278.6,287.9,259.2,0,0.5997,1,2020_October,2020,October,12.702,12.9552,0.2532,1,seki,2020_October_CECO_1.4,1.4,7,CECO,HP,-6.632,61.47123088,0,0,0,377,377,5,731,349,2,257.6,241.5,248.3,0,1.9293,1,2020_October,2020,October,12.702,12.9552,0.2532,1,seki
2020_October_CECO_1.5_1,2020_October_CECO_1.5,1.5,1,CECO,EPI,-0.183,118.3898305,0,0,9,-52646,-52637,0,122,52768,0,284.4,0,0,0,0.4987,1,2020_October,2020,October,7.4803,7.7597,0.2794,1,seki,2020_October_CECO_1.5,1.5,1,CECO,HP,-0.183,118.3898305,0,17,404,0,404,14,169,155,2,248.3,303.5,303.4,0,1.8733,0,2020_October,2020,October,7.4803,7.7597,0.2794,1,seki
2020_October_CECO_1.5_2,2020_October_CECO_1.5,1.5,2,CECO,EPI,-0.756,106.2035541,0,0,17,-64103,-64086,0,117,64220,0,274.8,0,0,0,0.53,1,2020_October,2020,October,7.5649,7.8936,0.3287,1,seki,2020_October_CECO_1.5,1.5,2,CECO,HP,-0.756,106.2035541,0,12,149,272,421,6,373,95,2,279.8,280.4,287.9,0,1.8061,1,2020_October,2020,October,7.5649,7.8936,0.3287,1,seki
2020_October_CECO_1.5_2,2020_October_CECO_1.5,1.5,2,CECO,EPI,-0.756,106.2035541,0,0,-64324,0,-64324,0,64503,64503,0,266.3,0,0,0,0.4743,1,2020_October,2020,October,7.5649,7.8936,0.3287,1,seki,2020_October_CECO_1.5,1.5,2,CECO,HP,-0.756,106.2035541,0,12,149,272,421,6,373,95,2,279.8,280.4,287.9,0,1.8061,1,2020_October,2020,October,7.5649,7.8936,0.3287,1,seki
2020_October_CECO_1.5_3,2020_October_CECO_1.5,1.5,3,CECO,EPI,-3.267,90.80161476,0,10.3,10,32,42,12,155,111,1,265,373.4,281.3,0,0.5545,1,2020_October,2020,October,12.5217,12.8366,0.3149,1,seki,2020_October_CECO_1.5,1.5,3,CECO,HP,-3.267,90.80161476,0,14,381,0,381,9,214,205,2,225.6,280.7,284.4,0,1.4539,0,2020_October,2020,October,12.5217,12.8366,0.3149,1,seki
2020_October_CECO_1.5_4,2020_October_CECO_1.5,1.5,4,CECO,EPI,-1.652,105.243958,0,0,8,-41764,-41756,0,201,41965,0,267.7,0,0,0,0.4573,1,2020_October,2020,October,12.4096,12.6404,0.2308,1,seki,2020_October_CECO_1.5,1.5,4,CECO,HP,-1.652,105.243958,0,18,130,274,404,8,440,158,2,290.4,323.4,294.5,0,1.5504,1,2020_October,2020,October,12.4096,12.6404,0.2308,1,seki
2020_October_CECO_1.5_5,2020_October_CECO_1.5,1.5,5,CECO,EPI,-4.495,64.86384266,0,4,10,27,37,3,102,72,1,272.1,302.3,294.5,0,0.338,1,2020_October,2020,October,7.574,7.7455,0.1715,1,seki,2020_October_CECO_1.5,1.5,5,CECO,HP,-4.495,64.86384266,0,16,15,398,413,11,526,117,2,254.8,274.5,276.6,0,1.2642,1,2020_October,2020,October,7.574,7.7455,0.1715,1,seki
2020_October_CECO_1.5_6,2020_October_CECO_1.5,1.5,6,CECO,EPI,-6.664,57.76793132,0,0,8,-48436,-48428,0,125,48561,0,285,0,0,0,0.4532,1,2020_October,2020,October,7.5985,7.8071,0.2086,1,seki,2020_October_CECO_1.5,1.5,6,CECO,HP,-6.664,57.76793132,0,17,51,363,414,8,487,116,2,254.3,249.8,247.4,0,1.6372,1,2020_October,2020,October,7.5985,7.8071,0.2086,1,seki
2020_October_CECO_1.5_7,2020_October_CECO_1.5,1.5,7,CECO,EPI,-4.225,80.83119309,0,15,11,18,29,34,165,113,1,0,335.1,0,0,0.5531,1,2020_October,2020,October,12.5799,12.9261,0.3462,1,seki,2020_October_CECO_1.5,1.5,7,CECO,HP,-4.225,80.83119309,0,0,-39995,0,-39995,0,0,0,0,222.2,0,0,0,2.137,0,2020_October,2020,October,12.5799,12.9261,0.3462,1,seki
2020_October_CECO_1.5_8,2020_October_CECO_1.5,1.5,8,CECO,EPI,-8,50,0,15,11,27,38,10,217,180,1,287.9,427.8,331.5,0,0.5497,1,2020_October,2020,October,7.6737,7.9116,0.2379,1,seki,2020_October_CECO_1.5,1.5,8,CECO,HP,-8,50,0,25,16,0,16,12,398,386,2,223.9,240.3,238.3,0,1.6316,0,2020_October,2020,October,7.6737,7.9116,0.2379,1,seki
2020_October_CECO_1.6_1,2020_October_CECO_1.6,1.6,1,CECO,EPI,-0.138,128.1349749,0,0,5,-53075,-53070,0,124,53199,0,271.2,0,0,0,0.3338,1,2020_October,2020,October,7.3905,7.6715,0.281,1,seki,2020_October_CECO_1.6,1.6,1,CECO,HP,-0.138,128.1349749,0,11,238,164,402,11,359,184,2,257.8,284.2,284.3,0,1.6051,0,2020_October,2020,October,7.3905,7.6715,0.281,1,seki
2020_October_CECO_1.6_2,2020_October_CECO_1.6,1.6,2,CECO,EPI,-0.73,105.0582465,0,7,11,10,21,4,138,124,1,267.9,279.2,252,0,0.5065,1,2020_October,2020,October,7.5927,7.9354,0.3427,1,seki,2020_October_CECO_1.6,1.6,2,CECO,HP,-0.73,105.0582465,0,31,49,405,454,7,525,113,2,252.5,323.4,294,0,2.1622,1,2020_October,2020,October,7.5927,7.9354,0.3427,1,seki
2020_October_CECO_1.6_3,2020_October_CECO_1.6,1.6,3,CECO,EPI,-1.841,57.74559194,0,2.8,9,26,35,1,94,67,1,276.4,299.8,291.8,0,0.4957,1,2020_October,2020,October,12.2821,12.3738,0.0917,1,seki,2020_October_CECO_1.6,1.6,3,CECO,HP,-1.841,57.74559194,0,6,6,364,370,5,450,81,2,298.9,298.2,298.2,0,0.9363,1,2020_October,2020,October,12.2821,12.3738,0.0917,1,seki
2020_October_CECO_1.6_4,2020_October_CECO_1.6,1.6,4,CECO,EPI,-2.84,96.20970599,0,0,11,-44019,-44008,0,136,44155,0,272,0,0,0,0.4516,1,2020_October,2020,October,12.3282,12.5998,0.2716,1,seki,2020_October_CECO_1.6,1.6,4,CECO,HP,-2.84,96.20970599,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8611,0,2020_October,2020,October,12.3282,12.5998,0.2716,1,seki
2020_October_CECO_1.6_5,2020_October_CECO_1.6,1.6,5,CECO,EPI,-4.08,83.7044055,0,0.5,14,61,75,4,171,106,1,278.2,296.9,295.6,0,0.4601,1,2020_October,2020,October,7.4486,7.6253,0.1767,1,seki,2020_October_CECO_1.6,1.6,5,CECO,HP,-4.08,83.7044055,0,10,12,403,415,10,494,81,2,255.4,247.4,244.6,0,1.224,1,2020_October,2020,October,7.4486,7.6253,0.1767,1,seki
2020_October_CECO_1.6_6,2020_October_CECO_1.6,1.6,6,CECO,EPI,-9,57.43785851,0,20,5,17,22,7,81,57,1,277.9,347.7,264.6,0,0.4845,1,2020_October,2020,October,7.5101,7.6603,0.1502,1,seki,2020_October_CECO_1.6,1.6,6,CECO,HP,-9,57.43785851,0,12,10,469,479,8,538,61,2,271.1,271.4,271.6,0,0.9221,1,2020_October,2020,October,7.5101,7.6603,0.1502,1,seki
2020_October_CECO_1.6_7,2020_October_CECO_1.6,1.6,7,CECO,EPI,-5.326,86.60054864,0,7,2,71,73,7,208,130,1,276.9,373.2,306.6,0,0.6111,1,2020_October,2020,October,12.7826,13.193,0.4104,1,seki,2020_October_CECO_1.6,1.6,7,CECO,HP,-5.326,86.60054864,0,16,16,370,386,5,452,77,2,247.6,333.3,230.9,0,1.174,1,2020_October,2020,October,12.7826,13.193,0.4104,1,seki
2020_October_CECO_2.1_1,2020_October_CECO_2.1,2.1,1,CECO,EPI,-0.311,107.4008811,0,9,17,40,57,7,133,86,1,268.9,296.4,290.3,0,0.504,1,2020_October,2020,October,7.4677,7.7115,0.2438,2,seki,2020_October_CECO_2.1,2.1,1,CECO,HP,-0.311,107.4008811,0,18,31,144,175,12,217,61,2,253.5,282.1,290.9,0,1.1957,1,2020_October,2020,October,7.4677,7.7115,0.2438,2,seki
2020_October_CECO_2.1_2,2020_October_CECO_2.1,2.1,2,CECO,EPI,-1.321,104.1194645,0,0,13,-65680,-65667,0,159,65839,0,272.4,0,0,0,0.4751,1,2020_October,2020,October,7.4188,7.621,0.2022,2,seki,2020_October_CECO_2.1,2.1,2,CECO,HP,-1.321,104.1194645,missing flam weight,10,39,351,390,6,459,102,2,284.3,289.2,289.2,0,0,1,2020_October,2020,October,7.4188,7.621,0.2022,2,seki
2020_October_CECO_2.1_3,2020_October_CECO_2.1,2.1,3,CECO,EPI,-6.051,70.75606277,0,0,7,-36040,-36033,0,142,36182,0,268.1,0,0,0,0.4203,1,2020_October,2020,October,12.4216,12.6696,0.248,2,seki,2020_October_CECO_2.1,2.1,3,CECO,HP,-6.051,70.75606277,0,5,18,371,389,7,495,117,2,319.2,311.8,311.6,0,1.1981,1,2020_October,2020,October,12.4216,12.6696,0.248,2,seki
2020_October_CECO_2.1_3,2020_October_CECO_2.1,2.1,3,CECO,EPI,-6.051,70.75606277,0,0,7,-36219,-36212,0,182,36401,0,267.3,0,0,0,0.5399,1,2020_October,2020,October,12.4216,12.6696,0.248,2,seki,2020_October_CECO_2.1,2.1,3,CECO,HP,-6.051,70.75606277,0,5,18,371,389,7,495,117,2,319.2,311.8,311.6,0,1.1981,1,2020_October,2020,October,12.4216,12.6696,0.248,2,seki
2020_October_CECO_2.1_4,2020_October_CECO_2.1,2.1,4,CECO,EPI,-1.882,87.86797502,0,0,7,-42207,-42200,0,164,42371,0,271.9,0,0,0,0.4719,1,2020_October,2020,October,12.3011,12.4981,0.197,2,seki,2020_October_CECO_2.1,2.1,4,CECO,HP,-1.882,87.86797502,0,9,83,289,372,7,590,294,2,280.9,276.3,281.9,0,1.5845,1,2020_October,2020,October,12.3011,12.4981,0.197,2,seki
2020_October_CECO_2.1_5,2020_October_CECO_2.1,2.1,5,CECO,EPI,-7.167,63.94120349,0,5,9,34,43,0,187,153,1,275.6,284.5,281.8,0,0.4177,1,2020_October,2020,October,7.4253,7.5645,0.1392,2,seki,2020_October_CECO_2.1,2.1,5,CECO,HP,-7.167,63.94120349,0,0,70,-60478,-60408,0,416,60894,0,276.3,0,0,0,1.0584,1,2020_October,2020,October,7.4253,7.5645,0.1392,2,seki
2020_October_CECO_2.1_6,2020_October_CECO_2.1,2.1,6,CECO,EPI,-3.995,63.10144039,0,4,12,10,22,3,124,111,1,271.9,291.7,257.7,0,0.4205,1,2020_October,2020,October,7.5347,7.7406,0.2059,2,seki,2020_October_CECO_2.1,2.1,6,CECO,HP,-3.995,63.10144039,0,19,94,283,377,12,386,91,2,266.6,245.5,243,0,0.901,1,2020_October,2020,October,7.5347,7.7406,0.2059,2,seki
2020_October_CECO_2.1_7,2020_October_CECO_2.1,2.1,7,CECO,EPI,-9,24.51293981,0,13,-42098,42120,22,20,0,-42140,1,274.6,399.1,275.8,0,0.5794,0,2020_October,2020,October,12.397,12.4813,0.0843,2,seki,2020_October_CECO_2.1,2.1,7,CECO,HP,-9,24.51293981,0,0,-23,0,-23,0,0,0,0,253.6,0,0,0,1.8883,0,2020_October,2020,October,12.397,12.4813,0.0843,2,seki
2020_October_CECO_2.2_1,2020_October_CECO_2.2,2.2,1,CECO,EPI,-0.199,113.4615385,0,5,6,30,36,12,110,68,1,250.6,294.1,268.1,0,0.5155,1,2020_October,2020,October,7.4614,7.7623,0.3009,2,seki,2020_October_CECO_2.2,2.2,1,CECO,HP,-0.199,113.4615385,0,26,382,98,480,13,188,77,2,250.8,304.7,307,0,1.5164,1,2020_October,2020,October,7.4614,7.7623,0.3009,2,seki
2020_October_CECO_2.2_2,2020_October_CECO_2.2,2.2,2,CECO,EPI,-0.906,112.5228519,0,0,4,-65991,-65987,0,90,66081,0,263.8,0,0,0,0.3797,1,2020_October,2020,October,7.2994,7.4225,0.1231,2,seki,2020_October_CECO_2.2,2.2,2,CECO,HP,-0.906,112.5228519,glow time started by touching pilot flame,29,3,229,232,12,327,86,2,271,279.3,270.8,0,1.6268,1,2020_October,2020,October,7.2994,7.4225,0.1231,2,seki
2020_October_CECO_2.2_3,2020_October_CECO_2.2,2.2,3,CECO,EPI,-3.898,68.0432645,0,11,5,32,37,11,68,25,1,272.7,336.7,278.2,0,0.4106,1,2020_October,2020,October,12.3457,12.4841,0.1384,2,seki,2020_October_CECO_2.2,2.2,3,CECO,HP,-3.898,68.0432645,0,10,181,265,446,11,538,262,2,305.3,304.6,304.9,0,1.5471,1,2020_October,2020,October,12.3457,12.4841,0.1384,2,seki
2020_October_CECO_2.2_7,2020_October_CECO_2.2,2.2,7,CECO,EPI,-1.088,106.2539482,0,0,4,-40900,-40896,0,115,41015,0,271.2,0,0,0,0.4776,1,2020_October,2020,October,12.4404,12.7768,0.3364,2,seki,2020_October_CECO_2.2,2.2,7,CECO,HP,-1.088,106.2539482,0,15,0,0,0,0,0,0,2,0,0,0,0,1.6486,0,2020_October,2020,October,12.4404,12.7768,0.3364,2,seki
2020_October_CECO_2.3_1,2020_October_CECO_2.3,2.3,1,CECO,EPI,-0.107,104.5765387,0,0,20,-55051,-55031,0,146,55197,0,273.8,0,0,0,0.4709,1,2020_October,2020,October,7.3902,7.589,0.1988,2,seki,2020_October_CECO_2.3,2.3,1,CECO,HP,-0.107,104.5765387,0,22,15,444,459,5,535,86,2,298.5,304.3,304.3,0,1.4917,1,2020_October,2020,October,7.3902,7.589,0.1988,2,seki
2020_October_CECO_2.3_2,2020_October_CECO_2.3,2.3,2,CECO,EPI,-0.775,108.4795322,0,8,6,22,28,8,98,68,1,277.2,311.2,281.4,0,0.4698,1,2020_October,2020,October,7.496,7.7557,0.2597,2,seki,2020_October_CECO_2.3,2.3,2,CECO,HP,-0.775,108.4795322,0,0,21,-66636,-66615,0,620,67256,0,261,0,0,0,1.5647,1,2020_October,2020,October,7.496,7.7557,0.2597,2,seki
2020_October_CECO_2.3_3,2020_October_CECO_2.3,2.3,3,CECO,EPI,-2.983,81.45108339,0,0.5,3,39,42,1,102,62,1,277.4,301.2,297.6,0,0.5076,1,2020_October,2020,October,12.5409,12.789,0.2481,2,seki,2020_October_CECO_2.3,2.3,3,CECO,HP,-2.983,81.45108339,0,14,8,14,22,7,109,88,2,282.9,279,282.2,0,1.1734,1,2020_October,2020,October,12.5409,12.789,0.2481,2,seki
2020_October_CECO_2.3_4,2020_October_CECO_2.3,2.3,4,CECO,EPI,-4.046,73.10855263,0,10.5,9,18,27,5,112,89,1,272.1,291.1,277.5,0,0.4615,1,2020_October,2020,October,12.4681,12.6459,0.1778,2,seki,2020_October_CECO_2.3,2.3,4,CECO,HP,-4.046,73.10855263,0,3,17,412,429,2,477,63,2,279.2,268.6,268.6,0,1.1204,1,2020_October,2020,October,12.4681,12.6459,0.1778,2,seki
2020_October_CECO_2.3_5,2020_October_CECO_2.3,2.3,5,CECO,EPI,-2.474,95.05094614,0,0,9,-63057,-63048,0,161,63218,0,275.1,0,0,0,0.4833,0,2020_October,2020,October,7.517,7.7782,0.2612,2,seki,2020_October_CECO_2.3,2.3,5,CECO,HP,-2.474,95.05094614,0,14,0,173,173,11,255,71,2,238.5,229.7,226.8,0,1.1346,1,2020_October,2020,October,7.517,7.7782,0.2612,2,seki
2020_October_CECO_2.3_6,2020_October_CECO_2.3,2.3,6,CECO,EPI,-9,53.98639456,0,0,4,-46602,-46598,0,153,46755,0,281.2,0,0,0,0.5028,1,2020_October,2020,October,7.6058,7.8042,0.1984,2,seki,2020_October_CECO_2.3,2.3,6,CECO,HP,-9,53.98639456,0,32,424,0,424,12,154,142,2,281.1,246.4,243.8,0,1.1382,0,2020_October,2020,October,7.6058,7.8042,0.1984,2,seki
2020_October_CECO_2.3_7,2020_October_CECO_2.3,2.3,7,CECO,EPI,-5.94,55.9663437,0,2.5,9,49,58,8,157,100,1,265.8,327.4,323.9,0,0.5262,1,2020_October,2020,October,12.3646,12.5841,0.2195,2,seki,2020_October_CECO_2.3,2.3,7,CECO,HP,-5.94,55.9663437,0,0,46,-34283,-34237,0,646,34929,0,246.5,0,0,0,1.2819,1,2020_October,2020,October,12.3646,12.5841,0.2195,2,seki
2020_October_CECO_2.4_1,2020_October_CECO_2.4,2.4,1,CECO,EPI,-0.169,123.5459286,0,4,16,25,41,9,81,47,1,267.1,282.5,267.8,0,0.4337,1,2020_October,2020,October,7.4788,7.7868,0.308,2,seki,2020_October_CECO_2.4,2.4,1,CECO,HP,-0.169,123.5459286,0,11,76,409,485,9,515,97,2,246.9,279.8,288.4,0,1.5394,1,2020_October,2020,October,7.4788,7.7868,0.308,2,seki
