individual_round,individual_epi,sample_epi,round_epi,spp_epi,model_epi,mpa_epi,lfm_epi,lfm_notes_epi,fh_epi,ttfg_epi,gti_epi,tti_epi,fd_epi,gd_epi,pfg_epi,ignition_epi,start_temp_epi,temp_max_epi,ignition_temp_epi,prop_new_epi,sample_wt_epi,glow_epi,year_month_epi,year_epi,month_epi,dry_wt_epi,fresh_wt_epi,water_wt_epi,site_epi,location_epi,individual_hp,sample_hp,round_hp,spp_hp,model_hp,mpa_hp,lfm_hp,lfm_notes_hp,fh_hp,ttfg_hp,gti_hp,tti_hp,fd_hp,gd_hp,pfg_hp,ignition_hp,start_temp_hp,temp_max_hp,ignition_temp_hp,prop_new_hp,sample_wt_hp,glow_hp,year_month_hp,year_hp,month_hp,dry_wt_hp,fresh_wt_hp,water_wt_hp,site_hp,location_hp
2020_October_QUKE_1.2_2,2020_October_QUKE_1.2,1.2,2,QUKE,EPI,-1.457,93.53233831,0,0,3,-15,-12,0,54,69,0,278.4,0,0,0,0.4543,1,2020_October,2020,October,7.296,7.4088,0.1128,1,seki,2020_October_QUKE_1.2,1.2,2,QUKE,HP,-1.457,93.53233831,0,0,-7,0,-7,0,0,0,0,210.7,0,0,0,0.6174,0,2020_October,2020,October,7.296,7.4088,0.1128,1,seki
2020_October_QUKE_1.2_3,2020_October_QUKE_1.2,1.2,3,QUKE,EPI,-3.443,102.0126509,0,0,8,-6788,-6780,0,75,6863,0,270.9,0,0,0,0.4744,1,2020_October,2020,October,7.5955,7.9503,0.3548,1,seki,2020_October_QUKE_1.2,1.2,3,QUKE,HP,-3.443,102.0126509,0,34,18,0,18,6,41,35,1,224,334.5,224.5,0,1.0679,0,2020_October,2020,October,7.5955,7.9503,0.3548,1,seki
2020_October_QUKE_1.2_4,2020_October_QUKE_1.2,1.2,4,QUKE,EPI,-1.003,138.9121339,0,0,6,-60,-54,0,36,96,0,287.1,0,0,0,0.4497,1,2020_October,2020,October,12.2956,12.6276,0.332,1,seki,2020_October_QUKE_1.2,1.2,4,QUKE,HP,-1.003,138.9121339,0,25,31,0,31,5,39,34,1,225,222.1,217.9,0,1.1376,0,2020_October,2020,October,12.2956,12.6276,0.332,1,seki
2020_October_QUKE_1.2_5,2020_October_QUKE_1.2,1.2,5,QUKE,EPI,-8.3,0,missing wet and dry weights,0,12,-21,-9,0,82,103,0,280.3,0,0,0,0.4642,0,2020_October,2020,October,0,0,0,1,seki,2020_October_QUKE_1.2,1.2,5,QUKE,HP,-8.3,0,missing wet and dry weights,26,10,0,10,5,31,26,1,217.5,237,219.3,0,0.4248,0,2020_October,2020,October,0,0,0,1,seki
2020_October_QUKE_1.2_8,2020_October_QUKE_1.2,1.2,8,QUKE,EPI,-5.687,83.67546432,0,0,6,-11551,-11545,0,72,11623,0,271.1,0,0,0,0.4855,1,2020_October,2020,October,7.6568,7.9992,0.3424,1,seki,2020_October_QUKE_1.2,1.2,8,QUKE,HP,-5.687,83.67546432,0,0,-11675,0,-11675,0,11800,11800,0,237.2,0,0,0,0.7443,0,2020_October,2020,October,7.6568,7.9992,0.3424,1,seki
2020_October_QUKE_1.3_1,2020_October_QUKE_1.3,1.3,1,QUKE,EPI,-0.302,145.8249158,0,0,4,-60320,-60316,0,54,60374,0,270.7,0,0,0,0.5473,1,2020_October,2020,October,7.5252,7.9583,0.4331,1,seki,2020_October_QUKE_1.3,1.3,1,QUKE,HP,-0.302,145.8249158,0,0,38,-60404,-60366,0,221,60625,0,247.3,0,0,0,1.0548,1,2020_October,2020,October,7.5252,7.9583,0.4331,1,seki
2020_October_QUKE_1.3_2,2020_October_QUKE_1.3,1.3,2,QUKE,EPI,-1.969,163.2308846,0,0,2,-65940,-65938,0,89,66029,0,277.9,0,0,0,0.5529,1,2020_October,2020,October,7.4687,7.9042,0.4355,1,seki,2020_October_QUKE_1.3,1.3,2,QUKE,HP,-1.969,163.2308846,0,40,30,0,30,3,73,70,1,228.6,263.1,237.5,0,1.7253,0,2020_October,2020,October,7.4687,7.9042,0.4355,1,seki
2020_October_QUKE_1.3_3,2020_October_QUKE_1.3,1.3,3,QUKE,EPI,-1.369,134.3013699,0,0,2,-68971,-68969,0,59,69030,0,288.2,0,0,0,0.5386,1,2020_October,2020,October,7.3902,7.6353,0.2451,1,seki,2020_October_QUKE_1.3,1.3,3,QUKE,HP,-1.369,134.3013699,0,34,16,0,16,4,51,47,1,232.5,238.9,226.9,0,0.9805,0,2020_October,2020,October,7.3902,7.6353,0.2451,1,seki
2020_October_QUKE_1.3_4,2020_October_QUKE_1.3,1.3,4,QUKE,EPI,-3.728,102.1552915,0,0,10,-19,-9,0,49,68,0,275.5,0,0,0,0.4951,1,2020_October,2020,October,12.3963,12.766,0.3697,1,seki,2020_October_QUKE_1.3,1.3,4,QUKE,HP,-3.728,102.1552915,0,32,14,0,14,3,32,29,1,225.5,223.3,223,0,0,0,2020_October,2020,October,12.3963,12.766,0.3697,1,seki
2020_October_QUKE_1.3_5,2020_October_QUKE_1.3,1.3,5,QUKE,EPI,-4.883,97.24696356,0,0,5,-11,-6,0,55,66,0,277.3,0,0,0,0.5421,1,2020_October,2020,October,7.4264,7.6666,0.2402,1,seki,2020_October_QUKE_1.3,1.3,5,QUKE,HP,-4.883,97.24696356,0,0,-42,0,-42,0,0,0,0,226.8,0,0,0,0.743,0,2020_October,2020,October,7.4264,7.6666,0.2402,1,seki
2020_October_QUKE_1.3_6,2020_October_QUKE_1.3,1.3,6,QUKE,EPI,-3.4,52.40929705,0,0,5,-4552,-4547,0,46,4598,0,269.6,0,0,0,0.474,1,2020_October,2020,October,7.5794,7.7643,0.1849,1,seki,2020_October_QUKE_1.3,1.3,6,QUKE,HP,-3.4,52.40929705,0,32,14,0,14,4,61,57,1,220.3,223.8,220.2,0,0.6173,0,2020_October,2020,October,7.5794,7.7643,0.1849,1,seki
2020_October_QUKE_1.3_7,2020_October_QUKE_1.3,1.3,7,QUKE,EPI,-7.116,74.75928473,0,0,10,-18216,-18206,0,26,18242,0,280.2,0,0,0,0.4762,1,2020_October,2020,October,7.4632,7.6806,0.2174,1,seki,2020_October_QUKE_1.3,1.3,7,QUKE,HP,-7.116,74.75928473,0,0,-18286,0,-18286,0,0,0,0,158.3,0,0,0,0.748,0,2020_October,2020,October,7.4632,7.6806,0.2174,1,seki
2020_October_QUKE_1.3_8,2020_October_QUKE_1.3,1.3,8,QUKE,EPI,-5.668,81.32422803,0,0,6,-29891,-29885,0,63,29954,0,276.4,0,0,0,0.4777,1,2020_October,2020,October,7.5536,7.8275,0.2739,1,seki,2020_October_QUKE_1.3,1.3,8,QUKE,HP,-5.668,81.32422803,0,0,-29706,0,-29706,0,30053,30053,0,255.4,0,0,0,0.5,0,2020_October,2020,October,7.5536,7.8275,0.2739,1,seki
2020_October_QUKE_1.4_1,2020_October_QUKE_1.4,1.4,1,QUKE,EPI,-0.101,141.9338551,0,0,2,-60709,-60707,0,62,60771,0,280.3,0,0,0,0.5332,1,2020_October,2020,October,12.5826,13.1448,0.5622,1,seki,2020_October_QUKE_1.4,1.4,1,QUKE,HP,-0.101,141.9338551,0,8,296,0,296,5,20,15,2,265.6,250.4,244.7,0,1.0413,0,2020_October,2020,October,12.5826,13.1448,0.5622,1,seki
2020_October_QUKE_1.4_2,2020_October_QUKE_1.4,1.4,2,QUKE,EPI,-1.302,98.95527261,0,0,2,7,9,1,38,30,1,289.7,290.2,275.5,0,0.4043,1,2020_October,2020,October,7.5532,7.8563,0.3031,1,seki,2020_October_QUKE_1.4,1.4,2,QUKE,HP,-1.302,98.95527261,0,0,120,-66273,-66153,0,175,66448,0,238.3,0,0,0,2.0747,1,2020_October,2020,October,7.5532,7.8563,0.3031,1,seki
2020_October_QUKE_1.4_3,2020_October_QUKE_1.4,1.4,3,QUKE,EPI,-2.206,101.8829308,0,0,5,-19,-14,0,54,73,0,279.6,0,0,0,0.4632,1,2020_October,2020,October,7.4715,7.7204,0.2489,1,seki,2020_October_QUKE_1.4,1.4,3,QUKE,HP,-2.206,101.8829308,0,0,-31,0,-31,0,0,0,0,211.2,0,0,0,1.4157,0,2020_October,2020,October,7.4715,7.7204,0.2489,1,seki
2020_October_QUKE_1.4_4,2020_October_QUKE_1.4,1.4,4,QUKE,EPI,-4.7,92.13861386,0,0,13,-64,-51,0,59,123,0,270.9,0,0,0,0.4684,1,2020_October,2020,October,12.6788,13.1441,0.4653,1,seki,2020_October_QUKE_1.4,1.4,4,QUKE,HP,-4.7,92.13861386,0,34,19,0,19,12,67,55,1,215.8,227.6,214.2,0,0.8732,0,2020_October,2020,October,12.6788,13.1441,0.4653,1,seki
2020_October_QUKE_1.4_5,2020_October_QUKE_1.4,1.4,5,QUKE,EPI,-6.412,74.74636083,0,0,4,-12,-8,0,71,83,0,275.2,0,0,0,0.4162,1,2020_October,2020,October,7.6582,7.9971,0.3389,1,seki,2020_October_QUKE_1.4,1.4,5,QUKE,HP,-6.412,74.74636083,0,38,15,0,15,4,50,46,1,217.5,221.9,218,0,1.0063,0,2020_October,2020,October,7.6582,7.9971,0.3389,1,seki
2020_October_QUKE_1.4_6,2020_October_QUKE_1.4,1.4,6,QUKE,EPI,-4.008,78.20025349,0,17,6,11,17,3,75,61,1,268.7,292.9,238.6,0,0.4622,1,2020_October,2020,October,12.5083,12.7551,0.2468,1,seki,2020_October_QUKE_1.4,1.4,6,QUKE,HP,-4.008,78.20025349,0,0,-16821,0,-16821,0,0,0,0,142.8,0,0,0,0.8694,0,2020_October,2020,October,12.5083,12.7551,0.2468,1,seki
2020_October_QUKE_1.4_8,2020_October_QUKE_1.4,1.4,8,QUKE,EPI,-6.255,69.71511148,0,0,10,-30235,-30225,0,79,30314,0,279.9,0,0,0,0.5432,1,2020_October,2020,October,7.6669,8.0046,0.3377,1,seki,2020_October_QUKE_1.4,1.4,8,QUKE,HP,-6.255,69.71511148,0,40,16,0,16,4,83,79,1,289,303.8,285,0,1.4989,0,2020_October,2020,October,7.6669,8.0046,0.3377,1,seki
2020_October_QUKE_1.4_9,2020_October_QUKE_1.4,1.4,9,QUKE,EPI,-7.222,65.86245772,0,0,7,-34787,-34780,0,55,34842,0,277.1,0,0,0,0.4894,1,2020_October,2020,October,12.5747,12.8668,0.2921,1,seki,2020_October_QUKE_1.4,1.4,9,QUKE,HP,-7.222,65.86245772,0,38,11,3,14,2,29,24,1,251.6,251.1,250.1,0,0.694,1,2020_October,2020,October,12.5747,12.8668,0.2921,1,seki
2020_October_QUKE_1.5_1,2020_October_QUKE_1.5,1.5,1,QUKE,EPI,-0.309,152.2259136,0,0,2,-61085,-61083,0,52,61137,0,269.3,0,0,0,0.4961,1,2020_October,2020,October,7.4684,7.9266,0.4582,1,seki,2020_October_QUKE_1.5,1.5,1,QUKE,HP,-0.309,152.2259136,0,40,25,1,26,5,125,119,1,248.1,299,230.8,0,2.0278,1,2020_October,2020,October,7.4684,7.9266,0.4582,1,seki
2020_October_QUKE_1.5_2,2020_October_QUKE_1.5,1.5,2,QUKE,EPI,-7.955,63.02058401,0,14,2,10,12,3,40,27,1,266.8,266.1,246.1,0,0.4446,1,2020_October,2020,October,7.6837,7.947,0.2633,1,seki,2020_October_QUKE_1.5,1.5,2,QUKE,HP,-7.955,63.02058401,0,33,15,0,15,13,55,42,1,238.2,292.8,234.1,0,2.2544,0,2020_October,2020,October,7.6837,7.947,0.2633,1,seki
2020_October_QUKE_1.5_3,2020_October_QUKE_1.5,1.5,3,QUKE,EPI,-3.983,116.9339494,0,0,10,29,39,3,63,31,1,279.5,312.7,311.8,0,0.5032,1,2020_October,2020,October,7.4938,7.924,0.4302,1,seki,2020_October_QUKE_1.5,1.5,3,QUKE,HP,-3.983,116.9339494,0,0,0,0,0,0,0,0,0,0,0,0,0,1.348,0,2020_October,2020,October,7.4938,7.924,0.4302,1,seki
2020_October_QUKE_1.5_4,2020_October_QUKE_1.5,1.5,4,QUKE,EPI,-3.192,100.3237198,0,0,10,-19,-9,0,70,89,0,279.2,0,0,0,0.5489,1,2020_October,2020,October,12.6522,12.9931,0.3409,1,seki,2020_October_QUKE_1.5,1.5,4,QUKE,HP,-3.192,100.3237198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9996,0,2020_October,2020,October,12.6522,12.9931,0.3409,1,seki
2020_October_QUKE_1.5_5,2020_October_QUKE_1.5,1.5,5,QUKE,EPI,-5.508,82.6048951,0,0,11,-19,-8,0,67,86,0,275.2,0,0,0,0.5209,1,2020_October,2020,October,7.5512,7.8347,0.2835,1,seki,2020_October_QUKE_1.5,1.5,5,QUKE,HP,-5.508,82.6048951,0,35,15,0,15,6,45,39,1,221,224.4,218.5,0,1.1514,0,2020_October,2020,October,7.5512,7.8347,0.2835,1,seki
2020_October_QUKE_1.5_6,2020_October_QUKE_1.5,1.5,6,QUKE,EPI,-5.104,88.5193133,0,0,20,-17065,-17045,0,47,17112,0,282.1,0,0,0,0.4935,1,2020_October,2020,October,7.4114,7.6589,0.2475,1,seki,2020_October_QUKE_1.5,1.5,6,QUKE,HP,-5.104,88.5193133,0,0,-18009,0,-18009,0,0,0,0,157.2,0,0,0,0.3701,0,2020_October,2020,October,7.4114,7.6589,0.2475,1,seki
2020_October_QUKE_1.5_7,2020_October_QUKE_1.5,1.5,7,QUKE,EPI,-5.738,91.37753349,0,0,7,-18902,-18895,0,62,18964,0,277.9,0,0,0,0.5071,1,2020_October,2020,October,7.4975,7.7635,0.266,1,seki,2020_October_QUKE_1.5,1.5,7,QUKE,HP,-5.738,91.37753349,0,0,-19264,0,-19264,0,0,0,0,161.6,0,0,0,0.5071,0,2020_October,2020,October,7.4975,7.7635,0.266,1,seki
2020_October_QUKE_1.6_1,2020_October_QUKE_1.6,1.6,1,QUKE,EPI,-0.224,142.4321503,0,15,2,5,7,6,51,40,1,266,255.3,246.3,0,0.4641,1,2020_October,2020,October,7.4194,7.6923,0.2729,1,seki,2020_October_QUKE_1.6,1.6,1,QUKE,HP,-0.224,142.4321503,0,36,20,0,20,7,33,26,1,238.5,269.7,230.4,0,1.9786,0,2020_October,2020,October,7.4194,7.6923,0.2729,1,seki
2020_October_QUKE_1.6_2,2020_October_QUKE_1.6,1.6,2,QUKE,EPI,-1.753,118.879056,0,0,3,-66812,-66809,0,72,66884,0,268.1,0,0,0,0.5151,1,2020_October,2020,October,7.4399,7.722,0.2821,1,seki,2020_October_QUKE_1.6,1.6,2,QUKE,HP,-1.753,118.879056,0,37,28,0,28,10,262,252,1,255.5,245,241.4,0,1.9153,0,2020_October,2020,October,7.4399,7.722,0.2821,1,seki
2020_October_QUKE_1.6_3,2020_October_QUKE_1.6,1.6,3,QUKE,EPI,-3.901,250.4499438,0,0,1,-17,-16,0,70,87,0,282.3,0,0,0,0.5342,1,2020_October,2020,October,7.3998,7.8451,0.4453,1,seki,2020_October_QUKE_1.6,1.6,3,QUKE,HP,-3.901,250.4499438,0,0,-37,0,-37,0,0,0,0,245.1,0,0,0,0.9264,0,2020_October,2020,October,7.3998,7.8451,0.4453,1,seki
2020_October_QUKE_1.6_4,2020_October_QUKE_1.6,1.6,4,QUKE,EPI,-8,35.32684284,0,0,4,-17,-13,0,57,74,0,282.3,0,0,0,0.3724,1,2020_October,2020,October,7.4824,7.5586,0.0762,1,seki,2020_October_QUKE_1.6,1.6,4,QUKE,HP,-8,35.32684284,0,35,13,0,13,7,36,29,1,229.9,234,229.4,0,0.5922,0,2020_October,2020,October,7.4824,7.5586,0.0762,1,seki
2020_October_QUKE_1.6_6,2020_October_QUKE_1.6,1.6,6,QUKE,EPI,-3.998,112.6765941,0,0,0,-1915,-1915,0,83,1998,0,281.9,0,0,0,0.5223,1,2020_October,2020,October,6.4819,6.777,0.2951,1,seki,2020_October_QUKE_1.6,1.6,6,QUKE,HP,-3.998,112.6765941,0,0,-1722,0,-1722,0,0,0,0,229.5,0,0,0,0.8744,0,2020_October,2020,October,6.4819,6.777,0.2951,1,seki
2020_October_QUKE_1.6_7,2020_October_QUKE_1.6,1.6,7,QUKE,EPI,-0.89,129.9104478,0,0,5,-2564,-2559,0,59,2623,0,282.7,0,0,0,0.5329,1,2020_October,2020,October,12.4593,12.8945,0.4352,1,seki,2020_October_QUKE_1.6,1.6,7,QUKE,HP,-0.89,129.9104478,0,0,-2435,0,-2435,0,0,0,0,220.5,0,0,0,0.7832,0,2020_October,2020,October,12.4593,12.8945,0.4352,1,seki
2020_October_QUKE_1.6_8,2020_October_QUKE_1.6,1.6,8,QUKE,EPI,-4.725,100.3870968,0,0,9,-30782,-30773,0,63,30845,0,280,0,0,0,0.5057,1,2020_October,2020,October,7.4401,7.6735,0.2334,1,seki,2020_October_QUKE_1.6,1.6,8,QUKE,HP,-4.725,100.3870968,0,35,19,0,19,6,35,29,1,285,278.6,275.2,0,0.5583,0,2020_October,2020,October,7.4401,7.6735,0.2334,1,seki
2020_October_QUKE_1.7_1,2020_October_QUKE_1.7,1.7,1,QUKE,EPI,-0.235,148.8646685,0,0,4,-61692,-61688,0,48,61740,0,273.7,0,0,0,0.402,1,2020_October,2020,October,7.3962,7.724,0.3278,1,seki,2020_October_QUKE_1.7,1.7,1,QUKE,HP,-0.235,148.8646685,0,32,26,0,26,6,45,39,1,256.7,251.7,248.6,0,1.0946,0,2020_October,2020,October,7.3962,7.724,0.3278,1,seki
2020_October_QUKE_1.7_2,2020_October_QUKE_1.7,1.7,2,QUKE,EPI,-0.982,152.5632706,0,0,3,-69860,-69857,0,33,69893,0,264.6,0,0,0,0.4174,1,2020_October,2020,October,7.3455,7.5806,0.2351,1,seki,2020_October_QUKE_1.7,1.7,2,QUKE,HP,-0.982,152.5632706,0,35,18,0,18,7,55,48,1,240.3,247.1,238.3,0,1.2631,0,2020_October,2020,October,7.3455,7.5806,0.2351,1,seki
2020_October_QUKE_1.7_3,2020_October_QUKE_1.7,1.7,3,QUKE,EPI,-2.027,109.476662,0,0,18,-77,-59,0,43,120,0,281.1,0,0,0,0.5115,1,2020_October,2020,October,7.6455,8.1099,0.4644,1,seki,2020_October_QUKE_1.7,1.7,3,QUKE,HP,-2.027,109.476662,0,31,15,0,15,7,96,89,1,215.8,225.5,219,0,1.0223,0,2020_October,2020,October,7.6455,8.1099,0.4644,1,seki
2020_October_QUKE_1.7_4,2020_October_QUKE_1.7,1.7,4,QUKE,EPI,-8.25,30.33926585,0,0,1,-42,-41,0,64,106,0,278.9,0,0,0,0.428,1,2020_October,2020,October,7.6118,7.7209,0.1091,1,seki,2020_October_QUKE_1.7,1.7,4,QUKE,HP,-8.25,30.33926585,0,28,9,0,9,6,34,28,1,223.1,234.9,221.8,0,0.4418,0,2020_October,2020,October,7.6118,7.7209,0.1091,1,seki
2020_October_QUKE_1.7_5,2020_October_QUKE_1.7,1.7,5,QUKE,EPI,-3.312,105.9469027,0,20.5,10,7,17,11,68,50,1,278.4,277.8,246.5,0,0.4767,1,2020_October,2020,October,7.5378,7.8371,0.2993,1,seki,2020_October_QUKE_1.7,1.7,5,QUKE,HP,-3.312,105.9469027,0,30,18,0,18,5,63,58,1,212.3,207.8,206.3,0,0.6864,0,2020_October,2020,October,7.5378,7.8371,0.2993,1,seki
2020_October_QUKE_1.7_7,2020_October_QUKE_1.7,1.7,7,QUKE,EPI,-6.321,63.64861223,0,0,9,-19355,-19346,0,67,19422,0,276.4,0,0,0,0.4953,1,2020_October,2020,October,7.6265,7.8627,0.2362,1,seki,2020_October_QUKE_1.7,1.7,7,QUKE,HP,-6.321,63.64861223,0,28.5,18,0,18,4,34,30,1,225.6,228.1,224.9,0,0.6422,0,2020_October,2020,October,7.6265,7.8627,0.2362,1,seki
2020_October_QUKE_1.7_8,2020_October_QUKE_1.7,1.7,8,QUKE,EPI,-5.016,99.53445065,0,0,3,-31278,-31275,0,46,31324,0,280.4,0,0,0,0.4926,1,2020_October,2020,October,7.5385,7.8592,0.3207,1,seki,2020_October_QUKE_1.7,1.7,8,QUKE,HP,-5.016,99.53445065,0,32,11,0,11,7,28,21,1,275.8,268.8,271.3,0,0.4682,0,2020_October,2020,October,7.5385,7.8592,0.3207,1,seki
2020_October_QUKE_1.8_1,2020_October_QUKE_1.8,1.8,1,QUKE,EPI,-0.443,149.2810927,0,0,3,-62045,-62042,0,34,62079,0,275,0,0,0,0.5099,1,2020_October,2020,October,7.404,7.8193,0.4153,1,seki,2020_October_QUKE_1.8,1.8,1,QUKE,HP,-0.443,149.2810927,0,0,56,-61992,-61936,0,195,62187,0,245.2,0,0,0,1.613,1,2020_October,2020,October,7.404,7.8193,0.4153,1,seki
2020_October_QUKE_1.8_2,2020_October_QUKE_1.8,1.8,2,QUKE,EPI,-1.402,162.0715918,0,0,2,-68430,-68428,0,60,68490,0,282,0,0,0,0.4836,1,2020_October,2020,October,7.4701,7.8957,0.4256,1,seki,2020_October_QUKE_1.8,1.8,2,QUKE,HP,-1.402,162.0715918,0,0,23,-68664,-68641,0,294,68958,0,230.9,0,0,0,1.3641,1,2020_October,2020,October,7.4701,7.8957,0.4256,1,seki
2020_October_QUKE_1.8_3,2020_October_QUKE_1.8,1.8,3,QUKE,EPI,-2.445,113.5262206,0,0,2,-17,-15,0,37,54,0,286.1,0,0,0,0.5387,1,2020_October,2020,October,7.4273,7.7412,0.3139,1,seki,2020_October_QUKE_1.8,1.8,3,QUKE,HP,-2.445,113.5262206,0,0,-17,0,-17,0,0,0,0,228.2,0,0,0,1.3134,0,2020_October,2020,October,7.4273,7.7412,0.3139,1,seki
2020_October_QUKE_1.8_4,2020_October_QUKE_1.8,1.8,4,QUKE,EPI,-4.761,109.4988781,0,0,4,-12,-8,0,58,70,0,280.6,0,0,0,0.5083,1,2020_October,2020,October,7.4757,7.7685,0.2928,1,seki,2020_October_QUKE_1.8,1.8,4,QUKE,HP,-4.761,109.4988781,0,30,14,0,14,2,55,53,1,223.4,245.4,228.4,0,0.7669,0,2020_October,2020,October,7.4757,7.7685,0.2928,1,seki
2020_October_QUKE_1.8_6,2020_October_QUKE_1.8,1.8,6,QUKE,EPI,-2.808,103.4313725,0,0,3,-3158,-3155,0,47,3205,0,277.2,0,0,0,0.4998,1,2020_October,2020,October,12.54,12.8987,0.3587,1,seki,2020_October_QUKE_1.8,1.8,6,QUKE,HP,-2.808,103.4313725,0,45,20,0,20,5,33,28,1,220.7,223.6,222.9,0,0.4174,0,2020_October,2020,October,12.54,12.8987,0.3587,1,seki
2020_October_QUKE_1.8_7,2020_October_QUKE_1.8,1.8,7,QUKE,EPI,-6.608,53.93438862,0,0,7,-7873,-7866,0,74,7947,0,289.6,0,0,0,0.4731,1,2020_October,2020,October,12.6449,12.88,0.2351,1,seki,2020_October_QUKE_1.8,1.8,7,QUKE,HP,-6.608,53.93438862,0,0,48,-7784,-7736,0,167,7951,0,225.8,0,0,0,0.9446,1,2020_October,2020,October,12.6449,12.88,0.2351,1,seki
2020_October_QUKE_1.9_1,2020_October_QUKE_1.9,1.9,1,QUKE,EPI,-0.179,171.8429273,0,0,5,-62326,-62321,0,67,62393,0,272.4,0,0,0,0.4847,1,2020_October,2020,October,7.4334,7.8185,0.3851,1,seki,2020_October_QUKE_1.9,1.9,1,QUKE,HP,-0.179,171.8429273,0,0,159,-62404,-62245,0,378,62782,0,227.3,0,0,0,1.2932,1,2020_October,2020,October,7.4334,7.8185,0.3851,1,seki
2020_October_QUKE_1.9_3,2020_October_QUKE_1.9,1.9,3,QUKE,EPI,-1.885,131.6494845,0,0,7,-17,-10,0,66,83,0,286.5,0,0,0,0.4956,1,2020_October,2020,October,7.4507,7.7061,0.2554,1,seki,2020_October_QUKE_1.9,1.9,3,QUKE,HP,-1.885,131.6494845,0,36,20,0,20,4,95,91,1,226.3,226.5,224.4,0,0.8773,0,2020_October,2020,October,7.4507,7.7061,0.2554,1,seki
2020_October_QUKE_1.9_4,2020_October_QUKE_1.9,1.9,4,QUKE,EPI,-2.498,107.9230334,0,0,7,-16,-9,0,62,78,0,278.6,0,0,0,0.4882,1,2020_October,2020,October,7.6383,8.0197,0.3814,1,seki,2020_October_QUKE_1.9,1.9,4,QUKE,HP,-2.498,107.9230334,0,30,12,0,12,5,58,53,1,227.1,230.1,227.2,0,0.6846,0,2020_October,2020,October,7.6383,8.0197,0.3814,1,seki
2020_October_QUKE_1.9_5,2020_October_QUKE_1.9,1.9,5,QUKE,EPI,-5.789,42.4259208,0,0,27,-48,-21,0,69,117,0,271.8,0,0,0,0.499,1,2020_October,2020,October,7.5705,7.7237,0.1532,1,seki,2020_October_QUKE_1.9,1.9,5,QUKE,HP,-5.789,42.4259208,0,0,-1043,0,-1043,0,1395,1395,0,210.1,0,0,0,0.853,0,2020_October,2020,October,7.5705,7.7237,0.1532,1,seki
2020_October_QUKE_1.9_6,2020_October_QUKE_1.9,1.9,6,QUKE,EPI,-0.706,151.9797276,0,0,3,-7076,-7073,0,47,7123,0,273.5,0,0,0,0.5394,1,2020_October,2020,October,12.4901,12.9699,0.4798,1,seki,2020_October_QUKE_1.9,1.9,6,QUKE,HP,-0.706,151.9797276,0,0,-6967,0,-6967,0,0,0,0,222.4,0,0,0,0.6843,0,2020_October,2020,October,12.4901,12.9699,0.4798,1,seki
2020_September_ADFA_1.1_10,2020_September_ADFA_1.1,1.1,10,ADFA,EPI,-6.006,73.52002836,0,12.75,10,22,32,5,118,91,1,267.7,335.7,265.1,NA,0.479,1,2020_September,2020,September,0.2821,0.4895,0.2074,St. Marys,local,2020_September_ADFA_1.1,1.1,10,ADFA,HP,-6.006,73.52002836,Ignition due to veg touching flame,23,102,33,135,36,196,127,1,220,257.6,231.3,50,2.5316,1,2020_September,2020,September,0.2821,0.4895,0.2074,St. Marys,local
2020_September_ADFA_1.1_3,2020_September_ADFA_1.1,1.1,3,ADFA,EPI,-3.979,74.00699078,0,11,24,16,40,8,101,77,1,275.1,274.7,258.4,100,0.5415,1,2020_September,2020,September,0.3147,0.5476,0.2329,St. Marys,local,2020_September_ADFA_1.1,1.1,3,ADFA,HP,-3.979,74.00699078,0,24,76,13,89,6,81,62,1,291.2,300.2,295.3,50,1.1661,1,2020_September,2020,September,0.3147,0.5476,0.2329,St. Marys,local
2020_September_ADFA_1.2_1,2020_September_ADFA_1.2,1.2,1,ADFA,EPI,-0.713,102.4280911,0,14.5,20,8,28,5,90,77,1,222.3,287.4,208.9,100,0.5253,1,2020_September,2020,September,0.2677,0.5419,0.2742,St. Marys,local,2020_September_ADFA_1.2,1.2,1,ADFA,HP,-0.713,102.4280911,0,22,20,15,NA,10,264,60,1,267.6,289.8,278,NA,2.3384,1,2020_September,2020,September,0.2677,0.5419,0.2742,St. Marys,local
2020_September_ADFA_1.2_3,2020_September_ADFA_1.2,1.2,3,ADFA,EPI,-2.444,74.9382716,0,8.5,8,25,33,9,144,110,1,272.3,289.1,260.4,100,0.4543,1,2020_September,2020,September,0.324,0.5668,0.2428,St. Marys,local,2020_September_ADFA_1.2,1.2,3,ADFA,HP,-2.444,74.9382716,0,21,69,42,111,13,161,106,1,280,300.15,290.8,20,2.0713,1,2020_September,2020,September,0.324,0.5668,0.2428,St. Marys,local
2020_September_ADFA_1.3_3,2020_September_ADFA_1.3,1.3,3,ADFA,EPI,-7.005,66.16725688,0,9,10,16,26,10,113,87,1,280,387.7,262.6,40,0.4649,1,2020_September,2020,September,0.3671,0.61,0.2429,St. Marys,local,2020_September_ADFA_1.3,1.3,3,ADFA,HP,-7.005,66.16725688,0,28,42,19,61,14,176,89,1,280,274.1,270,NA,1.6334,1,2020_September,2020,September,0.3671,0.61,0.2429,St. Marys,local
