model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,fh_nas_imputed
"2020_October_HP_CECO_(60,70]_1.2",2020_October_CECO_1.2,1.2,6,"2020_October_HP_CECO_(60,70]",CECO,HP,5.301,0,32,102,0.5,102,9,437,65,2,257,278.3,278.4,NA,1.2398,0,2020_October,2020,October,7.4383,7.5687,0.1304,1,7.2375,369,64.94023904,64.94023904,"(60,70]",2020_October,0.61,Dry,NA,NA,0.026881720430107527,moderate,"(60,65]","(60,70]","(60,80]",21.30000000000001,0.9827711496029702,0.6494023903999999,57.04217791411043,1.2184396712777625,0.021360328722237476,1.246845858,23.22257761053622,52.08361452486775,47.91638547513225,-0.152,46.64718152712845,1.502888888888889,26.26309759468189,358.6554265273746,7.386496198504282,53.346916989197595,83.71362358304853,83.71362358304853,0.41036089991690455,32
"2020_October_HP_CECO_(90,100]_1.2",2020_October_CECO_1.2,1.2,2,"2020_October_HP_CECO_(90,100]",CECO,HP,1.452,0,28,442,0.5,442,11,79,68,2,249.4,268.1,260.3,NA,1.5278,0,2020_October,2020,October,7.4916,7.7139,0.2223,1,7.2472,4,90.95744681,90.95744681,"(90,100]",2020_October,0.61,Dry,NA,NA,0.9090909090909091,hydrated,"(90,95]","(90,100]","(80,100]",18.700000000000017,0.9711818924279547,0.9095744681,33.7004048582996,1.4837716952514293,0.04402830474857078,1.246845858,23.22257761053622,72.950033259043,27.049966740957004,-0.152,17.830545588122664,1.502888888888889,18.870827695129552,53.2426924255441,7.413539451658039,45.82915297388606,297.88949433025937,297.88949433025937,0.3369790659844563,28
"2020_October_HP_CECO_(70,80]_1.2",2020_October_CECO_1.2,1.2,3,"2020_October_HP_CECO_(70,80]",CECO,HP,4.157,0,15,62,335,397,17,445,93,2,255.9,265.5,270.9,NA,1.0977,1,2020_October,2020,October,12.4801,12.6957,0.21560000000000001,1,12.1923,10,74.91313412,74.91313412,"(70,80]",2020_October,0.61,Dry,NA,NA,0.5882352941176471,moderate,"(70,75]","(70,80]","(60,80]",9.599999999999994,0.9830178721929472,0.7491313411999999,57.88543599257885,1.0790587183061982,0.018641281693801748,1.246845858,23.22257761053622,60.08211330963093,39.91788669036907,-0.152,16.28949169782389,1.502888888888889,13.901004408310186,412.39646411320217,15.754471662751545,86.18622733152316,57.45748488768211,367.9132500066096,310.4557651189275,15
"2020_October_HP_CECO_(80,90]_1.2",2020_October_CECO_1.2,1.2,4,"2020_October_HP_CECO_(80,90]",CECO,HP,3.229,0,34,152,257,409,10,408,141,2,277.2,302.9,302.9,NA,3.449,1,2020_October,2020,October,12.3428,12.8743,0.5315,1,12.1027,3,NA,86.71741609544593,"(80,90]",2020_October,0.61,Dry,NA,NA,1,moderate,"(85,90]","(80,90]","(80,100]",25.69999999999999,0.9587162020459365,0.8671741609544593,23.22257761053622,3.306612180856435,0.1423878191435648,1.246845858,23.22257761053622,69.54942789363298,30.45057210636702,-0.152,19.469774910818238,1.502888888888889,10.282427493868896,123.38912992642676,3.0242433805496756,42.64183166575042,45.96849938435507,123.69155426448172,77.72305488012665,34
"2020_October_HP_CECO_(40,50]_1.2",2020_October_CECO_1.2,1.2,7,"2020_October_HP_CECO_(40,50]",CECO,HP,8.5,0,17,441,0.5,441,13,166,153,2,259.1,277.7,270.2,NA,1.1185,0,2020_October,2020,October,12.5281,12.692,0.1639,1,12.1855,13,47.8400467,47.8400467,"(40,50]",2020_October,0.61,Dry,NA,NA,0.7692307692307693,dry,"(45,50]","(40,50]","(40,60]",18.599999999999966,0.9870863536085723,0.478400467,76.43746186699208,1.1040560865111881,0.01444391348881191,1.246845858,23.22257761053622,38.36885401114273,61.63114598885727,-0.152,15.859511869197712,1.502888888888889,15.397768471817331,150.35468037186334,11.774764125507371,138.57991624635596,399.4362291806731,399.4362291806731,0.452875543288745,17
"2020_October_HP_CECO_(60,70]_1.2",2020_October_CECO_1.2,1.2,5,"2020_October_HP_CECO_(60,70]",CECO,HP,0.664,0,16,58,356,414,6,529,167,2,253.3,291.3,293.6,NA,0.9122,1,2020_October,2020,October,7.5225,7.7402,0.2177,1,7.2084,5,69.30913722,69.30913722,"(60,70]",2020_October,0.61,Dry,NA,NA,1.6666666666666667,moderate,"(65,70]","(60,70]","(60,80]",38,0.9718741117800573,0.6930913721999999,34.554432705558106,0.8865435647657683,0.025656435234231667,1.246845858,23.22257761053622,55.58757465912839,44.41242534087161,-0.152,16.16066696483345,1.502888888888889,18.04761845429144,596.6993851450108,6.76785692035929,188.3720176166669,65.42261689680647,466.98212750479104,401.5595106079846,16
"2020_October_HP_CECO_(80,90]_1.3",2020_October_CECO_1.3,1.3,4,"2020_October_HP_CECO_(80,90]",CECO,HP,3.338,0,23,95,3,98,11,96,82,1,242.4,273.2,265.1,NA,1.5307,1,2020_October,2020,October,12.4434,12.684,0.2406,1,12.1743,3,89.40914158,89.40914158,"(80,90]",2020_October,0.61,Dry,1,NA,0.9090909090909091,moderate,"(85,90]","(80,90]","(80,100]",30.799999999999983,0.9810312204351941,0.8940914158,51.718204488778056,1.5016644891201516,0.029035510879848347,1.182514359,30.119661563255438,75.60934960283218,24.390650397167818,-0.58,44.26174068930377,1.502888888888889,15.316337415341062,63.92906051620617,7.3252048508152905,54.60607252425944,63.26313280249569,65.26091594362714,1.9977831411314428,23
"2020_October_HP_CECO_(70,80]_1.3",2020_October_CECO_1.3,1.3,3,"2020_October_HP_CECO_(70,80]",CECO,HP,2.003,0,15,94.5,265.5,403,9,417.5,90,2,266.9,264.2,272.1,NA,1.8484,1,2020_October,2020,October,12.4299,12.608,0.1781,1,12.1994,4,77.26681128,77.26681128,"(70,80]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,moderate,"(75,80]","(70,80]","(60,80]",-2.6999999999999886,0.9858740482233502,0.7726681128,69.79169006176305,1.8222895907360406,0.026110409263959466,1.182514359,30.119661563255438,65.3411188557077,34.658881144292295,-0.58,16.162131778743717,1.502888888888889,8.231402997775646,229.10738343808882,4.938841798665388,49.38841798665388,51.857838885986574,221.15036054023903,145.69583306062893,15
"2020_October_HP_CECO_(100,110]_1.3",2020_October_CECO_1.3,1.3,2,"2020_October_HP_CECO_(100,110]",CECO,HP,1.037,0,26,496,0.5,496,11,109,98,2,263.1,265.1,272.6,NA,1.7898,0,2020_October,2020,October,7.4757,7.7239,0.2482,1,7.2298,5,100.9353396,100.9353396,"(100,110]",2020_October,0.61,Dry,NA,NA,0.9090909090909091,hydrated,"(100,105]","(100,110]","(100,120]",2,0.9678659744429626,1.009353396,30.119661563255438,1.7322865210580145,0.05751347894198555,1.182514359,30.119661563255438,85.35654457959949,14.643455420400514,-0.58,16.54922573538075,1.502888888888889,15.009064426663201,62.92261625024188,6.34998879589597,56.57262745434591,286.3267675240364,286.3267675240364,0.2886358543589077,26
"2020_October_HP_CECO_(70,80]_1.3",2020_October_CECO_1.3,1.3,5,"2020_October_HP_CECO_(70,80]",CECO,HP,4.884,0,25,2,315,317,17,433,101,2,229.2,245,244.5,NA,2.5169,1,2020_October,2020,October,7.5218,7.7357,0.2139,1,7.2236,8,71.73038229,71.73038229,"(70,80]",2020_October,0.61,Dry,NA,NA,0.5882352941176471,moderate,"(70,75]","(70,80]","(60,80]",15.800000000000011,0.9723489794071642,0.7173038228999999,35.16503038803179,2.447305146269892,0.06959485373010832,1.182514359,30.119661563255438,60.6592061602188,39.3407938397812,-0.58,20.731031031262464,1.502888888888889,10.21531787243787,176.9293055506239,6.9464161532577515,41.269884204648996,0.8172254297950295,129.5302306225122,128.71300519271716,25
"2020_October_HP_CECO_(50,60]_1.3",2020_October_CECO_1.3,1.3,7,"2020_October_HP_CECO_(50,60]",CECO,HP,8,0,16.3,210,179,389,8,292,105,2,231.8,258,234.8,NA,1.5524,1,2020_October,2020,October,12.4963,12.6664,0.1701,1,12.168,6,51.81236674,51.81236674,"(50,60]",2020_October,0.61,Dry,NA,NA,1.25,dry,"(50,55]","(50,60]","(40,60]",26.19999999999999,0.9865707699109455,0.5181236674,73.4644326866549,1.5315524632097517,0.02084753679024831,1.182514359,30.119661563255438,43.81542291276313,56.18457708723687,-0.58,16.763164164456395,1.502888888888889,10.642795719736084,190.65621780140714,5.223458021956359,68.55788653817721,137.11577307635443,253.990646317628,116.87487324127355,16.3
"2020_October_HP_CECO_(110,120]_1.3",2020_October_CECO_1.3,1.3,1,"2020_October_HP_CECO_(110,120]",CECO,HP,0.58,0,10,244,90,334,13,311,208,2,248.5,277.7,288.2,NA,1.9705,1,2020_October,2020,October,7.3789,7.5642,0.1853,1,7.2222,13,118.2514359,118.2514359,"(110,120]",2020_October,0.61,Dry,NA,NA,0.7692307692307693,hydrated,"(115,120]","(110,120]","(100,120]",29.19999999999999,0.9755030274186299,1.182514359,39.82137075013492,1.9222287155284101,0.04827128447158979,1.182514359,30.119661563255438,100,0,-0.58,16.53639487269327,1.502888888888889,5.202294565270322,161.791360979907,6.7629829348514185,108.2077269576227,126.93598739259586,173.75663848002876,46.8206510874329,10
"2020_October_HP_CECO_(50,60]_1.3",2020_October_CECO_1.3,1.3,6,"2020_October_HP_CECO_(50,60]",CECO,HP,6.513,0,19,94.5,0.5,403,9,417.5,101.5,2,237.9,278.4,276.7,NA,2.473,0,2020_October,2020,October,7.5998,7.8373,0.2375,1,7.1975,5,59.03554561,59.03554561,"(50,60]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,dry,"(55,60]","(50,60]","(40,60]",40.49999999999997,0.9696961963941664,0.5903554561,31.999157894736843,2.3980586936827732,0.07494130631722662,1.182514359,30.119661563255438,49.92374524730824,50.07625475269176,-0.58,17.03106583508556,1.502888888888889,7.923075465188514,174.0991582482213,3.753035746668244,42.32590314298075,39.40687534001656,168.0526006563669,0.20850198592601354,19
"2020_October_HP_CECO_(60,70]_1.4",2020_October_CECO_1.4,1.4,5,"2020_October_HP_CECO_(60,70]",CECO,HP,5.098,0,26,17,431,448,5,521,85,2,255.3,252.5,250.4,NA,1.0724,1,2020_October,2020,October,7.6504,7.9528,0.3024,1,7.2067,2,68.15415822,68.15415822,"(60,70]",2020_October,0.61,Dry,NA,NA,2,moderate,"(65,70]","(60,70]","(60,80]",-2.8000000000000114,0.9619756563725984,0.6815415821999999,25.2989417989418,1.0316226938939745,0.04077730610602548,1.304599659,19.599634369287017,52.24143494889568,47.75856505110432,-0.384,17.38998969913578,1.502888888888889,25.203012839762287,505.02960344292893,4.846733238415824,82.39446505306901,16.478893010613803,434.2672981620579,417.78840515144407,26
"2020_October_HP_CECO_(110,120]_1.4",2020_October_CECO_1.4,1.4,2,"2020_October_HP_CECO_(110,120]",CECO,HP,1.293,0,20,19,373,392,8,471,90,2,264,284,286,NA,0.9825,1,2020_October,2020,October,7.4841,7.801,0.3169,1,7.1983,5,110.8817355,110.8817355,"(110,120]",2020_October,0.61,Dry,NA,NA,1.25,hydrated,"(110,115]","(110,120]","(100,120]",20,0.9593770029483399,1.108817355,23.616598295992425,0.9425879053967441,0.039912094603255954,1.304599659,19.599634369287017,84.99292080529356,15.007079194706435,-0.384,17.48666287786251,1.502888888888889,21.218180167060186,499.68814293426743,8.487272066824076,95.48181075177085,20.15727115870718,415.8763312743797,395.7190601156725,20
"2020_October_HP_CECO_(130,140]_1.4",2020_October_CECO_1.4,1.4,1,"2020_October_HP_CECO_(130,140]",CECO,HP,0.384,0,15,224,266,490,9,403,128,2,286.1,316.8,313.6,NA,1.5,1,2020_October,2020,October,7.5047,7.8876,0.3829,1,7.2112,4,130.4599659,130.4599659,"(130,140]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(130,135]","(130,140]","(120,140]",30.69999999999999,0.9514554490592829,1.304599659,19.599634369287017,1.4271831735889244,0.07281682641107556,1.304599659,19.599634369287017,100,0,-0.384,14.657193749851547,1.502888888888889,10.51021359947766,282.37440537263313,6.306128159686597,89.68715604887603,156.95252308553307,343.3336442496036,186.38112116407052,15
"2020_October_HP_CECO_(80,90]_1.4",2020_October_CECO_1.4,1.4,3,"2020_October_HP_CECO_(80,90]",CECO,HP,3.872,0,24,291,87,378,6,225,132,2,259.7,265.1,270,NA,1.7305,1,2020_October,2020,October,12.4609,12.7466,0.2857,1,12.1084,1,81.04964539,81.04964539,"(80,90]",2020_October,0.61,Dry,NA,NA,1.6666666666666667,moderate,"(80,85]","(80,90]","(80,100]",5.400000000000034,0.9775861798440368,0.8104964538999999,43.61533076653833,1.6917128842201057,0.03878711577989424,1.304599659,19.599634369287017,62.126066667935554,37.873933332064446,-0.384,18.61920550552734,1.502888888888889,14.186804524494834,133.00129241713907,3.5467011311237084,78.02742488472158,172.01500485949987,223.44217126079363,51.427166401293775,24
"2020_October_HP_CECO_(80,90]_1.4",2020_October_CECO_1.4,1.4,4,"2020_October_HP_CECO_(80,90]",CECO,HP,3.302,0,22,22,391,413,10,626,225,2,267.6,282.1,276.7,NA,1.6194,1,2020_October,2020,October,12.6177,12.9355,0.3178,1,12.2469,3,85.70658037,85.70658037,"(80,90]",2020_October,0.61,Dry,NA,NA,1,moderate,"(85,90]","(80,90]","(80,100]",14.5,0.975431950832979,0.8570658037,39.70327249842668,1.579614501178926,0.03978549882107396,1.304599659,19.599634369287017,65.69569429114806,34.30430570885194,-0.384,17.403744448522424,1.502888888888889,13.927448743715994,396.29922334391875,6.330658519870907,142.4398166970954,13.927448743715994,261.45619687066846,247.52874812695245,22
"2020_October_HP_CECO_(60,70]_1.4",2020_October_CECO_1.4,1.4,7,"2020_October_HP_CECO_(60,70]",CECO,HP,6.632,0,NA,94.5,377,377,5,731,101.5,2,257.6,241.5,248.3,NA,1.9293,1,2020_October,2020,October,12.702,12.9552,0.2532,1,12.2901,5,61.47123088,61.47123088,"(60,70]",2020_October,0.61,Dry,NA,NA,2,moderate,"(60,65]","(60,70]","(60,80]",-16.100000000000023,0.9804557243423491,0.6147123088,50.165876777251185,1.891593228973694,0.03770677102630593,1.304599659,19.599634369287017,47.118846349476165,52.881153650523835,-0.384,16.976325957532985,1.502888888888889,NA,386.446720575656,2.6432744225421065,53.65847077760476,49.95788658604582,199.30289145967484,199.30289145967484,16
"2020_October_HP_CECO_(100,110]_1.5",2020_October_CECO_1.5,1.5,2,"2020_October_HP_CECO_(100,110]",CECO,HP,0.756,0,12,149,272,421,6,373,95,2,279.8,280.4,287.9,NA,1.8061,1,2020_October,2020,October,7.5649,7.8936,0.3287,1,7.2554,6,106.2035541,106.2035541,"(100,110]",2020_October,0.61,Dry,NA,NA,1.6666666666666667,hydrated,"(105,110]","(100,110]","(100,120]",0.5999999999999659,0.958358670315192,1.062035541,23.014602981442046,1.7308915944562682,0.07520840554373187,1.183898305,23.014602981442046,89.70665271794607,10.29334728205393,-0.183,15.102092849049455,1.502888888888889,6.932843188119824,215.49587576405787,3.466421594059912,54.88500857261528,86.08280291915449,243.22724851653717,157.14444559738268,12
"2020_October_HP_CECO_(50,60]_1.5",2020_October_CECO_1.5,1.5,6,"2020_October_HP_CECO_(50,60]",CECO,HP,6.664,0,17,51,363,414,8,487,116,2,254.3,249.8,247.4,NA,1.6372,1,2020_October,2020,October,7.5985,7.8071,0.2086,1,7.2374,4,57.76793132,57.76793132,"(50,60]",2020_October,0.61,Dry,NA,NA,1.25,dry,"(55,60]","(50,60]","(40,60]",-4.5,0.9732807316417107,0.5776793132,36.42617449664429,1.5934552138438087,0.04374478615619126,1.183898305,23.014602981442046,48.794673559398326,51.205326440601674,-0.183,16.377585433894204,1.502888888888889,10.668639979527123,305.62515706057115,5.020536460953941,72.79777868383214,32.00591993858137,259.81276185436644,227.80684191578504,17
"2020_October_HP_CECO_(60,70]_1.5",2020_October_CECO_1.5,1.5,5,"2020_October_HP_CECO_(60,70]",CECO,HP,4.495,0,16,15,398,413,11,526,117,2,254.8,274.5,276.6,NA,1.2642,1,2020_October,2020,October,7.574,7.7455,0.1715,1,7.3096,6,64.86384266,64.86384266,"(60,70]",2020_October,0.61,Dry,NA,NA,0.9090909090909091,moderate,"(60,65]","(60,70]","(60,80]",19.69999999999999,0.9778581111613195,0.6486384266,44.16326530612245,1.23620822413014,0.027991775869860014,1.183898305,23.014602981442046,54.788356724609045,45.211643275390955,-0.183,16.180846669324602,1.502888888888889,12.942803394839432,425.4946616053463,8.898177333952109,94.64424982476334,12.133878182661967,334.0861126292928,321.9522344466308,16
"2020_October_HP_CECO_(110,120]_1.5",2020_October_CECO_1.5,1.5,1,"2020_October_HP_CECO_(110,120]",CECO,HP,0.183,0,17,404,0.5,404,14,169,155,2,248.3,303.5,303.4,NA,1.8733,0,2020_October,2020,October,7.4803,7.7597,0.2794,1,7.2443,7,118.3898305,118.3898305,"(110,120]",2020_October,0.61,Dry,NA,NA,0.7142857142857143,hydrated,"(115,120]","(110,120]","(100,120]",55.19999999999999,0.9639934533551555,1.183898305,26.772727272727273,1.8058489361702128,0.06745106382978716,1.183898305,23.014602981442046,100,0,-0.183,16.586510214108387,1.502888888888889,9.41385497950513,93.5847936197863,7.752586453710108,85.83220716607619,223.7174948070631,223.7174948070631,0.2768780876325038,17
"2020_October_HP_CECO_(100,110]_1.5",2020_October_CECO_1.5,1.5,4,"2020_October_HP_CECO_(100,110]",CECO,HP,1.652,0,18,130,274,404,8,440,158,2,290.4,323.4,294.5,NA,1.5504,1,2020_October,2020,October,12.4096,12.6404,0.2308,1,12.1903,7,105.243958,105.243958,"(100,110]",2020_October,0.61,Dry,NA,NA,1.25,hydrated,"(105,110]","(100,110]","(100,120]",33,0.9817410841429068,1.0524395800000002,53.76776429809358,1.5220913768551627,0.028308623144837286,1.183898305,23.014602981442046,88.89611342082291,11.103886579177086,-0.183,16.800526750425664,1.502888888888889,11.825834029222557,289.0759429365514,5.255926235210026,103.80454314539801,85.40880132216292,265.4242748781063,180.01547355594337,18
"2020_October_HP_CECO_(90,100]_1.5",2020_October_CECO_1.5,1.5,3,"2020_October_HP_CECO_(90,100]",CECO,HP,3.267,0,14,381,0.5,381,9,214,205,2,225.6,280.7,284.4,NA,1.4539,0,2020_October,2020,October,12.5217,12.8366,0.3149,1,12.1749,7,90.80161476,90.80161476,"(90,100]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(90,95]","(90,100]","(80,100]",55.099999999999994,0.975468582023277,0.9080161476,39.7640520800254,1.4182337714036424,0.035666228596357596,1.183898305,23.014602981442046,76.69714060448798,23.302859395512016,-0.183,16.40917588288983,1.502888888888889,9.871433244847948,150.8919081712472,6.345921371687966,144.54598679955924,268.6440047347906,268.6440047347906,0.35255118731599816,14
"2020_October_HP_CECO_(40,50]_1.5",2020_October_CECO_1.5,1.5,8,"2020_October_HP_CECO_(40,50]",CECO,HP,8,0,25,16,0.5,16,12,398,101.5,2,223.9,240.3,238.3,NA,1.6316,0,2020_October,2020,October,7.6737,7.9116,0.2379,1,7.1979,5,50,50,"(40,50]",2020_October,0.61,Dry,NA,NA,0.8333333333333334,dry,"(45,50]","(40,50]","(40,60]",16.400000000000006,0.9699302290307903,0.5,32.25598991172762,1.5825381616866374,0.04906183831336253,1.183898305,23.014602981442046,42.233357197010264,57.766642802989736,-0.183,150.9422696574568,1.502888888888889,15.797407358161589,251.4947251419325,7.582755531917563,64.13747387413605,10.110340709223417,10.110340709223417,0.3159481471632318,25
"2020_October_HP_CECO_(50,60]_1.6",2020_October_CECO_1.6,1.6,6,"2020_October_HP_CECO_(50,60]",CECO,HP,9,0,12,10,469,479,8,538,61,2,271.1,271.4,271.6,NA,0.9221,1,2020_October,2020,October,7.5101,7.6603,0.1502,1,7.2486,5,57.43785851,57.43785851,"(50,60]",2020_October,0.61,Dry,NA,NA,1.25,dry,"(55,60]","(50,60]","(40,60]",0.2999999999999545,0.9803924128297847,0.5743785851,50.00066577896139,0.9040198438703445,0.018080156129655522,1.281349749,22.155529617741465,44.826058267718125,55.173941732281875,-0.138,14.162437154220138,1.502888888888889,13.274044902183643,595.1196797812333,8.84936326812243,67.47639491943352,11.061704085153037,529.8556256788304,518.7939215936774,12
"2020_October_HP_CECO_(80,90]_1.6",2020_October_CECO_1.6,1.6,7,"2020_October_HP_CECO_(80,90]",CECO,HP,5.326,0,16,16,370,386,5,452,77,2,247.6,333.3,230.9,NA,1.174,1,2020_October,2020,October,12.7826,13.193,0.4104,1,12.3087,3,86.60054864,86.60054864,"(80,90]",2020_October,0.61,Dry,NA,NA,2,moderate,"(85,90]","(80,90]","(80,100]",85.70000000000002,0.96889259455772,0.8660054864,31.146686159844055,1.1374799060107632,0.036520093989236724,1.281349749,22.155529617741465,67.58541039055527,32.41458960944473,-0.138,16.763981894087145,1.502888888888889,14.066182545688505,397.3696569157003,4.395682045527658,67.69350350112593,14.066182545688505,339.3466539147352,325.2804713690467,16
"2020_October_HP_CECO_(50,60]_1.6",2020_October_CECO_1.6,1.6,3,"2020_October_HP_CECO_(50,60]",CECO,HP,1.841,0,6,6,364,370,5,450,81,2,298.9,298.2,298.2,NA,0.9363,1,2020_October,2020,October,12.2821,12.3738,0.0917,1,12.1233,4,57.74559194,57.74559194,"(50,60]",2020_October,0.61,Dry,NA,NA,2,dry,"(55,60]","(50,60]","(40,60]",-0.6999999999999886,0.9925891803649647,0.5774559194,133.93784078516902,0.9293612495757164,0.006938750424283602,1.281349749,22.155529617741465,45.06622175956737,54.93377824043263,-0.138,14.467494112718464,1.502888888888889,6.4560470998109665,484.2035324858225,5.380039249842472,87.15663584744804,6.4560470998109665,398.12290448834295,391.666857388532,6
