model.spp.gr.sample,individual,sample,round,model.spp.gr,spp,model,mpa,lfm.notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start.temp,temp.max,ignition.temp,prop.new,sample.wt,glow,year.month,year,month,dry.wt,fresh.wt,water.wt,site,bottle.wt,ttms,lfm.outliers.out,lfm.NAs.imputed,gr,precip.2month,precip.2mo,season,ignition_no_double,prop.ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp.change,gdw.gfw,gww.gdw,gdw.gww,dw.flam.sample,ww.flam.sample,gww.gdw.saturated,gdw.gww.saturated,RWC,RWD,max.mpa.sample,flam.index,mean.wt,dry.norm.fh,dry.norm.gd,dry.norm.fd,dry.norm.pfg,dry.norm.ttfg,dry.norm.tti,dry.norm.gti,fh_nas_imputed
"2020_October_HP_CADE_(100,110]_1.3",2020_October_CADE_1.3,1.3,8,"2020_October_HP_CADE_(100,110]",CADE,HP,3.528,0,43,36,29,65,16,132,87,1,236.9,251.9,231,NA,3,1,2020_October,2020,October,12.9036,13.6198,0.7162,1,12.2016,3,102.022792,102.022792,"(100,110]",2020_October,0.61,Dry,1,100,0.625,hydrated,"(100,105]","(100,110]","(100,120]",15,0.9474147931687691,1.02022792,18.016755096341807,2.8422443795063073,0.15775562049369274,1.3321182669999998,8.023208675382588,76.58688761153367,23.41311238846633,-0.682,14.970746892043943,3.0753656565656566,15.12888909554956,46.44217117703586,5.629354082064953,30.609612821228183,12.666046684646144,22.86925095838887,10.203204273742728,43
"2020_October_HP_CADE_(110,120]_1.3",2020_October_CADE_1.3,1.3,5,"2020_October_HP_CADE_(110,120]",CADE,HP,2.091,0,35,1,0.5,85,17,193,92,1,250.7,348.1,235.7,NA,4.0021,1,2020_October,2020,October,12.812,13.5765,0.7645,1,12.1706,1,119.1923916,119.1923916,"(110,120]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(115,120]","(110,120]","(100,120]",97.40000000000003,0.9436894634110411,1.191923916,16.758665794637018,3.776739601517328,0.22536039848267242,1.3321182669999998,8.023208675382588,89.47583300424782,10.524166995752182,-0.682,12.437846217276546,3.0753656565656566,9.267252628679651,51.10227878100494,4.5012369910729735,24.3596354811008,0.26477864653370436,22.50618495536487,0.13238932326685218,35
"2020_October_HP_CADE_(90,100]_1.3",2020_October_CADE_1.3,1.3,4,"2020_October_HP_CADE_(90,100]",CADE,HP,2.661,0,44,127,0.5,127,17,120,103,1,225.4,318.2,273.2,NA,3.8643,0,2020_October,2020,October,12.7896,13.456,0.6664,1,12.0909,2,95.37712895,95.37712895,"(90,100]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(95,100]","(90,100]","(80,100]",92.79999999999998,0.9504756242568372,0.9537712895,19.192076830732294,3.672922954815696,0.19137704518430398,1.3321182669999998,8.023208675382588,71.59809403769705,28.401905962302948,-0.682,10.931892247176654,3.0753656565656566,11.97955975153524,32.67152659509611,4.628466267638616,28.043060327457493,34.577365646476714,34.577365646476714,0.13613136081290045,44
"2020_October_HP_CADE_(130,140]_1.3",2020_October_CADE_1.3,1.3,2,"2020_October_HP_CADE_(130,140]",CADE,HP,1.802,0,34,59,0.5,73,17,205,104,1,256,365.1,250.8,NA,3.1724,1,2020_October,2020,October,7.9165,8.9032,0.9867,1,7.1758,2,133.2118267,133.2118267,"(130,140]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(130,135]","(130,140]","(120,140]",109.10000000000002,0.8891746787671848,1.3321182669999998,8.023208675382588,2.8208177509210173,0.35158224907898283,1.3321182669999998,8.023208675382588,100,0,-0.682,13.324273067664832,3.0753656565656566,12.053242358141981,72.67396127703253,6.0266211790709905,36.86874133078724,20.915920562658144,25.879020357187194,0.17725356409032325,34
"2020_October_HP_CADE_(90,100]_1.3",2020_October_CADE_1.3,1.3,7,"2020_October_HP_CADE_(90,100]",CADE,HP,5.176,0,45,113,0.5,113,17,169,129,1,231.5,291.9,225,NA,3.8672,0,2020_October,2020,October,13.0176,13.8001,0.7825,1,12.1556,2,90.77726218,90.77726218,"(90,100]",2020_October,0.61,Dry,1,100,0.25,hydrated,"(90,95]","(90,100]","(80,100]",60.39999999999998,0.9432975123368671,0.9077726218,16.63591054313099,3.6479201397091323,0.21927986029086766,1.3321182669999998,8.023208675382588,68.14504719947662,31.854952800523378,-0.682,11.571330089839233,3.0753656565656566,12.335796365209927,46.32776857156617,4.660189737968194,35.36261624693512,30.976555317082703,30.976555317082703,0.13706440405788806,45
"2020_October_HP_CADE_(120,130]_1.3",2020_October_CADE_1.3,1.3,3,"2020_October_HP_CADE_(120,130]",CADE,HP,1.38,0,33,64,0.5,64,20,164,144,1,268.5,316.2,258.2,NA,4.1875,0,2020_October,2020,October,7.6281,8.1969,0.5688,1,7.1664,3,123.1968811,123.1968811,"(120,130]",2020_October,0.61,Dry,1,100,0.5,hydrated,"(120,125]","(120,130]","(120,140]",47.69999999999999,0.9306079127475022,1.231968811,13.410864978902953,3.8969206346301655,0.29057936536983453,1.3321182669999998,8.023208675382588,92.48193959343102,7.518060406568978,-0.682,14.153002034832447,3.0753656565656566,8.468224809800839,42.08451117597993,5.1322574604853575,36.95225371549457,16.423223873553145,16.423223873553145,0.12830643651213394,33
"2020_October_HP_CADE_(70,80]_1.3",2020_October_CADE_1.3,1.3,9,"2020_October_HP_CADE_(70,80]",CADE,HP,6.316,0,31,63,0.5,63,33,228,79.5,1,230.2,290.05,210.5,NA,4.9215,0,2020_October,2020,October,13.2005,13.923,0.7225,1,12.1857,5,71.19629484,71.19629484,"(70,80]",2020_October,0.61,Dry,1,100,0.30303030303030304,moderate,"(70,75]","(70,80]","(60,80]",59.85000000000002,0.9481074481074481,0.7119629484,18.270588235294117,4.666110805860805,0.2553891941391946,1.3321182669999998,8.023208675382588,53.44592638935715,46.55407361064285,-0.682,14.061266933724085,3.0753656565656566,6.643648487957652,48.862963072720795,7.072270971051694,17.037743702988173,13.501608217462325,13.501608217462325,0.10715562077351051,31
"2020_October_HP_CADE_(90,100]_1.4",2020_October_CADE_1.4,1.4,6,"2020_October_HP_CADE_(90,100]",CADE,HP,2.941,0,43,61,27,88,9,86,50,1,249.7,267.8,251,NA,2.0462,1,2020_October,2020,October,12.4912,12.9904,0.4992,1,11.9719,2,96.12940497,96.12940497,"(90,100]",2020_October,0.61,Dry,1,100,1.1111111111111112,hydrated,"(95,100]","(90,100]","(80,100]",18.100000000000023,0.9615716221209508,0.9612940497,25.022435897435898,1.9675678531838894,0.07863214681611042,1.519475358,13.45042342978123,63.26486603674161,36.73513396325839,-0.218,12.859090632481958,3.0753656565656566,21.854392431965195,43.70878486393039,4.574175160178762,25.412084223215345,31.00274275232272,44.72526823285901,13.722525480536286,43
"2020_October_HP_CADE_(130,140]_1.4",2020_October_CADE_1.4,1.4,4,"2020_October_HP_CADE_(130,140]",CADE,HP,2.224,0,37,66,3,69,21,82,58,1,264.9,309.7,272.3,NA,2.8959,1,2020_October,2020,October,12.7586,13.4797,0.7211,1,12.2123,2,131.9970712,131.9970712,"(130,140]",2020_October,0.61,Dry,1,100,0.47619047619047616,hydrated,"(130,135]","(130,140]","(120,140]",44.80000000000001,0.9465047441708644,1.319970712,17.693246429066704,2.7409830886444064,0.1549169113555937,1.519475358,13.45042342978123,86.87016245774484,13.12983754225516,-0.218,13.993261911485972,3.0753656565656566,13.498806378370942,29.916273595308574,7.661484701237562,21.160291079608506,24.078951918175196,25.173449732637703,1.0944978144625088,37
"2020_October_HP_CADE_(150,160]_1.4",2020_October_CADE_1.4,1.4,1,"2020_October_HP_CADE_(150,160]",CADE,HP,0.218,0,40,51,9,60,11,92,72,1,267.8,289.1,248.4,NA,2.0982,1,2020_October,2020,October,7.461,7.8433,0.3823,1,7.2094,1,151.9475358,151.9475358,"(150,160]",2020_October,0.61,Dry,1,100,0.9090909090909091,hydrated,"(150,155]","(150,160]","(140,160]",21.30000000000001,0.9512577614014509,1.519475358,19.51608684279362,1.995929034972524,0.10227096502747579,1.519475358,13.45042342978123,100,0,-0.218,15.331604566866224,3.0753656565656566,20.04079268306783,46.093823171056016,5.511217987843654,36.0734268295221,25.552010670911486,30.06118902460175,4.509178353690262,40
"2020_October_HP_CADE_(110,120]_1.4",2020_October_CADE_1.4,1.4,5,"2020_October_HP_CADE_(110,120]",CADE,HP,2.7,0,35,110,16,126,9,98,73,1,258.4,291.5,278.1,NA,1.8132,1,2020_October,2020,October,12.4743,12.81,0.3357,1,12.175,2,112.1617107,112.1617107,"(110,120]",2020_October,0.61,Dry,1,100,1.1111111111111112,hydrated,"(110,115]","(110,120]","(100,120]",33.10000000000002,0.9737939110070257,1.121617107,37.15907059874888,1.765683119437939,0.04751688056206094,1.519475358,13.45042342978123,73.81607744375148,26.18392255624852,-0.218,10.372962293118476,3.0753656565656566,19.822356353013884,55.50259778843887,5.097177347917856,41.343771822000384,62.29883425232934,71.36048287084998,9.061648618520632,35
"2020_October_HP_CADE_(80,90]_1.4",2020_October_CADE_1.4,1.4,7,"2020_October_HP_CADE_(80,90]",CADE,HP,3.966,0,48,86,11,97,15,112,86,1,242.5,281.5,244.3,NA,1.7841,1,2020_October,2020,October,12.6841,13.0423,0.3582,1,12.2456,1,81.68757127,81.68757127,"(80,90]",2020_October,0.61,Dry,1,100,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",39,0.972535519041887,0.8168757127,35.410664433277496,1.7351006195226306,0.0489993804773694,1.519475358,13.45042342978123,53.760379093953034,46.239620906046966,-0.218,12.614358806279412,3.0753656565656566,27.664101701033335,64.54957063574444,8.645031781572918,49.56484888101806,49.56484888101806,55.904538854171534,6.339689973153472,48
"2020_October_HP_CADE_(130,140]_1.4",2020_October_CADE_1.4,1.4,2,"2020_October_HP_CADE_(130,140]",CADE,HP,0.925,0,41,57,0.5,57,15,109,94,1,244,339,237.5,NA,2.4063,0,2020_October,2020,October,7.6237,8.1905,0.5668,1,7.1995,1,133.6162188,133.6162188,"(130,140]",2020_October,0.61,Dry,1,100,0.6666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",95,0.930797875587571,1.336162188,13.45042342978123,2.239778928026372,0.16652107197362787,1.519475358,13.45042342978123,87.93575894239676,12.06424105760324,-0.218,15.845622533474936,3.0753656565656566,18.305378038415608,48.66551722408052,6.697089526249612,41.968427697830904,25.448940199748527,25.448940199748527,0.22323631754165374,41
"2020_October_HP_CADE_(130,140]_1.4",2020_October_CADE_1.4,1.4,3,"2020_October_HP_CADE_(130,140]",CADE,HP,1.234,0,31,63,0.5,63,19,126,107,1,250.8,245.6,236.3,NA,2.733,0,2020_October,2020,October,7.5053,7.9401,0.4348,1,7.1756,1,131.8774644,131.8774644,"(130,140]",2020_October,0.61,Dry,1,100,0.5263157894736842,hydrated,"(130,135]","(130,140]","(120,140]",-5.200000000000017,0.9452399843830682,1.318774644,17.2614995400184,2.5833408773189257,0.1496591226810744,1.519475358,13.45042342978123,86.7914466040324,13.208553395967598,-0.218,14.061266933724085,3.0753656565656566,11.999964957072486,48.77405111584301,7.3548172317541045,41.419233884088904,24.387025557921504,24.387025557921504,0.1935478218882659,31
"2020_October_HP_CADE_(100,110]_1.5",2020_October_CADE_1.5,1.5,7,"2020_October_HP_CADE_(100,110]",CADE,HP,2.795,0,41,48,22,70,17,92,53,1,238.6,290.05,247.5,NA,3.0326,1,2020_October,2020,October,12.5116,13.0185,0.5069,1,12.0258,2,104.3433512,104.3433512,"(100,110]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(100,105]","(100,110]","(100,120]",51.45000000000002,0.9610631025079694,1.043433512,24.682580390609587,2.914519964665668,0.11808003533433187,1.410973837,9.881608904629395,73.95130119623897,26.048698803761027,-0.258,14.243239523763648,3.0753656565656566,14.06749670514033,31.566090167631963,5.83286448749721,18.18481281396189,16.46926443528624,24.017677301459102,7.5484128661728604,41
"2020_October_HP_CADE_(70,80]_1.5",2020_October_CADE_1.5,1.5,9,"2020_October_HP_CADE_(70,80]",CADE,HP,5.086,0,39,16,40,56,10,116,66,1,205.1,270.2,217.3,NA,2.1328,1,2020_October,2020,October,7.6294,7.9354,0.306,1,7.1986,1,71.03064067,71.03064067,"(70,80]",2020_October,0.61,Dry,1,100,1,moderate,"(70,75]","(70,80]","(60,80]",65.1,0.9614386168309097,0.7103064067,24.932679738562094,2.0505562819769643,0.08224371802303576,1.410973837,9.881608904629395,50.34157176225514,49.65842823774486,-0.258,15.799229123352706,3.0753656565656566,19.019229241735157,56.570015180545596,4.876725446598758,32.1863879475518,7.802760714558013,27.309662500953046,19.506901786395034,39
"2020_October_HP_CADE_(90,100]_1.5",2020_October_CADE_1.5,1.5,6,"2020_October_HP_CADE_(90,100]",CADE,HP,3.071,0,45,61,12,73,10,89,67,1,247.7,271.2,248.4,NA,2.0804,1,2020_October,2020,October,12.495,12.8525,0.3575,1,12.1236,2,96.25740442,96.25740442,"(90,100]",2020_October,0.61,Dry,1,100,1,hydrated,"(95,100]","(90,100]","(80,100]",23.5,0.9721843999221941,0.9625740442,34.95104895104895,2.0225324255981327,0.057867574401867294,1.410973837,9.881608904629395,68.22054519781999,31.779454802180013,-0.258,14.267246994980724,3.0753656565656566,22.249334265527015,44.00423888070898,4.944296503450447,33.126786573118,30.16020867104773,36.09336447518827,5.933155804140537,45
"2020_October_HP_CADE_(120,130]_1.5",2020_October_CADE_1.5,1.5,4,"2020_October_HP_CADE_(120,130]",CADE,HP,2.413,0,41,99,38,137,12,119,69,1,249,325.5,269.7,NA,3.6656,1,2020_October,2020,October,13.0156,14.0152,0.9996,1,12.1879,2,120.7683943,120.7683943,"(120,130]",2020_October,0.61,Dry,1,100,0.8333333333333334,hydrated,"(120,125]","(120,130]","(120,140]",76.5,0.928677435926708,1.207683943,13.02080832332933,3.404160009132941,0.2614399908670588,1.410973837,9.881608904629395,85.59222795851174,14.407772041488258,-0.258,10.404033717372796,3.0753656565656566,12.044087202129765,34.95722870862054,3.5250986933062727,20.269317486511067,29.08206421977675,40.24487674857995,11.162812528803197,41
"2020_October_HP_CADE_(120,130]_1.5",2020_October_CADE_1.5,1.5,3,"2020_October_HP_CADE_(120,130]",CADE,HP,2.391,0,36,59,23,82,27,134,84,1,256,359,249.5,NA,3.4926,1,2020_October,2020,October,7.8124,8.603,0.7906,1,7.1984,4,128.762215,128.762215,"(120,130]",2020_October,0.61,Dry,1,100,0.37037037037037035,hydrated,"(125,130]","(120,130]","(120,140]",103,0.9081018249447868,1.28762215,9.881608904629395,3.171636433802162,0.32096356619783784,1.410973837,9.881608904629395,91.2576914067897,8.742308593210296,-0.258,12.745240902884195,3.0753656565656566,11.350607407685487,42.24948312860709,8.512955555764115,26.4847506179328,18.602384362595657,25.85416131750583,7.251776954910172,36
"2020_October_HP_CADE_(120,130]_1.5",2020_October_CADE_1.5,1.5,1,"2020_October_HP_CADE_(120,130]",CADE,HP,0.258,0,37,91,26,117,8,119,85,1,269.1,308.1,267.9,NA,2.1196,1,2020_October,2020,October,7.6256,8.1281,0.5025,1,7.2384,2,129.7778926,129.7778926,"(120,130]",2020_October,0.61,Dry,1,100,1.25,hydrated,"(125,130]","(120,130]","(120,140]",39,0.938177433840627,1.297778926,15.17532338308458,1.9885608887685933,0.13103911123140688,1.410973837,9.881608904629395,91.97753296115866,8.022467038841341,-0.258,10.858586603803692,3.0753656565656566,18.606420456610746,59.842271198288614,4.023009828456377,42.74447942734901,45.761736798691295,58.83651874117452,13.074781942483227,37
"2020_October_HP_CADE_(140,150]_1.5",2020_October_CADE_1.5,1.5,2,"2020_October_HP_CADE_(140,150]",CADE,HP,1.216,0,33,76,0.5,76,17,154,107,1,266.6,309,265.2,NA,3.3977,0,2020_October,2020,October,7.4659,7.8542,0.3883,1,7.1907,2,141.0973837,141.0973837,"(140,150]",2020_October,0.61,Dry,1,100,0.2127659574468085,hydrated,"(140,145]","(140,150]","(140,160]",42.39999999999998,0.9505614830281889,1.410973837,19.22714396085501,3.229722750884877,0.1679772491151228,1.410973837,9.881608904629395,100,0,-0.258,12.96433604050804,3.0753656565656566,10.217595300079143,47.68211140036933,5.26360970004077,33.129778700256615,23.531431600182266,23.531431600182266,0.15481205000119913,33
"2020_October_HP_CADE_(130,140]_1.5",2020_October_CADE_1.5,1.5,5,"2020_October_HP_CADE_(130,140]",CADE,HP,1.932,0,33,54,0.5,54,15,123,108,1,244.9,254.7,238.8,NA,2.6902,0,2020_October,2020,October,12.5807,13.1833,0.6026,1,12.1247,2,132.1491228,132.1491228,"(130,140]",2020_October,0.61,Dry,1,100,0.6666666666666666,hydrated,"(130,135]","(130,140]","(120,140]",9.799999999999983,0.9542906556021634,1.321491228,20.877364752738135,2.56723272170094,0.12296727829905985,1.410973837,9.881608904629395,93.65809580209813,6.341904197901869,-0.258,15.471259434553122,3.0753656565656566,12.854307956208814,47.91151147314194,5.842867252822188,42.068644220319754,21.034322110159877,21.034322110159877,0.19476224176073959,33
"2020_October_HP_CADE_(120,130]_1.6",2020_October_CADE_1.6,1.6,5,"2020_October_HP_CADE_(120,130]",CADE,HP,0.612,0,40,75,21,96,16,69,32,1,250.7,288.6,248.6,NA,3.294,1,2020_October,2020,October,12.7547,13.3649,0.6102,1,12.2479,1,120.4025257,120.4025257,"(120,130]",2020_October,0.61,Dry,1,100,0.625,hydrated,"(120,125]","(120,130]","(120,140]",37.900000000000034,0.9543430927279665,1.204025257,20.902490986561784,3.1436061474459214,0.15039385255407867,1.290838068,0.542287778789258,93.27469392543512,6.725306074564884,-0.2,12.116733965509727,3.0753656565656566,12.724240290883357,21.94931450177379,5.089696116353343,10.179392232706686,23.857950545406293,30.538176698120058,6.680226152713763,40
"2020_October_HP_CADE_(90,100]_1.6",2020_October_CADE_1.6,1.6,8,"2020_October_HP_CADE_(90,100]",CADE,HP,2.949,0,50,53,15,68,24,83,44,1,227.4,240.3,224.2,NA,3.1948,1,2020_October,2020,October,13.0661,13.9343,0.8682,1,12.1887,3,98.95144746,98.95144746,"(90,100]",2020_October,0.61,Dry,1,100,0.4166666666666667,hydrated,"(95,100]","(90,100]","(80,100]",12.900000000000006,0.9376933179277036,0.9895144746,15.049642939414882,2.995742612115427,0.19905738788457272,1.290838068,0.542287778789258,76.65674720401877,23.34325279598123,-0.2,15.186112364563805,3.0753656565656566,16.690352434748316,27.705985041682204,8.011369168679192,14.687510142578518,17.691773580833214,22.69887931125771,5.007105730424495,50
"2020_October_HP_CADE_(110,120]_1.6",2020_October_CADE_1.6,1.6,2,"2020_October_HP_CADE_(110,120]",CADE,HP,1.784,0,38,51,17,68,24,94,53,1,272.9,297.7,270.2,NA,2.9789,1,2020_October,2020,October,7.5889,8.011,0.4221,1,7.228,4,116.957606,116.957606,"(110,120]",2020_October,0.61,Dry,1,100,0.4166666666666667,hydrated,"(115,120]","(110,120]","(100,120]",24.80000000000001,0.947309948820372,1.16957606,17.978914949064205,2.821941606541006,0.15695839345899376,1.290838068,0.542287778789258,90.60594732940585,9.39405267059415,-0.2,14.18984934827768,3.0753656565656566,13.465905854295293,33.310398692204146,8.50478264481808,18.781395007306593,18.07266312023842,24.096884160317895,6.024221040079474,38
"2020_October_HP_CADE_(40,50]_1.6",2020_October_CADE_1.6,1.6,9,"2020_October_HP_CADE_(40,50]",CADE,HP,1.949,0,43,28,33,61,15,104,56,1,229.4,269.3,238.2,NA,2.2758,1,2020_October,2020,October,8.0021,8.389,0.3869,1,7.208,2,48.72182345,48.72182345,"(40,50]",2020_October,0.61,Dry,1,100,0.6666666666666666,dry,"(45,50]","(40,50]","(40,60]",39.900000000000006,0.9538800810585292,0.4872182345,20.682605324373224,2.1708402884730007,0.10495971152699912,1.290838068,0.542287778789258,37.744334210323274,62.255665789676726,-0.2,15.47289762634972,3.0753656565656566,19.807997957439238,47.90771599008559,6.909766729339268,25.796462456199936,12.898231228099968,28.099718032646358,15.201486804546391,43
"2020_October_HP_CADE_(70,80]_1.6",2020_October_CADE_1.6,1.6,6,"2020_October_HP_CADE_(70,80]",CADE,HP,3.761,0,49,78,0.5,78,30,93,63,1,241.9,308.4,218.4,NA,2.6752,0,2020_October,2020,October,12.9046,13.471,0.5664,1,12.1796,2,78.12413793,78.12413793,"(70,80]",2020_October,0.61,Dry,1,100,0.3333333333333333,moderate,"(75,80]","(70,80]","(60,80]",66.49999999999997,0.9579541236730755,0.7812413793,22.783545197740114,2.5627188716502114,0.1124811283497884,1.290838068,0.542287778789258,60.52202818208179,39.47797181791821,-0.2,14.095731151771504,3.0753656565656566,19.120318089532557,36.289583312786284,11.706317197672995,24.583266115113286,30.436424713949783,30.436424713949783,0.19510528662788323,49
"2020_October_HP_CADE_(120,130]_1.6",2020_October_CADE_1.6,1.6,1,"2020_October_HP_CADE_(120,130]",CADE,HP,0.2,0,46,72,0.5,72,10,83,73,1,268.6,321,263.6,NA,3.5253,0,2020_October,2020,October,7.7446,8.4541,0.7095,1,7.1898,2,127.8839221,127.8839221,"(120,130]",2020_October,0.61,Dry,1,100,1,hydrated,"(125,130]","(120,130]","(120,140]",52.39999999999998,0.9160762233709088,1.2788392210000001,10.915574348132488,3.2294435102494647,0.29585648975053536,1.290838068,0.542287778789258,99.07046071095574,0.9295392890442571,-0.2,14.446047450651472,3.0753656565656566,14.243940125909383,25.701022401097365,3.0965087230237787,22.604513678073587,22.294862805771206,22.294862805771206,0.15482543615118893,46
"2020_October_HP_CADE_(120,130]_1.6",2020_October_CADE_1.6,1.6,3,"2020_October_HP_CADE_(120,130]",CADE,HP,0.673,0,30,83,0.5,83,22,100,78,1,268.4,376,262.6,NA,2.248,0,2020_October,2020,October,8.0529,9.1434,1.0905,1,7.2081,4,129.0838068,129.0838068,"(120,130]",2020_October,0.61,Dry,1,100,0.45454545454545453,hydrated,"(125,130]","(120,130]","(120,140]",107.60000000000002,0.8807336439398911,1.290838068,7.384594222833562,1.9798892315768752,0.268110768423125,1.290838068,0.542287778789258,100,0,-0.2,12.135544933028068,3.0753656565656566,15.152362829968329,50.507876099894425,11.111732741976773,39.39614335791765,41.92153716291237,41.92153716291237,0.2525393804994721,30
"2020_October_HP_CADE_(50,60]_1.6",2020_October_CADE_1.6,1.6,10,"2020_October_HP_CADE_(50,60]",CADE,HP,6.379,missing dry wt,47,26,0.5,105,12,172,81,1,232.4,265.4,253.9,NA,2.055,1,2020_October,2020,October,7.625,14.0608,14.0608,1,12.267,2,NA,56.22597980767155,"(50,60]",2020_October,0.61,Dry,1,100,0.8333333333333334,dry,"(55,60]","(50,60]","(40,60]",32.99999999999997,0.542287778789258,0.5622597980767154,0.542287778789258,1.1144013854119255,0.9405986145880747,1.290838068,0.542287778789258,43.55773291903841,56.44226708096159,-0.2,12.093777385226096,3.0753656565656566,42.175109090183874,154.34295241514099,10.768112959195882,72.68476247457221,23.330911411591078,94.22098839296397,0.4486713732998284,47
"2020_October_HP_CADE_(100,110]_1.6",2020_October_CADE_1.6,1.6,4,"2020_October_HP_CADE_(100,110]",CADE,HP,2.783,0,34,90,0.5,90,21,129,108,1,258.4,272.3,257.9,NA,3.462,0,2020_October,2020,October,12.7815,13.3752,0.5937,1,12.2024,2,102.5211535,102.5211535,"(100,110]",2020_October,0.61,Dry,1,100,0.47619047619047616,hydrated,"(100,105]","(100,110]","(100,120]",13.900000000000034,0.9556118787008793,1.025211535,21.52854977261243,3.3083283240624444,0.15367167593755582,1.290838068,0.542287778789258,79.42216459330513,20.577835406694874,-0.2,12.014130259408727,3.0753656565656566,10.277093646573107,38.99250236493914,6.34761666405986,32.64488570087928,27.204071417399398,27.204071417399398,0.15113373009666334,34
"2020_October_HP_CADE_(80,90]_1.6",2020_October_CADE_1.6,1.6,7,"2020_October_HP_CADE_(80,90]",CADE,HP,3.3,0,45,153,14,73,17,212,79.5,1,235.7,248.1,234.9,NA,3.5841,1,2020_October,2020,October,12.8225,13.4235,0.601,1,12.1084,2,84.16188209,84.16188209,"(80,90]",2020_October,0.61,Dry,1,100,0.5882352941176471,moderate,"(80,85]","(80,90]","(80,100]",12.400000000000006,0.9552277721905613,0.8416188209000001,21.335274542429286,3.4236318583081906,0.16046814169180923,1.290838068,0.542287778789258,65.19941127890567,34.80058872109433,-0.2,14.267246994980724,3.0753656565656566,13.143936574488192,61.922545639811034,4.965487150362206,23.220954614929138,44.689384353259854,21.322385998614177,4.089224712062993,45
"2020_October_HP_CADE_(80,90]_2.1",2020_October_CADE_2.1,2.1,7,"2020_October_HP_CADE_(80,90]",CADE,HP,3.919,0,47,34,11,45,24,71,36,1,245,279.1,231.3,NA,2.5415,1,2020_October,2020,October,7.6752,8.0807,0.4055,2,7.1779,1,81.54031772,81.54031772,"(80,90]",2020_October,0.61,Dry,1,100,0.4166666666666667,moderate,"(80,85]","(80,90]","(80,100]",34.10000000000002,0.9498187038251636,0.8154031772,18.92774352651048,2.4139642357716533,0.12753576422834678,1.5107599189999998,13.707072515666965,53.97304806310525,46.02695193689475,-0.18,18.586089068132235,3.0753656565656566,19.470048190244157,29.412200457602875,9.942152267358718,14.913228401038078,14.08471571209152,18.641535501297597,4.556819789206079,47
"2020_October_HP_CADE_(90,100]_2.1",2020_October_CADE_2.1,2.1,6,"2020_October_HP_CADE_(90,100]",CADE,HP,2.461,0,43,53,0.5,53,25,71,46,1,240.3,385.5,232.5,NA,3.3062,0,2020_October,2020,October,12.6368,13.1075,0.4707,2,12.1333,2,93.48560079,93.48560079,"(90,100]",2020_October,0.61,Dry,1,100,0.4,hydrated,"(90,95]","(90,100]","(80,100]",145.2,0.9640892618729734,0.9348560079000001,26.846823879328657,3.187471917604425,0.1187280823955752,1.5107599189999998,13.707072515666965,61.87985239367475,38.12014760632525,-0.18,16.661193257149655,3.0753656565656566,13.490314930309117,22.274706047719704,7.8432063548308815,14.431499692888822,16.62759747224147,16.62759747224147,0.15686412709661762,43
"2020_October_HP_CADE_(100,110]_2.1",2020_October_CADE_2.1,2.1,4,"2020_October_HP_CADE_(100,110]",CADE,HP,3.037,0,40,67,0.5,67,17,70,53,1,250.2,280.4,252.6,NA,3.7317,0,2020_October,2020,October,12.7216,13.303,0.5814,2,12.153,1,102.2511432,102.2511432,"(100,110]",2020_October,0.61,Dry,1,100,0.5882352941176471,hydrated,"(100,105]","(100,110]","(100,120]",30.19999999999999,0.956295572427272,1.022511432,21.880976952184383,3.568608187626851,0.16309181237314885,1.5107599189999998,13.707072515666965,67.68192742873529,32.31807257126471,-0.18,14.478461931740348,3.0753656565656566,11.208851713866709,19.61549049926674,4.763761978393351,14.851728520873388,18.77482662072674,18.77482662072674,0.14011064642333385,40
"2020_October_HP_CADE_(120,130]_2.1",2020_October_CADE_2.1,2.1,2,"2020_October_HP_CADE_(120,130]",CADE,HP,1.768,0,36,64,0.5,64,24,87,63,1,257.4,221.9,269.7,NA,2.5564,0,2020_October,2020,October,7.6554,8.2139,0.5585,2,7.2187,2,127.8910007,127.8910007,"(120,130]",2020_October,0.61,Dry,1,100,0.4166666666666667,hydrated,"(125,130]","(120,130]","(120,140]",-35.49999999999997,0.932005502867091,1.2789100070000001,13.707072515666965,2.3825788675294315,0.17382113247056852,1.5107599189999998,13.707072515666965,84.65342447306482,15.346575526935183,-0.18,14.450083763382805,3.0753656565656566,15.109678210706827,36.515055675874834,10.073118807137885,26.44193686873695,26.861650152367694,26.861650152367694,0.2098566418153726,36
