individual,sample,round,model_spp_gr,spp,model,mpa,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,flam_index,max_mpa_sample,location
2020_October_CECO_2.1,2.1,6,"2020_October_HP_CECO_(60,70]",CECO,HP,3.995,0,19,94,283,377,12,386,91,2,266.6,245.5,243,NA,0.901,1,2020_October,2020,October,7.5347,7.7406,0.2059,2,63.10144039,63.10144039,"(60,70]",2020_October,0.61,Dry,NA,NA,0.8333333333333334,moderate,"(60,65]","(60,70]","(60,80]",-21.100000000000023,0.973399994832442,0.6310144039,36.59397765905779,17.642492676813454,-0.311,seki
2020_October_CECO_2.1,2.1,2,"2020_October_HP_CECO_(100,110]",CECO,HP,1.321,missing flam weight,10,39,351,390,6,459,102,2,284.3,289.2,289.2,NA,1.5647,1,2020_October,2020,October,7.4188,7.621,0.2022,2,104.1194645,104.1194645,"(100,110]",2020_October,0.61,Dry,NA,NA,1.6666666666666667,hydrated,"(100,105]","(100,110]","(100,120]",4.899999999999977,0.9734680488124916,1.041194645,36.69040553907023,15.196158615646068,-0.311,seki
2020_October_CECO_2.1,2.1,3,"2020_October_HP_CECO_(70,80]",CECO,HP,6.051,0,5,18,371,389,7,495,117,2,319.2,311.8,311.6,NA,1.1981,1,2020_October,2020,October,12.4216,12.6696,0.248,2,70.75606277,70.75606277,"(70,80]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,moderate,"(70,75]","(70,80]","(60,80]",-7.399999999999977,0.9804255856538484,0.70756062769999994,50.08709677419355,13.781585707311873,-0.311,seki
2020_October_CECO_2.1,2.1,4,"2020_October_HP_CECO_(80,90]",CECO,HP,1.882,0,9,83,289,372,7,590,101.5,2,280.9,276.3,281.9,NA,1.5845,1,2020_October,2020,October,12.3011,12.4981,0.197,2,87.86797502,87.86797502,"(80,90]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,moderate,"(85,90]","(80,90]","(80,100]",-4.599999999999966,0.9842376041158256,0.8786797502,62.442131979695425,15.30681790020816,-0.311,seki
2020_October_CECO_2.2,2.2,7,"2020_October_HP_CECO_(100,110]",CECO,HP,1.088,0,15,94.5,0.5,403,9,417.5,101.5,2,266.9,278.4,276.7,NA,1.6486,0,2020_October,2020,October,12.4404,12.7768,0.3364,2,106.2539482,106.2539482,"(100,110]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(105,110]","(100,110]","(100,120]",11.5,0.9736710287395904,1.062539482,36.98097502972652,16.162131778743717,-0.199,seki
2020_October_CECO_2.2,2.2,1,"2020_October_HP_CECO_(110,120]",CECO,HP,0.199,0,26,382,98,480,13,188,77,2,250.8,304.7,307,NA,1.5164,1,2020_October,2020,October,7.4614,7.7623,0.3009,2,113.4615385,113.4615385,"(110,120]",2020_October,0.61,Dry,NA,NA,0.7692307692307693,hydrated,"(110,115]","(110,120]","(100,120]",53.89999999999998,0.9612357162181312,1.134615385,24.796942505815885,16.811270950480036,-0.199,seki
2020_October_CECO_2.2,2.2,2,"2020_October_HP_CECO_(110,120]",CECO,HP,0.906,glow time started by touching pilot flame,29,3,229,232,12,327,86,2,271,279.3,270.8,NA,1.6268,1,2020_October,2020,October,7.2994,7.4225,0.1231,2,112.5228519,112.5228519,"(110,120]",2020_October,0.61,Dry,NA,NA,0.8333333333333334,hydrated,"(110,115]","(110,120]","(100,120]",8.300000000000011,0.9834152913438868,1.125228519,59.29650690495532,25.949472759114336,-0.199,seki
2020_October_CECO_2.2,2.2,3,"2020_October_HP_CECO_(60,70]",CECO,HP,3.898,0,10,181,265,446,11,538,262,2,305.3,304.6,304.9,NA,1.5471,1,2020_October,2020,October,12.3457,12.4841,0.1384,2,68.0432645,68.0432645,"(60,70]",2020_October,0.61,Dry,NA,NA,0.9090909090909092,moderate,"(65,70]","(60,70]","(60,80]",-0.6999999999999886,0.9889138984788652,0.6804326450000001,89.20303468208094,14.1833083145188,-0.199,seki
2020_October_CECO_2.3,2.3,4,"2020_October_HP_CECO_(70,80]",CECO,HP,4.046,0,3,17,412,429,2,477,63,2,279.2,268.6,268.6,NA,1.1204,1,2020_October,2020,October,12.4681,12.6459,0.1778,2,73.10855263,73.10855263,"(70,80]",2020_October,0.61,Dry,NA,NA,5,moderate,"(70,75]","(70,80]","(60,80]",-10.599999999999966,0.9859401070702758,0.7310855263,70.12429696287964,12.49645358417355,-0.107,seki
2020_October_CECO_2.3,2.3,5,"2020_October_HP_CECO_(90,100]",CECO,HP,2.474,0,14,94.5,173,173,11,255,71,2,238.5,229.7,226.8,NA,1.1346,1,2020_October,2020,October,7.517,7.7782,0.2612,2,95.05094614,95.05094614,"(90,100]",2020_October,0.61,Dry,NA,NA,0.9090909090909092,hydrated,"(95,100]","(90,100]","(80,100]",-8.800000000000011,0.9664189658275694,0.9505094614,28.77871362940276,26.553031898960697,-0.107,seki
2020_October_CECO_2.3,2.3,1,"2020_October_HP_CECO_(100,110]",CECO,HP,0.107,0,22,15,444,459,5,535,86,2,298.5,304.3,304.3,NA,1.4917,1,2020_October,2020,October,7.3902,7.589,0.1988,2,104.5765387,104.5765387,"(100,110]",2020_October,0.61,Dry,NA,NA,2,hydrated,"(100,105]","(100,110]","(100,120]",5.800000000000011,0.9738041902753986,1.045765387,37.17404426559356,16.500612039189136,-0.107,seki
2020_October_CECO_2.3,2.3,3,"2020_October_HP_CECO_(80,90]",CECO,HP,2.983,0,14,8,14,22,7,109,88,2,282.9,279,282.2,NA,1.1734,1,2020_October,2020,October,12.5409,12.789,0.2481,2,81.45108339,81.45108339,"(80,90]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,moderate,"(80,85]","(80,90]","(80,100]",-3.8999999999999777,0.9806005160684964,0.8145108338999999,50.547762998790816,110.54588428063666,-0.107,seki
2020_October_CECO_2.3,2.3,6,"2020_October_HP_CECO_(50,60]",CECO,HP,9,0,32,424,0.5,424,12,154,142,2,281.1,246.4,243.8,NA,1.1382,0,2020_October,2020,October,7.6058,7.8042,0.1984,2,53.98639456,53.98639456,"(50,60]",2020_October,0.61,Dry,NA,NA,0.8333333333333334,dry,"(50,55]","(50,60]","(40,60]",-34.70000000000002,0.974577791445632,0.5398639456000001,38.33568548387097,18.824926548087788,-0.107,seki
2020_October_CECO_2.4,2.4,2,"2020_October_HP_CECO_(90,100]",CECO,HP,0.854,0,10,124,265,389,9,367,93,2,277.2,278.4,280.7,NA,1.7928,1,2020_October,2020,October,7.5148,7.8077,0.2929,2,93.60818153,93.60818153,"(90,100]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(90,95]","(90,100]","(80,100]",1.1999999999999886,0.9624857512455652,0.9360818153,25.656538067599865,15.21681294152522,-0.169,seki
2020_October_CECO_2.4,2.4,1,"2020_October_HP_CECO_(120,130]",CECO,HP,0.169,0,11,76,409,485,9,515,97,2,246.9,279.8,288.4,NA,1.5394,1,2020_October,2020,October,7.4788,7.7868,0.308,2,123.5459286,123.5459286,"(120,130]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(120,125]","(120,130]","(120,140]",32.900000000000006,0.9604458827759798,1.235459286,24.28181818181818,13.848396360021813,-0.169,seki
2020_October_CECO_2.4,2.4,5,"2020_October_HP_CECO_(80,90]",CECO,HP,4.574,0,24,41,354,395,2,506,150,2,228.5,278.4,234.7,NA,1.5129,1,2020_October,2020,October,7.479,7.6657,0.1867,2,80.06003431,80.06003431,"(80,90]",2020_October,0.61,Dry,NA,NA,5,moderate,"(80,85]","(80,90]","(80,100]",49.89999999999998,0.9756447552082652,0.8006003431000001,40.058918050348154,18.189503382427336,-0.169,seki
2020_October_CECO_2.4,2.4,3,"2020_October_HP_CECO_(70,80]",CECO,HP,3.998,0,8,142,303,445,9,590,263,2,293.9,258.2,294.3,NA,1.7541,1,2020_October,2020,October,12.4019,12.617,0.2151,2,75.3679047,75.3679047,"(70,80]",2020_October,0.61,Dry,NA,NA,0.4166666666666667,moderate,"(75,80]","(70,80]","(60,80]",-35.69999999999999,0.9829515732741538,0.753679047,57.65643886564388,13.686234375497436,-0.169,seki
2020_October_CECO_2.5,2.5,5,"2020_October_HP_CECO_(70,80]",CECO,HP,5.245,0,7,398,0.5,398,7,90,83,2,292,293.4,298.5,NA,1.0554,1,2020_October,2020,October,7.2686,7.3639,0.0953,2,70.38404727,70.38404727,"(70,80]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,moderate,"(70,75]","(70,80]","(60,80]",1.3999999999999773,0.987058488029441,0.7038404726999999,76.2707240293809,14.208063361949336,-0.138,seki
2020_October_CECO_2.5,2.5,3,"2020_October_HP_CECO_(80,90]",CECO,HP,3.953,0,4,52,319,371,5,427,103,2,267.3,269.3,269.3,NA,1.384,1,2020_October,2020,October,12.432,12.6206,0.1886,2,82.25032708,82.25032708,"(80,90]",2020_October,0.61,Dry,NA,NA,2,moderate,"(80,85]","(80,90]","(80,100]",2,0.9850561779947072,0.8225032708000001,65.91728525980912,13.814387286991654,-0.138,seki
2020_October_CECO_2.5,2.5,2,"2020_October_HP_CECO_(100,110]",CECO,HP,1.561,0,16.5,278,87,365,10,201,104,2,275.2,273.4,270.4,NA,1.5186,1,2020_October,2020,October,7.5425,7.8518,0.3093,2,109.1390261,109.1390261,"(100,110]",2020_October,0.61,Dry,NA,NA,1,hydrated,"(105,110]","(100,110]","(100,120]",-1.8000000000000114,0.9606077587304822,1.091390261,24.385709666989975,17.391902098369194,-0.138,seki
2020_October_CECO_2.5,2.5,4,"2020_October_HP_CECO_(100,110]",CECO,HP,1.648,0,4,44,557,601,9,730,164,2,266.9,285.2,282.6,NA,1.4876,1,2020_October,2020,October,12.4462,12.7065,0.2603,2,100.4243827,100.4243827,"(100,110]",2020_October,0.61,Dry,NA,NA,1.1111111111111112,hydrated,"(100,105]","(100,110]","(100,120]",18.30000000000001,0.9795144217526462,1.004243827,47.81482904341145,10.926220448301802,-0.138,seki
2020_October_CECO_2.5,2.5,1,"2020_October_HP_CECO_(120,130]",CECO,HP,0.138,0,2,279,127,406,7,335,201,2,261.3,294.1,300.5,NA,0.8419,1,2020_October,2020,October,7.3941,7.6254,0.2313,2,125.7065217,125.7065217,"(120,130]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,hydrated,"(125,130]","(120,130]","(120,140]",32.80000000000001,0.9696671650011802,1.257065217,31.96757457846952,12.531447411602231,-0.138,seki
2020_October_CECO_2.5,2.5,7,"2020_October_HP_CECO_(60,70]",CECO,HP,6.938,0,13,398,0.5,398,7,282,101.5,2,244.2,239.2,230.6,NA,1.262,0,2020_October,2020,October,7.636,7.9579,0.3219,2,60.05597015,60.05597015,"(60,70]",2020_October,0.61,Dry,NA,NA,1.4285714285714286,moderate,"(60,65]","(60,70]","(60,80]",-5,0.9595496299274934,0.6005597015,23.72165268716993,15.794688035186988,-0.138,seki
2020_October_QUKE_1.1,1.1,7,"2020_October_HP_QUKE_(70,80]",QUKE,HP,6.166,0,33.5,18,0.5,18,10,42,32,1,223.2,227.3,222,NA,0.7516,0,2020_October,2020,October,12.3839,12.6422,0.2583,1,72.09042702,72.09042702,"(70,80]",2020_October,0.61,Dry,1,60,1,moderate,"(70,75]","(70,80]","(60,80]",4.100000000000023,0.9795684295454904,0.7209042702,47.94386372435154,18.23068660711464,-0.21,seki
2020_October_QUKE_1.1,1.1,4,"2020_October_HP_QUKE_(70,80]",QUKE,HP,4.251,0,33,14,0.5,14,4,70,66,1,226.3,255.5,224.2,NA,0.8105,0,2020_October,2020,October,12.2891,12.417,0.1279,1,75.14688602,75.14688602,"(70,80]",2020_October,0.61,Dry,1,60,2.5,moderate,"(75,80]","(70,80]","(60,80]",29.19999999999999,0.9896996053797212,0.7514688601999999,96.08365910867865,19.125321647941572,-0.21,seki
2020_October_QUKE_1.1,1.1,2,"2020_October_HP_QUKE_(120,130]",QUKE,HP,1.777,0,34.5,29,0.5,29,1,72,71,1,236.7,242.3,241.4,NA,0.7427,0,2020_October,2020,October,7.3197,7.4317,0.112,1,123.6203091,123.6203091,"(120,130]",2020_October,0.61,Dry,1,33,10,hydrated,"(120,125]","(120,130]","(120,140]",5.600000000000023,0.9849294239541424,1.236203091,65.35446428571429,16.65548933989127,-0.21,seki
2020_October_QUKE_1.2,1.2,5,"2020_October_HP_QUKE_(40,50]",QUKE,HP,8.3,missing wet and dry weights,26,10,0.5,10,5,31,26,1,217.5,237,219.3,NA,0.4248,0,2020_October,2020,October,7.5705,7.7237,0.1532,1,NA,46.64289691473465,"(40,50]",2020_October,0.61,Dry,1,50,2,dry,"(45,50]","(40,50]","(40,60]",19.5,0.9801649468518974,0.4664289691473465,49.41579634464752,19.27653882228866,-0.106,seki
2020_October_QUKE_1.2,1.2,4,"2020_October_HP_QUKE_(130,140]",QUKE,HP,1.003,0,25,31,0.5,16,5,39,34,1,225,222.1,217.9,NA,1.1376,0,2020_October,2020,October,12.2956,12.6276,0.332,1,138.9121339,138.9121339,"(130,140]",2020_October,0.61,Dry,1,75,2,hydrated,"(135,140]","(130,140]","(120,140]",-2.9000000000000057,0.9737083848078812,1.389121339,37.03493975903614,17.396635190317305,-0.106,seki
2020_October_QUKE_1.2,1.2,3,"2020_October_HP_QUKE_(100,110]",QUKE,HP,3.443,0,34,18,0.5,18,6,41,35,1,224,237,224.5,NA,1.0679,0,2020_October,2020,October,7.5955,7.9503,0.3548,1,102.0126509,102.0126509,"(100,110]",2020_October,0.61,Dry,1,67,1.6666666666666667,hydrated,"(100,105]","(100,110]","(100,120]",13,0.955372753229438,1.020126509,21.40783540022548,18.29784691666432,-0.106,seki
2020_October_QUKE_1.3,1.3,4,"2020_October_HP_QUKE_(100,110]",QUKE,HP,3.728,0,32,14,0.5,14,3,32,29,1,225.5,223.3,223,NA,0.7669,0,2020_October,2020,October,12.3963,12.766,0.3697,1,102.1552915,102.1552915,"(100,110]",2020_October,0.61,Dry,1,67,3.3333333333333335,hydrated,"(100,105]","(100,110]","(100,120]",-2.1999999999999886,0.9710402631991226,1.021552915,33.53070056802813,18.980323697290068,-0.302,seki
2020_October_QUKE_1.3,1.3,3,"2020_October_HP_QUKE_(130,140]",QUKE,HP,1.369,0,34,16,0.5,16,4,51,47,1,232.5,238.9,226.9,NA,0.9805,0,2020_October,2020,October,7.3902,7.6353,0.2451,1,134.3013699,134.3013699,"(130,140]",2020_October,0.61,Dry,1,75,2.5,hydrated,"(130,135]","(130,140]","(120,140]",6.400000000000006,0.967899100231818,1.343013699,30.151774785801713,18.748633738799388,-0.302,seki
2020_October_QUKE_1.3,1.3,6,"2020_October_HP_QUKE_(50,60]",QUKE,HP,3.4,0,32,14,0.5,14,4,61,57,1,220.3,223.8,220.2,NA,0.6173,0,2020_October,2020,October,7.5794,7.7643,0.1849,1,52.40929705,52.40929705,"(50,60]",2020_October,0.61,Dry,1,50,2.5,dry,"(50,55]","(50,60]","(40,60]",3.5,0.976185876382932,0.5240929705,40.991887506760406,18.980323697290068,-0.302,seki
2020_October_QUKE_1.3,1.3,2,"2020_October_HP_QUKE_(160,170]",QUKE,HP,1.969,0,40,30,0.5,16,3,73,70,1,228.6,263.1,237.5,NA,1.7253,0,2020_October,2020,October,7.4687,7.9042,0.4355,1,163.2308846,163.2308846,"(160,170]",2020_October,0.61,Dry,1,33,3.3333333333333335,hydrated,"(160,165]","(160,170]","(160,180]",34.50000000000003,0.9449027099516712,1.632308846,17.14971297359357,19.524330837238363,-0.302,seki
2020_October_QUKE_1.4,1.4,9,"2020_October_HP_QUKE_(60,70]",QUKE,HP,7.222,0,38,11,0.5,14,2,29,24,1,251.6,251.1,250.1,NA,0.694,1,2020_October,2020,October,12.5747,12.8668,0.2921,1,65.86245772,65.86245772,"(60,70]",2020_October,0.61,Dry,1,100,5,moderate,"(65,70]","(60,70]","(60,80]",-0.5,0.9772981627133398,0.6586245771999999,43.04929818555289,19.809029922360843,-0.101,seki
2020_October_QUKE_1.4,1.4,5,"2020_October_HP_QUKE_(70,80]",QUKE,HP,6.412,0,38,15,0.5,15,4,50,46,1,217.5,221.9,218,NA,1.0063,0,2020_October,2020,October,7.6582,7.9971,0.3389,1,74.74636083,74.74636083,"(70,80]",2020_October,0.61,Dry,1,60,2.5,moderate,"(70,75]","(70,80]","(60,80]",4.400000000000006,0.9576221380250342,0.7474636083,22.59722632044851,19.532624853676737,-0.101,seki
2020_October_QUKE_1.4,1.4,4,"2020_October_HP_QUKE_(90,100]",QUKE,HP,4.7,0,34,19,0.5,19,5,67,55,1,215.8,227.6,214.2,NA,0.8732,0,2020_October,2020,October,12.6788,13.1441,0.4653,1,92.13861386,92.13861386,"(90,100]",2020_October,0.61,Dry,1,29,0.8333333333333334,hydrated,"(90,95]","(90,100]","(80,100]",11.799999999999985,0.9646000867309288,0.9213861386,27.248656780571675,18.093919544746072,-0.101,seki
2020_October_QUKE_1.4,1.4,8,"2020_October_HP_QUKE_(60,70]",QUKE,HP,6.255,0,40,16,0.5,16,4,83,79,1,289,303.8,224.5,NA,1.4989,0,2020_October,2020,October,7.6669,8.0046,0.3377,1,69.71511148,69.71511148,"(60,70]",2020_October,0.61,Dry,1,100,2.5,moderate,"(65,70]","(60,70]","(60,80]",14.800000000000011,0.9578117582390124,0.6971511148,22.70328694107196,19.524330837238363,-0.101,seki
2020_October_QUKE_1.5,1.5,5,"2020_October_HP_QUKE_(80,90]",QUKE,HP,5.508,0,35,15,0.5,15,6,45,39,1,221,224.4,218.5,NA,1.1514,0,2020_October,2020,October,7.5512,7.8347,0.2835,1,82.6048951,82.6048951,"(80,90]",2020_October,0.61,Dry,1,25,1.6666666666666667,moderate,"(80,85]","(80,90]","(80,100]",3.4000000000000057,0.9638148237966992,0.826048951,26.635626102292772,19.136037098739788,-0.309,seki
2020_October_QUKE_1.5,1.5,2,"2020_October_HP_QUKE_(60,70]",QUKE,HP,7.955,0,33,15,0.5,15,5,55,42,1,238.2,292.8,234.1,NA,2.2544,0,2020_October,2020,October,7.6837,7.947,0.2633,1,63.02058401,63.02058401,"(60,70]",2020_October,0.61,Dry,1,100,0.7692307692307693,moderate,"(60,65]","(60,70]","(60,80]",54.60000000000002,0.9668680005033344,0.6302058401,29.182301557159136,18.85845669471448,-0.309,seki
2020_October_QUKE_1.5,1.5,1,"2020_October_HP_QUKE_(150,160]",QUKE,HP,0.309,0,40,25,0.5,26,5,47.5,40.5,1,248.1,299,230.8,NA,2.0278,1,2020_October,2020,October,7.4684,7.9266,0.4582,1,152.2259136,152.2259136,"(150,160]",2020_October,0.61,Dry,1,67,2,hydrated,"(150,155]","(150,160]","(140,160]",50.900000000000006,0.942194635783312,1.5222591360000002,16.29943256219991,17.664870757501376,-0.309,seki
2020_October_QUKE_1.6,1.6,1,"2020_October_HP_QUKE_(140,150]",QUKE,HP,0.224,0,36,20,0.5,20,7,33,26,1,238.5,269.7,230.4,NA,1.9786,0,2020_October,2020,October,7.4194,7.6923,0.2729,1,142.4321503,142.4321503,"(140,150]",2020_October,0.61,Dry,1,67,1.4285714285714286,hydrated,"(140,145]","(140,150]","(140,160]",31.19999999999999,0.9645229645229644,1.4243215029999998,27.1872480762184,18.159020597145343,-0.224,seki
2020_October_QUKE_1.6,1.6,4,"2020_October_HP_QUKE_(30,40]",QUKE,HP,8,0,35,13,0.5,13,7,36,29,1,229.9,234,229.4,NA,0.5922,0,2020_October,2020,October,7.4824,7.5586,0.0762,1,35.32684284,35.32684284,"(30,40]",2020_October,0.61,Dry,1,100,1.4285714285714286,dry,"(35,40]","(30,40]","(20,40]",4.099999999999994,0.9899187680258248,0.3532684284,98.19422572178478,19.698861719290957,-0.224,seki
2020_October_QUKE_1.6,1.6,8,"2020_October_HP_QUKE_(100,110]",QUKE,HP,4.725,0,35,19,0.5,19,6,35,29,1,285,278.6,224.5,NA,0.5583,0,2020_October,2020,October,7.4401,7.6735,0.2334,1,100.3870968,100.3870968,"(100,110]",2020_October,0.61,Dry,1,67,1.6666666666666667,hydrated,"(100,105]","(100,110]","(100,120]",-6.399999999999977,0.9695836319801916,1.003870968,31.877035132819195,18.224797236895032,-0.224,seki
2020_October_QUKE_1.6,1.6,2,"2020_October_HP_QUKE_(110,120]",QUKE,HP,1.753,0,37,28,0.5,28,10,47.5,40.5,1,255.5,245,241.4,NA,1.9153,0,2020_October,2020,October,7.4399,7.722,0.2821,1,118.879056,118.879056,"(110,120]",2020_October,0.61,Dry,1,25,1,hydrated,"(115,120]","(110,120]","(100,120]",-10.5,0.9634680134680134,1.1887905600000002,26.37327188940092,17.067427027607522,-0.224,seki
2020_October_QUKE_1.7,1.7,8,"2020_October_HP_QUKE_(90,100]",QUKE,HP,5.016,0,32,11,0.5,11,7,28,21,1,275.8,268.8,224.5,NA,0.4682,0,2020_October,2020,October,7.5385,7.8592,0.3207,1,99.53445065,99.53445065,"(90,100]",2020_October,0.61,Dry,1,29,1.4285714285714286,hydrated,"(95,100]","(90,100]","(80,100]",-7,0.9591943200325732,0.9953445065,23.506392266916123,19.910087203490814,-0.235,seki
2020_October_QUKE_1.7,1.7,4,"2020_October_HP_QUKE_(30,40]",QUKE,HP,8.25,0,28,9,0.5,9,6,34,28,1,223.1,234.9,221.8,NA,0.4418,0,2020_October,2020,October,7.6118,7.7209,0.1091,1,30.33926585,30.33926585,"(30,40]",2020_October,0.61,Dry,1,100,1.6666666666666667,dry,"(30,35]","(30,40]","(20,40]",11.800000000000011,0.9858695229830718,0.3033926585,69.76901924839596,20.00937574619676,-0.235,seki
2020_October_QUKE_1.7,1.7,7,"2020_October_HP_QUKE_(60,70]",QUKE,HP,6.321,0,28.5,18,0.5,18,4,34,30,1,225.6,228.1,224.9,NA,0.6422,0,2020_October,2020,October,7.6265,7.8627,0.2362,1,63.64861223,63.64861223,"(60,70]",2020_October,0.61,Dry,1,100,2.5,moderate,"(60,65]","(60,70]","(60,80]",2.5,0.9699594286949776,0.6364861223,32.288314987298904,17.520687626037148,-0.235,seki
2020_October_QUKE_1.7,1.7,1,"2020_October_HP_QUKE_(140,150]",QUKE,HP,0.235,0,32,26,0.5,26,6,45,39,1,256.7,251.7,248.6,NA,1.0946,0,2020_October,2020,October,7.3962,7.724,0.3278,1,148.8646685,148.8646685,"(140,150]",2020_October,0.61,Dry,1,67,1.6666666666666667,hydrated,"(145,150]","(140,150]","(140,160]",-5,0.9575608493008804,1.488646685,22.56314826113484,16.71025176007265,-0.235,seki
2020_October_QUKE_1.7,1.7,2,"2020_October_HP_QUKE_(150,160]",QUKE,HP,0.982,0,35,18,0.5,18,7,55,48,1,240.3,247.1,238.3,NA,1.2631,0,2020_October,2020,October,7.3455,7.5806,0.2351,1,152.5632706,152.5632706,"(150,160]",2020_October,0.61,Dry,1,67,1.4285714285714286,hydrated,"(150,155]","(150,160]","(140,160]",6.799999999999983,0.968986623750099,1.525632706,31.244151424925565,18.430199664769876,-0.235,seki
2020_October_QUKE_1.7,1.7,5,"2020_October_HP_QUKE_(100,110]",QUKE,HP,3.312,0,30,18,0.5,18,5,63,58,1,212.3,207.8,206.3,NA,0.6864,0,2020_October,2020,October,7.5378,7.8371,0.2993,1,105.9469027,105.9469027,"(100,110]",2020_October,0.61,Dry,1,67,2,hydrated,"(105,110]","(100,110]","(100,120]",-4.5,0.9618098531344502,1.059469027,25.18476445038423,17.741301992211852,-0.235,seki
2020_October_QUKE_1.7,1.7,3,"2020_October_HP_QUKE_(100,110]",QUKE,HP,2.027,0,31,15,0.5,15,7,96,89,1,215.8,225.5,219,NA,1.0223,0,2020_October,2020,October,7.6455,8.1099,0.4644,1,109.476662,109.476662,"(100,110]",2020_October,0.61,Dry,1,67,1.4285714285714286,hydrated,"(105,110]","(100,110]","(100,120]",9.699999999999989,0.942736655199201,1.09476662,16.463178294573645,18.56960989915385,-0.235,seki
2020_October_QUKE_1.8,1.8,6,"2020_October_HP_QUKE_(100,110]",QUKE,HP,2.808,0,34,20,0.5,20,5,33,28,1,220.7,223.6,222.9,NA,0.4174,0,2020_October,2020,October,12.54,12.8987,0.3587,1,103.4313725,103.4313725,"(100,110]",2020_October,0.61,Dry,1,67,2,hydrated,"(100,105]","(100,110]","(100,120]",2.9000000000000057,0.972190995991844,1.034313725,34.95957624756063,17.90254154956126,-0.443,seki
2020_October_QUKE_1.8,1.8,4,"2020_October_HP_QUKE_(100,110]",QUKE,HP,4.761,0,30,14,0.5,14,2,55,53,1,223.4,245.4,228.4,NA,0.7669,0,2020_October,2020,October,7.4757,7.7685,0.2928,1,109.4988781,109.4988781,"(100,110]",2020_October,0.61,Dry,1,67,5,hydrated,"(105,110]","(100,110]","(100,120]",22,0.9623093261247344,1.094988781,25.531762295081965,18.681427188105857,-0.443,seki
2020_October_QUKE_1.9,1.9,4,"2020_October_HP_QUKE_(100,110]",QUKE,HP,2.498,0,30,12,0.5,12,5,58,53,1,227.1,230.1,227.2,NA,0.6846,0,2020_October,2020,October,7.6383,8.0197,0.3814,1,107.9230334,107.9230334,"(100,110]",2020_October,0.61,Dry,1,67,2,hydrated,"(105,110]","(100,110]","(100,120]",3,0.9524421113009216,1.079230334,20.027005768222335,19.266607156978655,-0.179,seki
2020_October_QUKE_1.9,1.9,3,"2020_October_HP_QUKE_(130,140]",QUKE,HP,1.885,0,36,20,0.5,20,4,95,91,1,226.3,226.5,224.4,NA,0.8773,0,2020_October,2020,October,7.4507,7.7061,0.2554,1,131.6494845,131.6494845,"(130,140]",2020_October,0.61,Dry,1,75,2.5,hydrated,"(130,135]","(130,140]","(120,140]",0.19999999999998863,0.9668574246376248,1.316494845,29.172670321064995,18.159020597145343,-0.179,seki
2019_December_CEME_4,4,1,"2019_December_EPI_CEME_(90,100]",CEME,EPI,0.58,0,2,13,24,69,3,119,60,1,279.3,343.2,278.79999999999995,100,0.576,1,2019_December,2019,December,0.2568,0.5038,0.247,St. Marys,96.18380062,96.18380062,"(90,100]",2019_December,3.69,Wet,1,80,3.33333333333333,hydrated,"(95,100]","(90,100]","(80,100]",63.9,0.509726081778483,0.9618380062,1.03967611336032,5.679073397820347,-0.58,local
2019_December_CEME_5,5,1,"2019_December_EPI_CEME_(120,130]",CEME,EPI,0.25,0,5,3,24,63,7,171,104,1,283.6,312.3,278.79999999999995,100,0.512,1,2019_December,2019,December,0.3617,0.799,0.4373,St. Marys,120.9012994,120.9012994,"(120,130]",2019_December,3.69,Wet,1,86,1.42857142857143,hydrated,"(120,125]","(120,130]","(120,140]",28.7,0.452690863579474,1.209012994,0.827120969586096,6.410795188267216,-0.25,local
2019_December_CEME_8,8,1,"2019_December_EPI_CEME_(110,120]",CEME,EPI,0.317,0,7,9,27,36,8,128,93,1,265.3,296.8,278.79999999999995,100,0.584,1,2019_December,2019,December,0.1522,0.4932,0.341,St. Marys,NA,111.15935358594,"(110,120]",2019_December,3.69,Wet,1,54,1.25,hydrated,"(110,115]","(110,120]","(100,120]",23.45,0.308596918085969,1.1115935358594,0.44633431085044,8.435601681406824,-0.317,local
2019_December_CEME_5,5,2,"2019_December_EPI_CEME_(120,130]",CEME,EPI,1.92,0,5,9,40,49,1,113,72,1,276.7,283,278.79999999999995,100,0.616,1,2019_December,2019,December,0.6442,1.4412,0.797,St. Marys,123.7289451,123.7289451,"(120,130]",2019_December,3.69,Wet,1,86,10,hydrated,"(120,125]","(120,130]","(120,140]",6.30000000000001,0.446988620593949,1.237289451,0.808281053952321,7.071740845122855,-0.25,local
