individual,sample,round,model_spp_gr,spp,model,mpa,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,start_temp,temp_max,ignition_temp,prop_new,sample_wt,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,lfm_outliers_out,lfm_n_as_imputed,gr,precip_2month,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,flam_index,max_mpa_sample,location
2020_October_CECO_2.2,2.2,5,"2020_October_EPI_CECO_(60,70]",CECO,EPI,5.05,0,8.5,12,29,41,7,112,76,1,276.2,319,286.7,NA,0.4342,1,2020_October,2020,October,7.4398,7.6482,0.2084,2,65.39064951,65.39064951,"(60,70]",2020_October,0.61,Dry,1,64,1.4285714285714286,moderate,"(65,70]","(60,70]","(60,80]",42.80000000000001,0.972751758583719,0.6539064951,35.69961612284069,13.100903426052746,-0.199,seki
2020_October_CECO_2.2,2.2,4,"2020_October_EPI_CECO_(80,90]",CECO,EPI,2.724,0,8.3,7,27,34,13,127,87,1,268.1,359.7,271.7,NA,0.5326,1,2020_October,2020,October,12.3887,12.6191,0.2304,2,86.48648649,86.48648649,"(80,90]",2020_October,0.61,Dry,1,57,0.7692307692307693,moderate,"(85,90]","(80,90]","(80,100]",91.59999999999997,0.9817419625805328,0.8648648649,53.77039930555556,13.959013148030015,-0.199,seki
2020_October_CECO_2.3,2.3,3,"2020_October_EPI_CECO_(80,90]",CECO,EPI,2.983,0,0.5,3,39,42,1,102,62,1,277.4,301.2,297.6,NA,0.5076,1,2020_October,2020,October,12.5409,12.789,0.2481,2,81.45108339,81.45108339,"(80,90]",2020_October,0.61,Dry,1,57,10,moderate,"(80,85]","(80,90]","(80,100]",23.80000000000001,0.9806005160684964,0.8145108338999999,50.547762998790816,9.876508614358547,-0.107,seki
2020_October_CECO_2.3,2.3,2,"2020_October_EPI_CECO_(100,110]",CECO,EPI,0.775,0,8,6,22,28,8,98,68,1,277.2,311.2,281.4,NA,0.4698,1,2020_October,2020,October,7.496,7.7557,0.2597,2,108.4795322,108.4795322,"(100,110]",2020_October,0.61,Dry,1,31,1.25,hydrated,"(105,110]","(100,110]","(100,120]",34,0.966514950294622,1.084795322,28.86407393145938,14.890833774892322,-0.107,seki
2020_October_CECO_2.3,2.3,4,"2020_October_EPI_CECO_(70,80]",CECO,EPI,4.046,0,10.5,9,18,27,5,112,89,1,272.1,291.1,277.5,NA,0.4615,1,2020_October,2020,October,12.4681,12.6459,0.1778,2,73.10855263,73.10855263,"(70,80]",2020_October,0.61,Dry,1,33,2,moderate,"(70,75]","(70,80]","(60,80]",19,0.9859401070702758,0.7310855263,70.12429696287964,16.004444365393123,-0.107,seki
2020_October_CECO_2.3,2.3,7,"2020_October_EPI_CECO_(50,60]",CECO,EPI,5.94,0,2.5,9,49,58,8,157,100,1,265.8,327.4,323.9,NA,0.5262,1,2020_October,2020,October,12.3646,12.5841,0.2195,2,55.9663437,55.9663437,"(50,60]",2020_October,0.61,Dry,1,70,1.25,dry,"(55,60]","(50,60]","(40,60]",61.599999999999966,0.9825573541214708,0.559663437,56.330751708428245,9.632855859211782,-0.107,seki
2020_October_CECO_2.4,2.4,1,"2020_October_EPI_CECO_(120,130]",CECO,EPI,0.169,0,4,16,25,41,9,81,47,1,267.1,282.5,267.8,NA,0.4337,1,2020_October,2020,October,7.4788,7.7868,0.308,2,123.5459286,123.5459286,"(120,130]",2020_October,0.61,Dry,1,50,1.1111111111111112,hydrated,"(120,125]","(120,130]","(120,140]",15.399999999999975,0.9604458827759798,1.235459286,24.28181818181818,11.485693808449827,-0.169,seki
2020_October_CECO_2.4,2.4,7,"2020_October_EPI_CECO_(40,50]",CECO,EPI,5.626,0,12,7,28,35,8,160,124,1,265.9,355.5,267.4,NA,0.4924,1,2020_October,2020,October,12.6735,12.939,0.2655,2,48.4223965,48.4223965,"(40,50]",2020_October,0.61,Dry,1,75,1.25,dry,"(45,50]","(40,50]","(40,60]",89.60000000000002,0.9794806399258056,0.484223965,47.73446327683616,14.986411570567476,-0.169,seki
2020_October_CECO_2.4,2.4,5,"2020_October_EPI_CECO_(80,90]",CECO,EPI,4.574,0,6,7,33,40,15,208,160,1,265.9,341.9,264.9,NA,0.5,1,2020_October,2020,October,7.479,7.6657,0.1867,2,80.06003431,80.06003431,"(80,90]",2020_October,0.61,Dry,1,57,0.6666666666666666,moderate,"(80,85]","(80,90]","(80,100]",76,0.9756447552082652,0.8006003431000001,40.058918050348154,12.3557675460286,-0.169,seki
2020_October_CECO_2.5,2.5,4,"2020_October_EPI_CECO_(100,110]",CECO,EPI,1.648,0,8,17,23,40,3,105,79,1,276.4,314.2,303.2,NA,0.4988,1,2020_October,2020,October,12.4462,12.7065,0.2603,2,100.4243827,100.4243827,"(100,110]",2020_October,0.61,Dry,1,31,3.3333333333333335,hydrated,"(100,105]","(100,110]","(100,120]",37.80000000000001,0.9795144217526462,1.004243827,47.81482904341145,13.053652984483527,-0.138,seki
2020_October_QUKE_1.2,1.2,1,"2020_October_EPI_QUKE_(160,170]",QUKE,EPI,0.106,0,15,5,22,27,1,45,22,1,279.2,357.3,326.9,NA,0.5953,1,2020_October,2020,October,12.3621,12.7934,0.4313,1,161.2939417,161.2939417,"(160,170]",2020_October,0.61,Dry,1,33,10,hydrated,"(160,165]","(160,170]","(160,180]",78.10000000000002,0.9662873043913268,1.612939417,28.662415951773703,14.149612083860502,-0.106,seki
2020_October_QUKE_1.4,1.4,2,"2020_October_EPI_QUKE_(90,100]",QUKE,EPI,1.302,0,15,2,7,9,1,38,30,1,289.7,290.2,275.5,NA,0.4043,1,2020_October,2020,October,7.5532,7.8563,0.3031,1,98.95527261,98.95527261,"(90,100]",2020_October,0.61,Dry,1,18,10,hydrated,"(95,100]","(90,100]","(80,100]",0.5,0.961419497727938,0.9895527261,24.91982843945893,18.90603559619416,-0.101,seki
2020_October_QUKE_1.4,1.4,6,"2020_October_EPI_QUKE_(70,80]",QUKE,EPI,4.008,0,17,6,11,17,3,75,61,1,268.7,292.9,238.6,NA,0.4622,1,2020_October,2020,October,12.5083,12.7551,0.2468,1,78.20025349,78.20025349,"(70,80]",2020_October,0.61,Dry,1,17,3.3333333333333335,moderate,"(75,80]","(70,80]","(60,80]",24.19999999999999,0.9806508769041404,0.7820025348999999,50.68192868719611,16.57826812332986,-0.101,seki
2020_October_QUKE_1.5,1.5,2,"2020_October_EPI_QUKE_(60,70]",QUKE,EPI,7.955,0,14,2,10,12,3,40,27,1,266.8,266.1,246.1,NA,0.4446,1,2020_October,2020,October,7.6837,7.947,0.2633,1,63.02058401,63.02058401,"(60,70]",2020_October,0.61,Dry,1,25,3.3333333333333335,moderate,"(60,65]","(60,70]","(60,80]",-0.6999999999999886,0.9668680005033344,0.6302058401,29.182301557159136,17.33534610096451,-0.309,seki
2020_October_QUKE_1.5,1.5,3,"2020_October_EPI_QUKE_(110,120]",QUKE,EPI,3.983,0,15,10,29,39,3,63,31,1,279.5,312.7,311.8,NA,0.5032,1,2020_October,2020,October,7.4938,7.924,0.4302,1,116.9339494,116.9339494,"(110,120]",2020_October,0.61,Dry,1,25,3.3333333333333335,hydrated,"(115,120]","(110,120]","(100,120]",33.19999999999999,0.9457092377587076,1.169339494,17.419339841933983,12.825817837709389,-0.309,seki
2020_October_QUKE_1.6,1.6,1,"2020_October_EPI_QUKE_(140,150]",QUKE,EPI,0.224,0,15,2,5,7,6,51,40,1,266,255.3,246.3,NA,0.4641,1,2020_October,2020,October,7.4194,7.6923,0.2729,1,142.4321503,142.4321503,"(140,150]",2020_October,0.61,Dry,1,20,1.6666666666666667,hydrated,"(140,145]","(140,150]","(140,160]",-10.699999999999989,0.9645229645229644,1.4243215029999998,27.1872480762184,19.976569663072674,-0.224,seki
2020_October_QUKE_1.7,1.7,5,"2020_October_EPI_QUKE_(100,110]",QUKE,EPI,3.312,0,20.5,10,7,17,3,68,50,1,278.4,277.8,246.5,NA,0.4767,1,2020_October,2020,October,7.5378,7.8371,0.2993,1,105.9469027,105.9469027,"(100,110]",2020_October,0.61,Dry,1,9,0.9090909090909092,hydrated,"(105,110]","(100,110]","(100,120]",-0.5999999999999659,0.9618098531344502,1.059469027,25.18476445038423,17.370256641816944,-0.235,seki
2020_October_QUKE_1.9,1.9,2,"2020_October_EPI_QUKE_(90,100]",QUKE,EPI,5.542,0,15,4,15,19,2,37,20,1,276.8,333,301.2,NA,0.4962,1,2020_October,2020,October,7.5171,7.7848,0.2677,1,91.27173542,91.27173542,"(90,100]",2020_October,0.61,Dry,1,18,5,hydrated,"(90,95]","(90,100]","(80,100]",56.19999999999999,0.9656124755934642,0.9127173542,28.080313784086663,15.59247777014161,-0.179,seki
2020_October_ARPA_1.1,1.1,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.072,0,39,118,0.5,50,16,99,78,1,255.4,251.4,229.6,NA,4.9213,1,2020_October,2020,October,6.6265,7.0918,0.4653,1,115.8615538,115.8615538,"(110,120]",2020_October,0.61,Dry,1,90,0.625,hydrated,"(115,120]","(110,120]","(100,120]",-4,0.9343890126625116,1.158615538,14.241349666881582,24.18300911629532,-0.072,seki
2020_October_ARPA_1.1,1.1,6,"2020_October_HP_ARPA_(80,90]",ARPA,HP,4.008,0,30,41,0.5,41,23,172,149,1,236.2,397.9,251.6,NA,4.6885,0,2020_October,2020,October,12.6946,13.2866,0.592,1,88.39779006,88.39779006,"(80,90]",2020_October,0.61,Dry,1,90,0.43478260869565216,moderate,"(85,90]","(80,90]","(80,100]",161.7,0.9554438306263452,0.8839779006,21.44358108108108,25.562657442093847,-0.072,seki
2020_October_ARPA_1.1,1.1,4,"2020_October_HP_ARPA_(90,100]",ARPA,HP,3.025,0,33,86,0.5,97,10,188,167,1,267.7,308.6,296.7,NA,2.7459,1,2020_October,2020,October,7.758,8.1134,0.3554,1,95.97623548,95.97623548,"(90,100]",2020_October,0.61,Dry,1,85,1,hydrated,"(95,100]","(90,100]","(80,100]",40.900000000000034,0.9561959227943896,0.9597623548,21.828925154755204,15.596262876537873,-0.072,seki
2020_October_ARPA_1.1,1.1,8,"2020_October_HP_ARPA_(70,80]",ARPA,HP,5.761,0,29,33,0.5,33,19,260,241,1,250.1,340,267.2,NA,3.5604,0,2020_October,2020,October,7.7799,8.2074,0.4275,1,71.06050532,71.06050532,"(70,80]",2020_October,0.61,Dry,1,90,0.5263157894736842,moderate,"(70,75]","(70,80]","(60,80]",89.9,0.9479128591271292,0.7106050532,18.19859649122807,28.87239829976474,-0.072,seki
2020_October_ARPA_1.2,1.2,6,"2020_October_HP_ARPA_(80,90]",ARPA,HP,4.9,0,25,32,0.5,32,25,26,1,1,252.6,337.9,238.1,NA,3.6122,0,2020_October,2020,October,12.6388,13.0372,0.3984,1,82.86189684,82.86189684,"(80,90]",2020_October,0.61,Dry,1,90,0.4,moderate,"(80,85]","(80,90]","(80,100]",85.29999999999998,0.9694412910747706,0.8286189684,31.72389558232932,28.361766116274836,-0.109,seki
2020_October_ARPA_1.2,1.2,2,"2020_October_HP_ARPA_(110,120]",ARPA,HP,1.859,0,21,47,0.5,47,47,138,91,1,212.5,413.5,241.4,NA,5.5904,0,2020_October,2020,October,7.7409,8.2782,0.5373,1,110.7378401,110.7378401,"(110,120]",2020_October,0.61,Dry,1,90,0.2127659574468085,hydrated,"(110,115]","(110,120]","(100,120]",201,0.9350945857795172,1.107378401,14.407035175879397,21.60339610045547,-0.109,seki
2020_October_ARPA_1.2,1.2,8,"2020_October_HP_ARPA_(70,80]",ARPA,HP,5.802,0,30,28,0.5,28,17,123,106,1,276.7,302,262.6,NA,2.7185,0,2020_October,2020,October,7.7855,8.1916,0.4061,1,72.67358626,72.67358626,"(70,80]",2020_October,0.61,Dry,1,90,0.5882352941176471,moderate,"(70,75]","(70,80]","(60,80]",25.30000000000001,0.9504248254309292,0.7267358625999999,19.17138635803989,32.04645130988032,-0.109,seki
2020_October_ARPA_1.2,1.2,4,"2020_October_HP_ARPA_(140,150]",ARPA,HP,2.006,0,28,40,0.5,40,26,175,149,1,271.7,283.6,266.6,NA,3.2441,0,2020_October,2020,October,7.6406,8.2288,0.5882,1,145.1628825,145.1628825,"(140,150]",2020_October,0.61,Dry,1,100,0.38461538461538464,hydrated,"(145,150]","(140,150]","(140,160]",11.900000000000034,0.9285193466848144,1.451628825,12.98979938796328,25.511714853941346,-0.109,seki
2020_October_ARPA_1.2,1.2,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.109,0,21,50,0.5,50,33,329,296,1,228.8,286.3,249.7,NA,3.1326,0,2020_October,2020,October,7.5641,7.9235,0.3594,1,112.1722846,112.1722846,"(110,120]",2020_October,0.61,Dry,1,90,0.30303030303030304,hydrated,"(110,115]","(110,120]","(100,120]",57.5,0.9546412570202562,1.121722846,21.04646633277685,20.802828870250085,-0.109,seki
2020_October_ARPA_1.3,1.3,6,"2020_October_HP_ARPA_(80,90]",ARPA,HP,4.883,0,32,113,0.5,121,11,141,122,1,240.2,270.8,264.1,NA,2.666,1,2020_October,2020,October,12.6091,13.0226,0.4135,1,84.92503594,84.92503594,"(80,90]",2020_October,0.61,Dry,1,90,0.9090909090909092,moderate,"(80,85]","(80,90]","(80,100]",30.600000000000023,0.9682475081780904,0.8492503594,30.493591293833138,13.67468265975651,-0.113,seki
2020_October_ARPA_1.3,1.3,1,"2020_October_HP_ARPA_(120,130]",ARPA,HP,0.113,0,23,50,0.5,50,14,213,199,1,279,335.3,282.2,NA,3.2273,0,2020_October,2020,October,7.685,8.2372,0.5522,1,128.18013,128.18013,"(120,130]",2020_October,0.61,Dry,1,90,0.7142857142857143,hydrated,"(125,130]","(120,130]","(120,140]",56.30000000000001,0.9329626572136164,1.2818013,13.917059036580948,21.24679281814752,-0.113,seki
2020_October_ARPA_1.3,1.3,5,"2020_October_HP_ARPA_(70,80]",ARPA,HP,5.558,0,31,88,0.5,117,6,329,294,1,243.9,261.2,260.8,NA,3.948,1,2020_October,2020,October,12.6346,13.0247,0.3901,1,75.26529037,75.26529037,"(70,80]",2020_October,0.61,Dry,1,90,1.6666666666666667,moderate,"(75,80]","(70,80]","(60,80]",17.299999999999983,0.9700492141853556,0.7526529037,32.38810561394514,13.819589127281777,-0.113,seki
2020_October_ARPA_1.3,1.3,4,"2020_October_HP_ARPA_(90,100]",ARPA,HP,3.749,0,35,40,0.5,40,46,172,150,1,254.1,266.7,249.4,NA,3.0409,0,2020_October,2020,October,7.4485,7.6853,0.2368,1,95.36850584,95.36850584,"(90,100]",2020_October,0.61,Dry,1,85,0.21739130434782608,hydrated,"(95,100]","(90,100]","(80,100]",12.599999999999994,0.9691879302044164,0.9536850584,31.45481418918919,26.959813901549023,-0.113,seki
2020_October_ARPA_1.4,1.4,3,"2020_October_HP_ARPA_(40,50]",ARPA,HP,3.377,0,26,40,0.5,40,12,45,33,1,254.1,253.3,249.4,NA,2.8179,0,2020_October,2020,October,7.5363,7.6928,0.1565,1,44.49815183,44.49815183,"(40,50]",2020_October,0.61,Dry,1,100,0.8333333333333334,dry,"(40,45]","(40,50]","(40,60]",-0.799999999999983,0.9796563019966722,0.4449815183,48.155271565495205,25.056802021716333,-0.134,seki
2020_October_ARPA_1.4,1.4,1,"2020_October_HP_ARPA_(120,130]",ARPA,HP,0.134,0,32,70,0.5,70,32,111,79,1,272,300.9,278.4,NA,4.0751,0,2020_October,2020,October,7.4659,7.7667,0.3008,1,125.7525084,125.7525084,"(120,130]",2020_October,0.61,Dry,1,90,0.3125,hydrated,"(125,130]","(120,130]","(120,140]",28.899999999999977,0.9612705524868992,1.257525084,24.820146276595747,18.75936384846706,-0.134,seki
2020_October_ARPA_1.4,1.4,4,"2020_October_HP_ARPA_(120,130]",ARPA,HP,0.743,0,31,41,0.5,41,46,135,89,1,256.3,332.3,278.8,NA,4.9927,0,2020_October,2020,October,7.5529,7.9389,0.386,1,124.516129,124.516129,"(120,130]",2020_October,0.61,Dry,1,90,0.21739130434782608,hydrated,"(120,125]","(120,130]","(120,140]",76,0.9513786544735416,1.24516129,19.567098445595853,25.770527258416152,-0.134,seki
2020_October_ARPA_1.4,1.4,3,"2020_October_HP_ARPA_(40,50]",ARPA,HP,3.377,0,29,32,0.5,32,20,129,109,1,235.6,263.6,238.5,NA,2.8179,0,2020_October,2020,October,7.5363,7.6928,0.1565,1,44.49815183,44.49815183,"(40,50]",2020_October,0.61,Dry,1,100,0.5,dry,"(40,45]","(40,50]","(40,60]",28.00000000000003,0.9796563019966722,0.4449815183,48.155271565495205,29.401697144999932,-0.134,seki
2020_October_ARPA_1.4,1.4,2,"2020_October_HP_ARPA_(120,130]",ARPA,HP,2.047,0,36,143,0.5,50,10,138,128,1,218.5,234.9,231.6,NA,4.0073,0,2020_October,2020,October,7.7463,8.5047,0.7584,1,127.0564584,127.0564584,"(120,130]",2020_October,0.61,Dry,1,90,1,hydrated,"(125,130]","(120,130]","(120,140]",16.400000000000006,0.9108257786870788,1.270564584,10.214003164556962,23.70398704961828,-0.134,seki
2020_October_ARPA_1.4,1.4,7,"2020_October_HP_ARPA_(80,90]",ARPA,HP,4.931,0,24,31,0.5,31,27,241,214,1,224,224.7,221,NA,2.1549,0,2020_October,2020,October,7.7187,8.1524,0.4337,1,84.00154949,84.00154949,"(80,90]",2020_October,0.61,Dry,1,90,0.3703703703703703,moderate,"(80,85]","(80,90]","(80,100]",0.6999999999999886,0.9468009420538736,0.8400154949,17.797325340096844,28.61606512236918,-0.134,seki
2020_October_ARPA_1.4,1.4,5,"2020_October_HP_ARPA_(90,100]",ARPA,HP,4.063,0,28,43,0.5,43,25,281,256,1,246.4,263.7,240.7,NA,3.7797,0,2020_October,2020,October,12.4718,12.8324,0.3606,1,98.41703057,98.41703057,"(90,100]",2020_October,0.61,Dry,1,85,0.4,hydrated,"(95,100]","(90,100]","(80,100]",17.299999999999983,0.971899255010754,0.9841703057,34.58624514697726,24.417735168248814,-0.134,seki
2020_October_ARPA_1.4,1.4,8,"2020_October_HP_ARPA_(40,50]",ARPA,HP,10,no lfm,36,43,0.5,43,10,271,261,1,240.8,275.5,241.5,NA,2.8179,0,2020_October,2020,October,7.5363,7.6928,0.1565,1,NA,41.581418092498794,"(40,50]",2020_October,0.61,Dry,1,100,1,dry,"(40,45]","(40,50]","(40,60]",34.69999999999999,0.9796563019966722,0.4158141809249879,48.155271565495205,25.985892163833853,-0.134,seki
2020_October_ARPA_1.5,1.5,5,"2020_October_HP_ARPA_(90,100]",ARPA,HP,2.108,0,31,48,0.5,48,33,129,96,1,245.3,337.2,239.9,NA,4.067,0,2020_October,2020,October,12.7318,13.1749,0.4431,1,99.48361024,99.48361024,"(90,100]",2020_October,0.61,Dry,1,85,0.30303030303030304,hydrated,"(95,100]","(90,100]","(80,100]",91.89999999999998,0.9663678661697622,0.9948361024,28.733468742947416,23.414388629474583,-0.084,seki
2020_October_ARPA_1.5,1.5,4,"2020_October_HP_ARPA_(140,150]",ARPA,HP,1.382,0,21,51,0.5,51,20,229,157,1,239.1,270.2,246.6,NA,3.4052,0,2020_October,2020,October,7.5942,8.1631,0.5689,1,143.8068756,143.8068756,"(140,150]",2020_October,0.61,Dry,1,100,0.1388888888888889,hydrated,"(140,145]","(140,150]","(140,160]",31.09999999999999,0.9303083387438597,1.438068756,13.348918966426435,20.552782937456275,-0.084,seki
2020_October_ARPA_1.5,1.5,2,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.998,0,35,83,0.5,83,14,172,158,1,224.5,247.6,221.5,NA,3.3096,0,2020_October,2020,October,7.5855,8.0201,0.4346,1,119.9227373,119.9227373,"(110,120]",2020_October,0.61,Dry,1,90,0.7142857142857143,hydrated,"(115,120]","(110,120]","(100,120]",23.09999999999999,0.945811149486914,1.199227373,17.45398067188219,17.32987996289332,-0.084,seki
2020_October_ARPA_1.5,1.5,1,"2020_October_HP_ARPA_(120,130]",ARPA,HP,0.084,0,40,71,0.5,71,35,199,164,1,269.6,324.8,294.3,NA,4.0787,0,2020_October,2020,October,7.4987,7.8318,0.3331,1,125.0844912,125.0844912,"(120,130]",2020_October,0.61,Dry,1,90,0.2857142857142857,hydrated,"(125,130]","(120,130]","(120,140]",55.19999999999999,0.9574682703848412,1.250844912,22.51185830081057,19.664938770991036,-0.084,seki
2020_October_ARPA_1.5,1.5,3,"2020_October_HP_ARPA_(100,110]",ARPA,HP,3.128,0,40,51,0.5,50,20,195,175,1,266.9,280.6,262.7,NA,4.2343,0,2020_October,2020,October,7.6145,7.9789,0.3644,1,101.98712570000001,101.98712570000001,"(100,110]",2020_October,0.61,Dry,1,100,0.5,hydrated,"(100,105]","(100,110]","(100,120]",13.700000000000044,0.9543295441727556,1.019871257,20.89599341383095,24.33650022555657,-0.084,seki
2020_October_ARPA_1.5,1.5,7,"2020_October_HP_ARPA_(70,80]",ARPA,HP,5.2,missing dry wt,14,90,0.5,90,12,222,210,1,222.3,233.9,229.7,NA,4.3114,0,2020_October,2020,October,10.11585,8.5565,8.5565,1,NA,78.99033605692841,"(70,80]",2020_October,0.61,Dry,1,90,0.8333333333333334,moderate,"(75,80]","(70,80]","(60,80]",11.599999999999994,1.182241570735698,0.7899033605692841,1.182241570735698,13.393505202820636,-0.084,seki
2020_October_ARPA_1.6,1.6,6,"2020_October_HP_ARPA_(90,100]",ARPA,HP,3.801,0,35,125,0.5,50,7,84,77,1,200.4,198.7,249.7,NA,2.6618,0,2020_October,2020,October,12.674,13.1029,0.4289,1,91.95969125,91.95969125,"(90,100]",2020_October,0.61,Dry,1,85,1.4285714285714286,hydrated,"(90,95]","(90,100]","(80,100]",-1.700000000000017,0.967266788268246,0.9195969125,29.550011657729073,23.53782807404533,-0.186,seki
2020_October_ARPA_1.6,1.6,2,"2020_October_HP_ARPA_(100,110]",ARPA,HP,0.781,0,32,85,0.5,85,20,96,96,1,240.4,262.5,250.7,NA,2.747,0,2020_October,2020,October,7.5346,7.8846,0.35,1,106.4476886,106.4476886,"(100,110]",2020_October,0.61,Dry,1,100,0.47619047619047616,hydrated,"(105,110]","(100,110]","(100,120]",22.09999999999999,0.955609669482282,1.064476886,21.527428571428572,16.7116868086696,-0.186,seki
2020_October_ARPA_1.6,1.6,5,"2020_October_HP_ARPA_(120,130]",ARPA,HP,2.137,missing flam weight,36,81,0.5,81,29,150,121,1,235.6,256.7,238,NA,4.0751,0,2020_October,2020,October,7.4286,7.7881,0.3595,1,123.8374096,123.8374096,"(120,130]",2020_October,0.61,Dry,1,90,0.3448275862068966,hydrated,"(120,125]","(120,130]","(120,140]",21.09999999999999,0.9538398325650672,1.238374096,20.663699582753825,17.705487815076044,-0.186,seki
2020_October_ARPA_1.6,1.6,4,"2020_October_HP_ARPA_(90,100]",ARPA,HP,3.484,0,40,44,0.5,44,11,194,183,1,254.4,377,243.9,NA,2.4975,0,2020_October,2020,October,7.4999,7.848,0.3481,1,94.97953615,94.97953615,"(90,100]",2020_October,0.61,Dry,1,85,0.9090909090909092,hydrated,"(90,95]","(90,100]","(80,100]",122.6,0.955644750254842,0.9497953615,21.54524561907498,26.309068526220145,-0.186,seki
2020_October_ARPA_1.6,1.6,3,"2020_October_HP_ARPA_(100,110]",ARPA,HP,1.542,0,32,66,0.5,66,10,223,213,1,281.3,310.8,285.3,NA,2.7888,0,2020_October,2020,October,7.4866,7.7405,0.2539,1,107.4027073,107.4027073,"(100,110]",2020_October,0.61,Dry,1,100,1,hydrated,"(105,110]","(100,110]","(100,120]",29.5,0.9671985013887991,1.074027073,29.4864119732178,19.43757535209425,-0.186,seki
2020_October_ARPA_1.6,1.6,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.186,0,35,28,0.5,40,29,293,252,1,281.8,359.7,277.5,NA,2.9491,0,2020_October,2020,October,7.4477,7.712,0.2643,1,114.1684665,114.1684665,"(110,120]",2020_October,0.61,Dry,1,90,0.3448275862068966,hydrated,"(110,115]","(110,120]","(100,120]",77.89999999999998,0.965728734439834,1.141684665,28.17896329928112,26.959813901549023,-0.186,seki
2020_October_ARPA_2.1,2.1,1,"2020_October_HP_ARPA_(110,120]",ARPA,HP,0.13,0,27,45,0.5,45,33,87,54,1,294.6,323,288.3,NA,3.1574,0,2020_October,2020,October,7.854,8.0085,0.1545,2,NA,118.5035056568572,"(110,120]",2020_October,0.61,Dry,1,90,0.30303030303030304,hydrated,"(115,120]","(110,120]","(100,120]",28.399999999999977,0.980707997752388,1.185035056568572,50.83495145631069,23.542374328634946,-0.13,seki
2020_October_ARPA_2.1,2.1,4,"2020_October_HP_ARPA_(80,90]",ARPA,HP,1.038,DW may be off-find another written down?,26,40,0.5,40,26,132,106,1,264.3,329,268.8,NA,4.3009,0,2020_October,2020,October,7.6699,8.0808,0.4109,2,84.96691481,84.96691481,"(80,90]",2020_October,0.61,Dry,1,90,0.38461538461538464,moderate,"(80,85]","(80,90]","(80,100]",64.69999999999999,0.949151074151074,0.8496691481,18.666098807495743,25.056802021716333,-0.13,seki
2020_October_ARPA_2.1,2.1,3,"2020_October_HP_ARPA_(80,90]",ARPA,HP,5.948,0,16,31,0.5,31,29,144,115,1,261.7,284.4,261.6,NA,3.7074,0,2020_October,2020,October,7.6266,7.9877,0.3611,2,80.58469092,80.58469092,"(80,90]",2020_October,0.61,Dry,1,90,0.3448275862068966,moderate,"(80,85]","(80,90]","(80,100]",22.69999999999999,0.9547929942286264,0.8058469092,21.120465245084464,26.132187701895063,-0.13,seki
2020_October_ARPA_2.1,2.1,2,"2020_October_HP_ARPA_(100,110]",ARPA,HP,1.954,0,30,53,0.5,53,22,186,164,1,275.2,259.4,245.8,NA,3.6214,0,2020_October,2020,October,7.5756,8.5319,0.9563,2,NA,104.28811683037397,"(100,110]",2020_October,0.61,Dry,1,100,0.4545454545454546,hydrated,"(100,105]","(100,110]","(100,120]",-15.800000000000011,0.8879147669335083,1.0428811683037396,7.921781867614764,21.86198354926445,-0.13,seki
2020_October_ARPA_2.1,2.1,5,"2020_October_HP_ARPA_(80,90]",ARPA,HP,2.556,0,26,48,0.5,48,16,256,240,1,233,266.1,247.1,NA,2.8463,0,2020_October,2020,October,12.3325,12.5355,0.203,2,84.75991649,84.75991649,"(80,90]",2020_October,0.61,Dry,1,90,0.625,moderate,"(80,85]","(80,90]","(80,100]",33.10000000000002,0.9838059909856008,0.8475991649,60.75123152709359,22.428340717687785,-0.13,seki
2020_October_ARPA_2.2,2.2,2,"2020_October_HP_ARPA_(110,120]",ARPA,HP,1.212,0,31,45,0.5,45,50,104,54,1,236.8,252.2,241.4,NA,3.3193,0,2020_October,2020,October,7.4964,7.8702,0.3738,2,NA,110.07091206570873,"(110,120]",2020_October,0.61,Dry,1,90,0.2,hydrated,"(110,115]","(110,120]","(100,120]",15.399999999999975,0.9525043836243045,1.1007091206570871,20.0545746388443,24.35391720076681,-0.098,seki
2020_October_ARPA_2.2,2.2,1,"2020_October_HP_ARPA_(100,110]",ARPA,HP,0.098,0,26,55,0.5,55,20,157,94,1,309.1,293.2,281,NA,4.4889,0,2020_October,2020,October,7.53,7.9603,0.4303,2,107.4138792,107.4138792,"(100,110]",2020_October,0.61,Dry,1,100,0.15873015873015872,hydrated,"(105,110]","(100,110]","(100,120]",-15.900000000000034,0.9459442483323492,1.074138792,17.499419009993026,20.63952677466836,-0.098,seki
